	Feature_Name	Phenotypic_Class	Value
114	efficientnet_7	Apoptosis	0.03257715692449163
115	efficientnet_7	Artefact	0.012444174609495505
116	efficientnet_7	Binuclear	0.05868108828746113
117	efficientnet_7	Elongated	0.03336637955959653
118	efficientnet_7	Grape	0.07921831419817543
119	efficientnet_7	Hole	0.04403542308720428
120	efficientnet_7	Interphase	0.028640770315479673
121	efficientnet_7	Large	0.0010768546423906154
122	efficientnet_7	Metaphase	0.03998514830108523
123	efficientnet_7	MetaphaseAlignment	0.05398974304079904
124	efficientnet_7	OutOfFocus	0.04355059765657272
125	efficientnet_7	Polylobed	0.06122873774068607
126	efficientnet_7	Prometaphase	0.07698607671386007
127	efficientnet_7	SmallIrregular	1.0240949215792458e-06
128	efficientnet_8	ADCCM	8.007930323268477e-08
129	efficientnet_8	Anaphase	0.0033101163610992942
130	efficientnet_8	Apoptosis	0.0005224501114502375
131	efficientnet_8	Artefact	0.05166948984425379
132	efficientnet_8	Binuclear	0.04003263732587256
133	efficientnet_8	Elongated	0.018275021306073044
134	efficientnet_8	Grape	0.006594952516699472
135	efficientnet_8	Hole	0.0
136	efficientnet_8	Interphase	0.0009086356481630433
137	efficientnet_8	Large	0.05203270741535484
138	efficientnet_8	Metaphase	0.0
139	efficientnet_8	MetaphaseAlignment	0.009334040118224396
140	efficientnet_8	OutOfFocus	0.01265082635492574
141	efficientnet_8	Polylobed	0.03689081063574163
142	efficientnet_8	Prometaphase	0.03501453446317541
143	efficientnet_8	SmallIrregular	0.002262636824847777
144	efficientnet_9	ADCCM	0.017218623466402995
145	efficientnet_9	Anaphase	0.0
146	efficientnet_9	Apoptosis	0.01026856568022246
147	efficientnet_9	Artefact	0.002080493542637789
148	efficientnet_9	Binuclear	0.06379132089706821
149	efficientnet_9	Elongated	0.0
150	efficientnet_9	Grape	0.0
151	efficientnet_9	Hole	0.010551820576213402
152	efficientnet_9	Interphase	0.003744325372224423
153	efficientnet_9	Large	0.010847921185051781
154	efficientnet_9	Metaphase	0.0
155	efficientnet_9	MetaphaseAlignment	0.013682755056690575
156	efficientnet_9	OutOfFocus	0.0
157	efficientnet_9	Polylobed	0.10080313365195437
158	efficientnet_9	Prometaphase	3.1952404995132526e-08
159	efficientnet_9	SmallIrregular	0.011476964527735965
160	efficientnet_10	ADCCM	0.013554114794717463
161	efficientnet_10	Anaphase	0.026446298101182916
162	efficientnet_10	Apoptosis	0.002446858444578553
163	efficientnet_10	Artefact	0.03761489899078733
164	efficientnet_10	Binuclear	0.07705622258960647
165	efficientnet_10	Elongated	0.010838189288528284
166	efficientnet_10	Grape	0.007884697471340817
167	efficientnet_10	Hole	0.00962343118786476
168	efficientnet_10	Interphase	0.018128023620726394
169	efficientnet_10	Large	0.011121191228030047
170	efficientnet_10	Metaphase	0.0007857391333502775
171	efficientnet_10	MetaphaseAlignment	0.06142510844060311
172	efficientnet_10	OutOfFocus	0.0
173	efficientnet_10	Polylobed	0.03362790784512294
174	efficientnet_10	Prometaphase	7.797482417793548e-08
175	efficientnet_10	SmallIrregular	0.0
176	efficientnet_11	ADCCM	3.011380954554383e-08
177	efficientnet_11	Anaphase	0.023584607183587472
178	efficientnet_11	Apoptosis	0.0
179	efficientnet_11	Artefact	0.028578165926886553
180	efficientnet_11	Binuclear	0.021744447203526356
181	efficientnet_11	Elongated	0.0
182	efficientnet_11	Grape	0.0
183	efficientnet_11	Hole	0.015448104757934598
184	efficientnet_11	Interphase	0.0
185	efficientnet_11	Large	0.013536474575449759
186	efficientnet_11	Metaphase	0.0
187	efficientnet_11	MetaphaseAlignment	0.03552873710390014
188	efficientnet_11	OutOfFocus	0.0051228960727241115
189	efficientnet_11	Polylobed	0.1257521461855073
190	efficientnet_11	Prometaphase	0.02820822372851117
191	efficientnet_11	SmallIrregular	0.0
192	efficientnet_12	ADCCM	0.022057049144752018
193	efficientnet_12	Anaphase	0.0
194	efficientnet_12	Apoptosis	0.009728419835566831
195	efficientnet_12	Artefact	0.0
196	efficientnet_12	Binuclear	0.005267651747435636
197	efficientnet_12	Elongated	0.0025380461176700343
198	efficientnet_12	Grape	0.039415556391297325
199	efficientnet_12	Hole	0.016699362223200606
200	efficientnet_12	Interphase	0.04111128098446809
201	efficientnet_12	Large	0.02993312017198604
202	efficientnet_12	Metaphase	0.0
203	efficientnet_12	MetaphaseAlignment	1.5969251265046718e-07
204	efficientnet_12	OutOfFocus	0.016770602961039417
205	efficientnet_12	Polylobed	0.059672688462516554
206	efficientnet_12	Prometaphase	0.0
207	efficientnet_12	SmallIrregular	0.0030511510413658628
208	efficientnet_13	ADCCM	0.004511858236015707
209	efficientnet_13	Anaphase	0.0
210	efficientnet_13	Apoptosis	6.300694691453321e-08
211	efficientnet_13	Artefact	0.03459849588659674
212	efficientnet_13	Binuclear	0.06971624662853074
213	efficientnet_13	Elongated	0.0024731126672029964
214	efficientnet_13	Grape	0.02027377078458455
215	efficientnet_13	Hole	0.014239472701978496
216	efficientnet_13	Interphase	0.06518021182496957
217	efficientnet_13	Large	0.0
218	efficientnet_13	Metaphase	0.00381834703958812
219	efficientnet_13	MetaphaseAlignment	0.0033102828585398814
220	efficientnet_13	OutOfFocus	0.0
221	efficientnet_13	Polylobed	0.01569176060041787
222	efficientnet_13	Prometaphase	0.0
223	efficientnet_13	SmallIrregular	0.0
224	efficientnet_14	ADCCM	0.016162625205332345
225	efficientnet_14	Anaphase	0.0006215579754312818
226	efficientnet_14	Apoptosis	0.05209317764822084
227	efficientnet_14	Artefact	0.06431398421142806
228	efficientnet_14	Binuclear	0.10126897680397688
229	efficientnet_14	Elongated	0.0
230	efficientnet_14	Grape	0.0030072884169466247
231	efficientnet_14	Hole	0.02310510745857778
232	efficientnet_14	Interphase	0.058939679036596776
233	efficientnet_14	Large	0.010059693064579331
234	efficientnet_14	Metaphase	0.03808474751449946
235	efficientnet_14	MetaphaseAlignment	0.004111139163983367
236	efficientnet_14	OutOfFocus	0.0
237	efficientnet_14	Polylobed	0.07903860801731492
238	efficientnet_14	Prometaphase	0.03256417507613917
239	efficientnet_14	SmallIrregular	0.011005568797591821
240	efficientnet_15	ADCCM	0.0367490143020892
241	efficientnet_15	Anaphase	0.0
242	efficientnet_15	Apoptosis	0.010760165542012274
243	efficientnet_15	Artefact	0.0009621096427886382
