	Feature_Name	Phenotypic_Class	ML_coefficient
364	CP__AreaShape_Solidity	Elongated	0.0
365	CP__AreaShape_Solidity	Grape	0.0
366	CP__AreaShape_Solidity	Hole	0.0
367	CP__AreaShape_Solidity	Interphase	0.0
368	CP__AreaShape_Solidity	Large	0.0
369	CP__AreaShape_Solidity	Metaphase	0.0
370	CP__AreaShape_Solidity	MetaphaseAlignment	0.024874952679254072
371	CP__AreaShape_Solidity	OutOfFocus	-0.006563249438077408
372	CP__AreaShape_Solidity	Polylobed	0.0
373	CP__AreaShape_Solidity	Prometaphase	0.0
374	CP__AreaShape_Solidity	SmallIrregular	0.0
375	CP__AreaShape_Zernike_0_0	ADCCM	0.0
376	CP__AreaShape_Zernike_0_0	Anaphase	-0.04960453366740025
377	CP__AreaShape_Zernike_0_0	Apoptosis	0.0
378	CP__AreaShape_Zernike_0_0	Binuclear	-0.0009361547486704911
379	CP__AreaShape_Zernike_0_0	Elongated	0.0
380	CP__AreaShape_Zernike_0_0	Grape	0.0
381	CP__AreaShape_Zernike_0_0	Hole	0.0
382	CP__AreaShape_Zernike_0_0	Interphase	-0.032580356954105584
383	CP__AreaShape_Zernike_0_0	Large	0.04257999906741804
384	CP__AreaShape_Zernike_0_0	Metaphase	0.06510530061525759
385	CP__AreaShape_Zernike_0_0	MetaphaseAlignment	0.08642438128959401
386	CP__AreaShape_Zernike_0_0	OutOfFocus	0.0
387	CP__AreaShape_Zernike_0_0	Polylobed	0.0
388	CP__AreaShape_Zernike_0_0	Prometaphase	0.0
389	CP__AreaShape_Zernike_0_0	SmallIrregular	0.012408456323698573
390	CP__AreaShape_Zernike_1_1	ADCCM	0.0
391	CP__AreaShape_Zernike_1_1	Anaphase	0.0
392	CP__AreaShape_Zernike_1_1	Apoptosis	0.0
393	CP__AreaShape_Zernike_1_1	Binuclear	0.0
394	CP__AreaShape_Zernike_1_1	Elongated	-0.07714259983067136
395	CP__AreaShape_Zernike_1_1	Grape	0.0
396	CP__AreaShape_Zernike_1_1	Hole	0.0
397	CP__AreaShape_Zernike_1_1	Interphase	0.0
398	CP__AreaShape_Zernike_1_1	Large	0.0
399	CP__AreaShape_Zernike_1_1	Metaphase	0.0
400	CP__AreaShape_Zernike_1_1	MetaphaseAlignment	0.016512705844382032
401	CP__AreaShape_Zernike_1_1	OutOfFocus	0.0
402	CP__AreaShape_Zernike_1_1	Polylobed	-0.026746737482283112
403	CP__AreaShape_Zernike_1_1	Prometaphase	0.0
404	CP__AreaShape_Zernike_1_1	SmallIrregular	0.0
405	CP__AreaShape_Zernike_2_0	ADCCM	0.0
406	CP__AreaShape_Zernike_2_0	Anaphase	0.0
407	CP__AreaShape_Zernike_2_0	Apoptosis	0.0
408	CP__AreaShape_Zernike_2_0	Binuclear	0.0
409	CP__AreaShape_Zernike_2_0	Elongated	0.0
410	CP__AreaShape_Zernike_2_0	Grape	0.0015098552030580548
411	CP__AreaShape_Zernike_2_0	Hole	-0.005075267593211825
412	CP__AreaShape_Zernike_2_0	Interphase	0.0
413	CP__AreaShape_Zernike_2_0	Large	0.0
414	CP__AreaShape_Zernike_2_0	Metaphase	-0.04721215439947492
415	CP__AreaShape_Zernike_2_0	MetaphaseAlignment	0.0
416	CP__AreaShape_Zernike_2_0	OutOfFocus	0.0
417	CP__AreaShape_Zernike_2_0	Polylobed	-0.08086446457992282
418	CP__AreaShape_Zernike_2_0	Prometaphase	0.050084803924514594
419	CP__AreaShape_Zernike_2_0	SmallIrregular	0.0
420	CP__AreaShape_Zernike_2_2	ADCCM	0.0
421	CP__AreaShape_Zernike_2_2	Anaphase	0.053769405926670434
422	CP__AreaShape_Zernike_2_2	Apoptosis	0.0
423	CP__AreaShape_Zernike_2_2	Binuclear	0.0
424	CP__AreaShape_Zernike_2_2	Elongated	-0.0021775326885457567
425	CP__AreaShape_Zernike_2_2	Grape	0.0
426	CP__AreaShape_Zernike_2_2	Hole	0.0
427	CP__AreaShape_Zernike_2_2	Interphase	0.0
428	CP__AreaShape_Zernike_2_2	Large	0.0
429	CP__AreaShape_Zernike_2_2	Metaphase	0.0
430	CP__AreaShape_Zernike_2_2	MetaphaseAlignment	0.0
431	CP__AreaShape_Zernike_2_2	OutOfFocus	0.07768660587502692
432	CP__AreaShape_Zernike_2_2	Polylobed	-0.008793957729303607
433	CP__AreaShape_Zernike_2_2	Prometaphase	0.0
434	CP__AreaShape_Zernike_2_2	SmallIrregular	0.0
435	CP__AreaShape_Zernike_3_1	ADCCM	0.0
436	CP__AreaShape_Zernike_3_1	Anaphase	0.0
437	CP__AreaShape_Zernike_3_1	Apoptosis	0.043943116210337516
438	CP__AreaShape_Zernike_3_1	Binuclear	-0.06877304146145553
