	Phenotypic_Class	F1_Score
0	ADCCM	0.020512820512820513
1	Anaphase	0.0
2	Apoptosis	0.008385744234800839
3	Artefact	0.05776173285198556
4	Binuclear	0.2259287338893101
5	Elongated	0.0
6	Grape	0.05446293494704993
7	Hole	0.0
8	Interphase	0.09727626459143968
9	Large	0.017699115044247787
10	Metaphase	0.0
11	MetaphaseAlignment	0.0
12	OutOfFocus	0.006872852233676976
13	Polylobed	0.3024875621890547
14	Prometaphase	0.024509803921568624
15	SmallIrregular	0.14136125654450263
16	Weighted	0.1387598685278564
