UMAP1	UMAP2	UMAP3	Mitocheck_Phenotypic_Class
5.552914	9.645394	2.283921	SmallIrregular
5.6540694	9.67223	2.2707868	SmallIrregular
7.100212	8.2225485	2.6726692	SmallIrregular
6.148123	9.110957	2.8389137	SmallIrregular
6.0144105	9.302368	2.74174	SmallIrregular
5.871782	9.102351	3.019523	UndefinedCondensed
6.0607696	8.521821	3.8233755	MetaphaseAlignment
6.0076766	8.719114	3.7862358	MetaphaseAlignment
5.8733172	8.880037	3.7124867	MetaphaseAlignment
8.414065	6.5603666	3.841923	MetaphaseAlignment
9.005534	5.8356504	3.5751257	Prometaphase
8.432366	6.5365524	3.6774967	MetaphaseAlignment
8.492399	6.014334	2.3308532	MetaphaseAlignment
8.215043	6.4424067	2.0372963	UndefinedCondensed
5.843365	8.628876	3.6770556	MetaphaseAlignment
4.472588	9.113289	3.623742	Artefact
5.3353963	7.355284	4.011543	Artefact
6.8569746	8.372538	3.3713038	MetaphaseAlignment
6.033257	8.787271	3.7226512	MetaphaseAlignment
5.8304195	8.72489	3.8287418	MetaphaseAlignment
5.851335	7.0529995	2.08101	UndefinedCondensed
8.074567	6.824692	3.0552583	UndefinedCondensed
7.643015	6.858951	4.0865617	MetaphaseAlignment
3.2876964	9.612008	3.1946769	Interphase
3.5274289	9.659647	2.928621	Interphase
3.765595	9.422603	2.9943109	Interphase
3.625587	9.2842	3.1098247	Interphase
3.5164835	9.646844	2.9489481	Interphase
3.607401	9.5872135	2.9239485	Interphase
3.8986104	9.329964	2.8258064	Interphase
3.788865	9.55669	2.7750885	Interphase
4.1725907	9.4363165	2.6069083	Interphase
5.8320365	8.543679	3.8147233	Polylobed
4.166971	7.4958506	3.7416975	Polylobed
4.392412	6.16373	3.5251725	Polylobed
4.5857177	5.811073	3.5615354	Polylobed
4.850537	5.4877877	3.835812	Polylobed
5.085719	8.591385	4.0303807	Polylobed
6.2059293	7.5557084	3.4395561	Polylobed
7.3269258	8.151262	2.8287244	MetaphaseAlignment
5.531858	6.3666844	2.6513705	Binuclear
5.4234686	6.363104	2.7633085	Binuclear
7.0500813	8.238818	3.1675875	Metaphase
5.2914143	6.6044083	2.8145726	Binuclear
5.1919136	6.630458	2.8135397	Binuclear
5.9735765	8.932265	3.5549157	Metaphase
3.4677188	6.341289	3.9386156	Binuclear
4.329934	5.3097014	3.342241	Binuclear
8.328848	6.6279826	3.8499653	MetaphaseAlignment
9.01589	5.930402	3.6400492	Prometaphase
6.113911	6.8919616	2.9739344	Polylobed
6.422006	6.9198427	2.9564114	Polylobed
7.9929442	6.8564687	3.926981	Prometaphase
8.178632	6.3975143	2.7633443	Metaphase
7.264541	6.5053897	3.0646129	Interphase
4.194788	7.112776	3.8979554	Interphase
5.28123	8.96951	3.786548	Grape
7.082112	6.8748064	3.0577772	Interphase
6.9572334	6.844307	2.778971	Interphase
7.036749	6.890325	2.951019	Interphase
6.9989805	7.157899	3.0964453	Interphase
6.2657127	9.259107	2.3272927	Interphase
7.032413	7.1252217	3.0328531	Interphase
7.235182	8.020562	2.5943058	Interphase
6.799722	8.547575	2.3639839	Interphase
7.015704	6.8902683	3.0610547	Interphase
7.0674787	6.955061	3.0121748	Interphase
7.2685795	7.1334176	2.366585	Interphase
7.102874	7.2444873	2.9776456	Interphase
6.458614	8.973971	2.5545073	Interphase
6.8295736	8.502513	2.116424	Interphase
7.111746	6.807751	3.0320034	Interphase
3.4283886	8.589164	3.3450928	Interphase
6.559002	7.553618	2.4844484	Interphase
7.1180005	6.943587	2.909916	Interphase
6.7055793	8.742557	2.4183156	Interphase
7.333382	8.154871	2.5142372	SmallIrregular
7.341215	8.141556	2.4891684	SmallIrregular
7.277187	8.148709	2.5111606	SmallIrregular
7.278168	8.291304	2.4710336	SmallIrregular
7.1397624	6.8647685	2.4399488	SmallIrregular
6.2254133	7.742131	2.9858298	Hole
3.9545531	7.2199173	2.5997162	Folded
7.2633405	8.193624	2.3645442	Hole
3.7153602	7.43338	3.030509	Folded
5.3908443	8.049946	2.669308	Folded
5.422727	8.100589	2.640615	Folded
5.433416	8.005304	2.775808	Folded
2.626662	6.8364134	3.7905788	Polylobed
3.627818	6.967504	4.216695	Polylobed
2.8813295	8.659854	4.270625	Polylobed
3.161649	9.803862	3.7340922	Polylobed
3.2509205	8.714625	3.5806649	Polylobed
2.879522	8.205492	3.7859626	Polylobed
2.9580698	7.7643485	3.796783	Polylobed
3.455779	9.749265	4.3396654	Polylobed
3.4668186	6.495493	5.666541	Polylobed
3.4386344	9.744039	4.3384585	Polylobed
3.568874	6.3660445	5.711972	Polylobed
3.451831	9.715189	4.3644657	Polylobed
3.8263419	6.000679	5.8083544	Polylobed
4.2209954	5.690682	6.1280975	Polylobed
3.6913495	6.1226106	5.832059	Polylobed
3.493432	9.757415	4.3247857	Polylobed
3.7771997	6.0401764	5.822624	Polylobed
3.7399197	6.045774	5.7990003	Polylobed
3.9632475	8.638048	2.950409	Prometaphase
8.070639	6.6601815	3.6231174	Prometaphase
4.537511	7.5029345	2.245328	Binuclear
4.548804	7.5768366	2.3509147	Binuclear
4.3046155	7.2072396	2.1344771	Interphase
3.8936703	5.5722117	3.6531327	Binuclear
4.1380486	5.2021093	3.830243	Binuclear
5.51046	6.5599923	2.1671124	Interphase
2.5538201	6.5580106	3.688238	Binuclear
2.5406644	6.5482693	3.7292721	Binuclear
3.2939916	9.645817	3.1155455	Interphase
3.4093711	8.548778	3.376103	Interphase
3.5412586	8.449667	3.177117	Interphase
3.4512248	9.339304	3.213179	Binuclear
3.1792653	9.489545	3.2883415	Binuclear
5.544977	6.702473	2.174518	Interphase
6.70578	6.9302683	4.3357973	Metaphase
7.366167	6.544642	2.6872556	Metaphase
7.348212	6.663609	2.4792993	Metaphase
7.476983	6.6215715	2.4299612	Metaphase
6.4037395	6.587611	2.9354756	MetaphaseAlignment
7.891779	5.902631	3.638561	MetaphaseAlignment
3.671629	6.742273	5.2616367	Polylobed
3.9189773	6.084619	5.6284137	Polylobed
2.8810782	8.165819	4.6230683	Polylobed
3.012204	7.830131	4.53332	Polylobed
3.936362	6.1389723	5.1228747	Polylobed
2.9292712	8.0582695	4.6578226	Polylobed
4.5957375	6.6835375	4.2791204	Polylobed
2.6244333	6.222597	4.350198	Polylobed
6.9211855	7.2535753	3.5495842	Metaphase
2.634642	6.240285	4.3055944	Polylobed
2.5386434	6.3307133	4.3536735	Polylobed
2.5241017	6.36381	4.40261	Polylobed
8.5743885	5.6905756	3.5673919	MetaphaseAlignment
3.7317014	9.717223	4.208313	MetaphaseAlignment
3.511817	9.763938	4.330786	Polylobed
4.0526986	7.0419235	5.5447693	Metaphase
3.4447167	9.795408	4.345563	Polylobed
7.5182443	7.321469	2.694437	Metaphase
4.514436	5.6930556	5.3100715	Polylobed
3.4756336	9.747316	4.3538632	Polylobed
3.482885	9.763595	4.3421903	Polylobed
3.7073557	5.946067	5.66607	Polylobed
7.2084684	6.7714353	3.0359614	Metaphase
2.6207669	6.7939687	3.7687669	Polylobed
2.6122966	6.7063785	3.8122213	Polylobed
2.6416519	6.7536664	3.7275257	Polylobed
3.3796976	6.6679153	3.8012273	Polylobed
2.711262	6.6448483	4.714049	Binuclear
3.010678	7.970608	3.8723264	Polylobed
3.329866	8.649236	3.6201408	Polylobed
3.3993359	7.373347	4.4873514	Binuclear
3.5705378	8.647609	3.8831167	Polylobed
2.827383	6.638754	4.600561	Binuclear
2.8997993	7.7813325	4.6706157	Binuclear
6.7532663	8.192867	3.558557	Metaphase
2.9716177	7.89095	4.2924633	Polylobed
2.923856	7.9316945	4.260807	Polylobed
3.6380117	7.1601562	4.119553	Polylobed
7.230568	6.3730288	3.5999727	MetaphaseAlignment
6.182173	9.276168	2.7209504	Metaphase
6.1563716	9.4313965	2.640366	Metaphase
2.7428946	8.664406	3.9358618	Polylobed
2.854735	9.020822	3.9167328	Polylobed
5.613014	9.337174	3.3416543	Metaphase
3.0886145	9.112642	3.5909185	Polylobed
3.6094296	9.694123	4.3304014	Polylobed
3.521381	9.706258	4.326107	Polylobed
6.304175	6.4711328	2.9496708	Metaphase
3.494339	9.71084	4.3142986	Polylobed
2.656238	9.409952	3.9126542	Polylobed
2.574373	9.386751	4.0397277	Polylobed
3.4840388	9.755508	4.15851	Polylobed
2.5671113	9.090389	4.1416116	Binuclear
2.5814662	8.660389	4.1993876	Binuclear
5.9448338	8.579261	3.922401	Metaphase
5.070449	9.385291	3.6913164	Artefact
5.2345605	9.456617	3.5758462	Artefact
5.340574	9.512117	3.3068733	Artefact
2.8199384	9.599787	3.472884	Polylobed
2.6617055	9.40001	3.6106737	Polylobed
2.6241932	9.105886	3.686109	Polylobed
3.0186076	7.6093345	3.626144	Binuclear
2.8462594	8.283761	3.834344	Binuclear
2.7650294	9.542179	3.6982408	Binuclear
5.471049	8.032736	4.145097	MetaphaseAlignment
2.8207073	9.4233265	3.7909114	Binuclear
3.7613194	6.86282	4.3822846	Polylobed
7.378474	6.023477	3.8435812	MetaphaseAlignment
3.6348503	6.6574264	5.321975	Polylobed
3.7764459	6.246096	5.6323442	Polylobed
3.7262669	6.414008	5.54909	Polylobed
2.9246788	8.062493	4.608047	Polylobed
3.017307	7.883107	4.5421596	Polylobed
2.9522302	8.042098	4.623014	Polylobed
2.968476	8.121025	4.607673	Polylobed
3.0566118	9.44447	4.011455	Polylobed
2.8652341	9.547692	3.772506	Polylobed
8.2108755	6.748506	1.8649191	Hole
5.9289117	8.502874	3.5559278	Hole
7.8051744	6.5841217	2.0191433	UndefinedCondensed
7.4802504	7.8821564	2.0038626	Apoptosis
5.734891	7.2805605	2.9963052	Elongated
5.879099	8.155196	3.5201101	Hole
5.9041905	6.9116073	2.1750813	Hole
4.2518225	7.2934175	2.3237119	Hole
5.0012307	6.4303937	2.013933	Elongated
6.6131344	7.8524556	2.0184631	Hole
6.6032653	6.1663003	2.6728177	Metaphase
8.5377245	6.2636576	2.122661	Apoptosis
7.397688	7.6411724	2.6632333	Hole
5.2269874	6.6087985	1.8133286	Hole
6.3099585	8.186073	1.9757022	Hole
6.194477	8.161237	1.9488888	Hole
5.359341	8.776932	3.0818217	Hole
7.235931	6.524	2.9660378	Hole
4.798767	7.6789885	2.4917605	Hole
8.130841	6.580331	3.4598346	Hole
4.1411557	8.843813	2.8010495	Hole
6.5562367	8.144247	1.9760602	Hole
6.291385	8.022418	2.0214407	Hole
6.216635	8.048634	2.103189	Hole
6.188022	8.059731	2.0393074	Hole
4.927841	7.3271465	2.2593668	Hole
4.7897434	8.560997	2.8189166	Hole
4.709554	7.9669213	2.594463	Hole
8.13243	6.5936775	3.4819744	Hole
7.160585	7.49944	2.0514169	Hole
7.3723145	6.2628922	2.5558221	Elongated
7.0060654	8.22952	1.9690421	Hole
7.3894677	7.9453087	2.2286863	Hole
8.069905	6.60245	1.9652264	UndefinedCondensed
5.207722	6.4407225	2.3183067	Elongated
5.886899	8.163426	3.2403255	Hole
7.441434	7.714572	2.3192055	UndefinedCondensed
6.7880826	7.82164	1.9513267	Hole
6.907013	7.668486	1.9678874	Hole
5.9493413	8.583615	3.614988	SmallIrregular
7.368162	7.5665016	2.269455	UndefinedCondensed
7.4570203	7.5152965	2.6290307	Hole
5.5726147	7.598736	2.7213812	Artefact
5.644841	7.5545797	2.6874788	Artefact
5.097857	7.3853593	2.9825618	Artefact
6.465838	8.693167	2.0606265	Interphase
6.2104955	8.303519	2.3752592	Interphase
5.6566825	9.539371	2.267586	Interphase
6.5930476	8.722904	2.0979383	SmallIrregular
6.0564494	9.286131	2.3873112	Interphase
6.1115994	9.426686	2.3480926	Interphase
4.5452046	9.142934	2.8076346	SmallIrregular
5.7155886	9.649123	2.3689182	SmallIrregular
6.3619657	8.706467	2.5906813	Interphase
3.693156	6.0414834	4.0242395	SmallIrregular
6.0235634	8.946219	2.0552654	SmallIrregular
5.71285	9.374351	2.188007	SmallIrregular
5.5343676	9.602031	2.3326783	SmallIrregular
5.583153	9.993246	2.3312259	SmallIrregular
5.377426	9.564116	2.31069	SmallIrregular
5.366765	9.645629	2.3137732	SmallIrregular
5.5875983	9.182075	2.221282	SmallIrregular
4.387563	8.177751	3.237692	Polylobed
4.6763434	8.411873	2.8540175	Polylobed
6.698028	8.37021	2.2991014	SmallIrregular
4.525336	8.397898	3.0139167	Polylobed
4.1056323	7.4169636	3.5083709	Polylobed
4.421751	7.4264913	3.4717405	Polylobed
4.469282	7.726343	3.4705212	Polylobed
4.0300784	7.9603615	3.4071546	Polylobed
6.566688	8.817677	1.9369527	Interphase
6.5105996	8.851703	1.9560854	Interphase
6.0796227	8.4555025	2.3354867	Interphase
6.5374603	8.581939	2.1501281	Interphase
6.014327	8.419426	2.2406247	Interphase
6.4943027	8.855247	1.9770759	Interphase
6.5773373	8.7925825	1.9619771	Interphase
5.8382516	9.498614	2.284332	Interphase
5.8543963	9.198953	2.2757692	SmallIrregular
3.7100177	7.2919292	5.7219715	Polylobed
3.6973317	7.31058	5.71038	Polylobed
3.7228336	7.2822156	5.730565	Polylobed
3.7413728	7.358432	5.7181687	Polylobed
3.7637668	7.199008	5.691795	Polylobed
3.199511	7.4631987	5.238423	Polylobed
3.6757689	7.2909055	5.680135	Polylobed
3.758194	7.2235794	5.7033024	Polylobed
3.2826903	7.4749446	5.2410088	Polylobed
3.310403	7.4993563	5.192212	Polylobed
3.7332742	7.211529	5.6995316	Polylobed
5.780586	7.6333756	3.3424335	SmallIrregular
4.217255	6.473281	2.877558	Polylobed
4.207793	6.514922	2.8849447	Polylobed
4.227621	6.5170946	2.858877	Polylobed
4.0811257	8.638942	4.6828113	Polylobed
4.211462	6.48585	2.86234	Polylobed
4.303826	6.5808086	2.8955138	Polylobed
4.385646	6.5134068	2.9860764	Polylobed
5.092876	9.030762	3.9106762	Polylobed
5.063536	9.116221	3.8677027	Polylobed
5.665683	9.614841	2.141725	Polylobed
5.6316	7.365123	3.6346142	Polylobed
5.728095	9.854955	2.144427	Polylobed
5.6464844	9.895451	2.2131658	Polylobed
5.70548	9.693943	2.1639054	SmallIrregular
5.781763	7.896167	2.665413	SmallIrregular
5.870508	7.39391	3.4373264	Polylobed
6.1859403	7.702436	3.2116919	Polylobed
5.60734	9.997211	2.2717326	SmallIrregular
6.6816893	8.719045	1.8902864	SmallIrregular
6.212751	8.644709	2.52745	SmallIrregular
6.649583	8.720064	1.8958445	SmallIrregular
6.697496	8.659358	1.9536983	Interphase
6.6818147	8.701561	1.9285032	Interphase
7.134405	7.7835417	1.9926835	Interphase
4.697019	8.733094	3.0496173	Interphase
5.9269385	8.864081	2.4326441	Interphase
6.5094895	8.768502	1.979494	Interphase
6.571557	8.704562	1.9443161	Interphase
6.60607	8.673652	1.9743912	Interphase
4.1137867	8.891452	2.9365249	Interphase
6.1470966	7.8810797	3.5432615	Interphase
5.8438287	9.500185	2.2048926	SmallIrregular
6.4888144	8.89952	2.002039	SmallIrregular
6.8561425	8.578603	1.9670058	Interphase
5.651686	9.704315	2.3371596	SmallIrregular
5.4850383	9.561497	2.3181243	Interphase
5.5848527	9.546862	2.313523	Interphase
6.0701556	8.847898	2.608089	Interphase
5.72885	9.273481	2.1855135	SmallIrregular
5.7511387	8.350515	2.6348653	SmallIrregular
7.304983	7.096475	2.3376617	SmallIrregular
5.5790486	10.011561	2.3035388	SmallIrregular
5.587839	10.030513	2.3243103	SmallIrregular
6.6308303	8.723252	1.9418525	SmallIrregular
6.617356	8.686322	1.9631599	SmallIrregular
6.7188873	8.578304	2.27123	SmallIrregular
5.567984	9.514273	2.2266011	SmallIrregular
7.0052886	7.858513	2.0735934	SmallIrregular
7.0963397	7.787598	2.00308	SmallIrregular
6.920313	8.011663	2.026222	SmallIrregular
5.723865	9.992268	2.2090938	Folded
6.6478877	8.385835	2.0928931	Interphase
5.7209616	9.907942	2.1807709	SmallIrregular
5.74827	9.719227	2.1461194	SmallIrregular
5.208357	9.356699	3.3401117	SmallIrregular
6.248145	7.3381004	2.7230728	SmallIrregular
6.512667	8.472767	2.4768336	SmallIrregular
7.02351	6.5111384	2.7946556	SmallIrregular
4.9300537	9.454519	2.385327	Binuclear
4.846076	9.583421	2.459021	Binuclear
4.84712	9.559247	2.5186346	Binuclear
4.779144	9.542916	2.580217	Binuclear
3.4789689	9.412075	3.0598617	Polylobed
3.9277306	8.835151	3.505825	Polylobed
4.189517	8.769104	4.062801	Polylobed
4.101849	8.770378	3.4526865	Polylobed
4.0292215	8.665912	3.5277722	Polylobed
4.113319	8.725722	4.369697	Polylobed
4.0630236	8.5346	4.595124	Polylobed
5.1445537	7.3765864	3.9174852	Polylobed
5.138743	7.4122066	3.88017	Polylobed
4.3681383	6.850327	2.035513	Binuclear
4.402094	6.7838764	2.014046	Binuclear
4.4472766	6.772917	1.9682666	Binuclear
4.3524957	7.835491	2.4072206	Interphase
5.375635	9.3204155	2.423248	Polylobed
5.420325	9.36526	2.3934684	Polylobed
5.3841515	9.313308	2.4059792	Polylobed
5.4144697	9.306371	2.4481754	Polylobed
5.4571195	7.7196836	3.1716459	Binuclear
5.2199197	9.117498	2.4968581	Binuclear
5.5696487	9.381985	2.3558257	Polylobed
4.153413	6.53625	2.1651318	Polylobed
3.3660867	9.446958	3.276008	Binuclear
5.0958314	9.407773	3.011459	Binuclear
4.1375403	6.491136	2.1796432	Polylobed
4.9090962	6.6379457	3.0134952	Binuclear
4.100827	6.5363936	2.1491718	Polylobed
4.1264334	6.534742	2.1668446	Polylobed
5.0775366	9.387561	2.8211224	Binuclear
4.4713087	6.5535994	3.2362454	Binuclear
4.0565257	7.408677	4.3350844	Polylobed
6.0173044	7.8701477	3.3991709	Polylobed
4.782194	9.422118	2.7918952	Binuclear
3.964826	8.748966	3.768747	Polylobed
3.9582314	8.794547	3.6624243	Polylobed
4.6858315	8.698969	2.7094424	Polylobed
5.1176214	9.301105	2.5825996	Polylobed
5.343563	9.2664385	2.4416282	Polylobed
3.9417772	7.3438873	4.636037	Polylobed
5.187257	9.201542	2.5225866	Polylobed
4.653145	8.250719	3.139307	Binuclear
4.3067284	8.556591	3.301655	Binuclear
3.8093805	7.1710334	4.688435	Polylobed
2.65564	7.7003922	4.012072	Polylobed
3.8845966	8.109972	3.6728797	Polylobed
2.6471748	7.852298	4.054271	Polylobed
4.0278187	6.1000705	3.1807756	Binuclear
2.5757897	7.979033	3.937832	Polylobed
3.4363532	7.350973	4.160744	Binuclear
2.6233742	8.009373	3.8971884	Polylobed
3.7879198	9.116471	3.222634	Binuclear
3.4223301	8.788747	3.2962687	Binuclear
3.9398026	6.866701	2.5482075	Binuclear
4.0859637	6.9495583	2.8023093	Binuclear
3.6515033	7.080734	2.7897367	Binuclear
3.7617505	8.000958	3.049886	Binuclear
3.5301652	9.405566	3.1242847	Binuclear
3.2574499	8.203482	3.354939	Binuclear
3.3598363	8.478794	3.2065537	Binuclear
3.4357219	9.340568	3.224806	Binuclear
4.660732	7.549376	2.7330513	Binuclear
4.1550455	6.806886	3.6789205	Binuclear
4.0508876	8.286844	3.3389435	Polylobed
4.056615	8.190679	3.3697336	Polylobed
4.172495	8.525143	3.1055527	Polylobed
3.9060338	8.470884	3.2303905	Polylobed
3.8880553	8.58836	2.9864395	Polylobed
4.9075403	9.503121	2.4505188	Binuclear
4.871868	9.512748	2.4542572	Binuclear
4.7989984	9.542718	2.564035	Binuclear
4.7546062	9.511922	2.6332407	Polylobed
4.7190266	9.471261	2.7518103	Polylobed
4.2174854	7.4540973	3.0355592	Binuclear
4.883564	6.663076	3.113812	Binuclear
4.1858454	6.791915	2.252155	Binuclear
4.1761923	6.8059993	2.2695992	Binuclear
4.920323	9.42474	3.406761	Polylobed
5.1905766	9.365339	3.2281857	Polylobed
5.184953	7.7048326	3.4487512	Polylobed
3.8576965	9.099536	4.4892287	Polylobed
5.0943465	7.59356	3.3922746	Polylobed
4.951302	7.744513	3.2727294	Polylobed
4.5014315	5.2285275	3.664872	Binuclear
4.480872	6.726775	2.7215297	Artefact
4.612074	5.2301993	3.653564	Binuclear
4.492271	6.6860323	2.7299922	Artefact
4.547959	6.722944	2.736603	Artefact
4.478861	6.684136	2.749594	Artefact
3.4254034	8.647376	3.1404014	Binuclear
3.509178	8.663799	3.1533127	Binuclear
4.5441403	6.818912	3.5540366	Artefact
3.90948	6.9466357	2.4170582	Binuclear
5.4748373	6.6195683	3.243135	Artefact
4.240928	6.892679	2.734225	Binuclear
4.048794	6.842214	2.3499439	Binuclear
6.396027	8.09817	3.5876827	Artefact
6.307125	8.43054	3.2223384	Artefact
5.048802	7.489687	3.1572402	Artefact
6.51841	7.8703303	3.7973313	Artefact
4.3518357	6.962615	2.1691215	Binuclear
4.4516225	7.4258556	2.201624	Binuclear
3.3799653	6.072721	4.101455	Polylobed
3.280826	6.164678	3.999439	Polylobed
3.2595246	6.1702223	3.9453378	Polylobed
4.381339	5.2016673	5.3623304	Polylobed
4.176784	7.1661296	5.6609836	Polylobed
4.590658	6.143228	5.64108	Polylobed
4.5935717	5.2344594	5.4317937	Polylobed
5.242092	5.594198	5.695529	Polylobed
4.1993337	7.0959992	5.6587186	Polylobed
4.355024	5.1083493	5.400414	Polylobed
4.158957	7.1850543	5.614647	Polylobed
4.0771723	4.966986	5.467356	Polylobed
5.1661587	5.577167	5.674104	Polylobed
4.537101	6.0118294	5.715828	Polylobed
4.878921	5.4400005	5.2573895	Polylobed
4.8370214	5.444486	5.265126	Polylobed
4.96875	5.3802276	5.321838	Polylobed
5.1611433	5.3876586	5.7891426	Polylobed
2.0015845	5.9322248	4.9439864	Polylobed
1.9696113	5.9472003	4.9545226	Polylobed
2.1420114	6.298452	4.8587756	Polylobed
1.9829807	6.032806	4.8961453	Polylobed
2.1309018	6.2428293	4.8620815	Polylobed
2.0014954	6.1556582	4.92599	Polylobed
2.0483785	6.1513734	4.8544383	Polylobed
2.4215534	8.5082	4.209264	Polylobed
2.952286	8.308357	4.279225	Polylobed
2.5822344	8.667296	4.096644	Polylobed
2.028835	6.008764	4.897482	Polylobed
2.4844742	8.7824335	4.043851	Polylobed
2.9132671	8.367887	4.212342	Polylobed
2.747823	8.640559	4.2060933	Polylobed
3.1906416	7.9168444	4.3116093	Polylobed
3.0140936	8.035089	4.2395124	Polylobed
2.5836046	8.896418	3.6824098	Polylobed
2.5063481	9.01063	3.832256	Polylobed
2.3051536	5.4778934	5.119713	Polylobed
2.479271	8.818662	3.8362255	Polylobed
2.6706197	8.783807	3.9447691	Polylobed
2.3090546	5.4897413	5.1087513	Polylobed
2.3551116	5.453755	5.153972	Polylobed
1.9158028	5.57236	5.0226407	Polylobed
1.3731619	5.420098	4.8984723	Polylobed
2.056084	5.5524063	5.0781975	Polylobed
1.9915147	5.6416287	5.026702	Polylobed
2.006409	5.580197	5.035576	Polylobed
1.3671906	5.419839	4.899571	Polylobed
1.7971778	6.509588	5.0407662	Polylobed
1.3809766	5.4334106	4.8986588	Polylobed
1.8294691	6.543802	5.0108104	Polylobed
2.1493888	5.909217	4.8550715	Polylobed
1.4040902	5.427788	4.896487	Polylobed
1.7626776	6.5119348	5.03391	Polylobed
2.2177062	5.8202443	4.8434653	Polylobed
2.2967715	5.870745	4.777065	Polylobed
4.0046444	6.3931637	4.872595	Polylobed
4.7042165	5.260862	6.4467535	Polylobed
4.677069	5.322512	6.406301	Polylobed
4.805703	5.236728	4.090486	Polylobed
4.8075557	5.2242665	4.048001	Polylobed
4.82728	5.2017126	4.038441	Polylobed
4.8276615	5.2331643	3.9992032	Polylobed
4.8555684	5.2347293	4.06509	Polylobed
1.3152112	5.388366	4.89361	Polylobed
1.2847177	5.353918	4.933512	Polylobed
1.345429	5.410895	4.885112	Polylobed
1.3385185	5.4021955	4.8992124	Polylobed
3.8251417	6.050813	4.2215714	Polylobed
5.770891	6.276642	4.9719205	Polylobed
5.6077614	6.409087	3.898231	Polylobed
7.5364776	5.769136	3.1230514	Polylobed
2.1370718	5.71967	4.912471	Polylobed
2.257314	5.7365913	4.8531137	Polylobed
2.2396688	5.6727934	4.878286	Polylobed
5.938068	8.517487	4.2160587	Polylobed
5.9022484	8.479189	4.2077174	Polylobed
5.974848	8.465287	4.180582	Polylobed
5.99086	8.487616	4.158458	Polylobed
6.071197	8.385926	4.1457386	Polylobed
5.030927	5.609636	5.911827	Polylobed
5.1428866	5.4762516	6.2203355	Polylobed
5.135327	5.471831	5.8490906	Polylobed
5.1637764	5.4571	6.126448	Polylobed
4.5558224	5.7380195	4.4515066	Binuclear
4.4601274	5.809149	4.615654	Binuclear
4.447989	5.834065	4.6652164	Binuclear
4.6458597	5.6122465	4.7487264	Polylobed
3.1562443	9.863533	3.7458062	Binuclear
3.2091455	9.836884	3.692819	Binuclear
4.347541	5.1782365	5.3271275	Polylobed
4.425197	6.17438	5.4622993	Polylobed
4.165478	9.208446	4.576496	Polylobed
4.1687856	9.163581	4.6020465	Polylobed
4.617505	6.3907228	5.549579	Polylobed
4.4302597	5.2115946	5.3195753	Polylobed
4.3005166	5.1317177	5.414485	Polylobed
4.6493874	5.8345294	5.5035324	Polylobed
4.004631	5.0035796	5.4471073	Polylobed
4.078848	8.917436	4.580806	Polylobed
4.3428583	5.17096	5.3890977	Polylobed
4.104313	8.885449	4.541659	Polylobed
4.207352	9.173296	4.5284996	Polylobed
2.2808077	6.3405156	4.7937684	Polylobed
2.189626	6.3766103	4.7788296	Polylobed
2.1929185	6.382906	4.7885885	Polylobed
2.1643066	6.4378834	4.801452	Polylobed
2.0004208	6.1803913	4.9169426	Polylobed
1.997448	6.04447	4.892959	Polylobed
2.552777	9.264688	3.8878627	Polylobed
2.4726152	9.197752	4.0447016	Polylobed
2.7629843	8.336625	4.0193667	Polylobed
2.0128915	5.9819074	4.929723	Polylobed
2.6212387	9.194192	3.839549	Polylobed
2.695509	8.505577	3.9183877	Polylobed
2.7109702	8.401995	4.0230947	Polylobed
2.5940754	8.917635	3.699242	Polylobed
2.4959393	9.001929	3.793725	Polylobed
2.4843247	8.976646	3.7458758	Polylobed
2.5296154	9.119493	3.7510417	Polylobed
2.8715477	9.630567	3.553159	Polylobed
2.9644337	9.666988	3.4874194	Polylobed
2.8980494	9.619133	3.4851701	Polylobed
2.9850748	9.582097	3.4982016	Polylobed
1.8703549	5.641197	5.022611	Polylobed
1.8554581	5.6240296	5.0107803	Polylobed
1.3369886	5.4068437	4.903187	Polylobed
1.9320023	5.5975037	4.986815	Polylobed
2.8711786	9.765967	3.6546438	Polylobed
2.8356779	9.725486	3.6133769	Polylobed
1.4036943	5.4526463	4.8878326	Polylobed
1.7855475	6.361696	5.057563	Polylobed
2.8899815	9.737763	3.6117873	Polylobed
1.870494	5.667859	5.0006733	Polylobed
2.8148983	9.704997	3.616595	Polylobed
2.797016	9.666016	3.567421	Polylobed
1.3939983	5.446358	4.8948517	Polylobed
1.829585	6.263187	5.031532	Polylobed
1.436477	5.447619	4.912729	Polylobed
1.716914	5.7102737	4.9591556	Polylobed
1.657554	5.5800133	4.9806857	Polylobed
1.8030031	5.622294	5.011138	Polylobed
3.1293318	7.772002	3.8520958	Polylobed
3.0183363	7.8320622	3.8666077	Polylobed
2.9351552	8.065329	3.8266218	Polylobed
2.9729815	7.714496	3.7984686	Polylobed
1.3330613	5.4063845	4.886408	Polylobed
1.345561	5.406823	4.8921447	Polylobed
1.3581623	5.418079	4.8773055	Polylobed
1.3807148	5.4211597	4.8915324	Polylobed
1.3577693	5.41114	4.8893776	Polylobed
3.1777184	6.412151	4.598175	Binuclear
3.0126245	6.3501334	4.430932	Binuclear
1.3715107	5.4149976	4.8987207	Polylobed
3.9551027	6.441655	4.8954034	Polylobed
2.9573646	6.250226	4.223993	Polylobed
3.0098758	6.3678064	4.3246703	Polylobed
3.158538	6.449945	4.043079	Polylobed
