UMAP1	UMAP2	UMAP3	Mitocheck_Phenotypic_Class
3.174321	5.2411733	5.257598	Polylobed
3.1291893	5.2533364	5.270709	Polylobed
3.1425362	5.314687	5.186899	Polylobed
3.1970146	8.013521	4.408279	Polylobed
3.195731	8.013858	4.444902	Polylobed
3.2238839	8.002129	4.3647847	Polylobed
3.2926264	7.575454	4.3436837	Polylobed
2.1406715	5.702027	4.9383216	Polylobed
2.1788802	5.694768	4.8895273	Polylobed
2.1516032	5.6882715	4.8886533	Polylobed
3.8487334	7.36464	3.2865744	Binuclear
3.055903	8.611479	3.576013	Binuclear
3.5418954	6.76014	4.1456294	Binuclear
4.0172224	5.8250613	3.0846953	Binuclear
3.0602698	7.0055456	4.253115	Binuclear
3.3777144	6.969167	4.181782	Binuclear
3.167472	7.311642	4.294799	Polylobed
3.2509701	7.007202	4.2805285	Polylobed
3.3502848	6.2299557	3.7845762	Polylobed
3.4602067	5.2720904	4.0405536	Binuclear
3.8595166	5.374956	3.7905343	Polylobed
2.3426607	5.9039116	4.7218065	Binuclear
2.377669	5.7008033	4.6810603	Binuclear
2.507645	5.307432	5.213068	Binuclear
3.645288	6.6150503	3.0926073	Binuclear
2.829834	8.050767	3.7582564	Binuclear
2.5266562	5.322523	5.210257	Binuclear
2.4735515	5.355155	5.212389	Binuclear
3.4674954	6.831446	3.1549017	Binuclear
2.8883145	8.239386	3.7784703	Binuclear
2.4819431	5.383679	5.185397	Binuclear
5.162431	7.2866197	4.7557116	Grape
5.1309347	7.3396344	4.6652966	Grape
4.7619123	8.969064	3.7861407	Grape
5.516621	6.363979	5.7714295	Grape
5.0733457	7.5530043	4.483149	Grape
5.426408	7.3170056	5.3234878	Grape
5.5681486	7.150648	5.32659	Grape
5.4516783	7.2021046	5.3562226	Grape
4.554539	8.981056	3.8108587	Grape
5.529974	6.883714	5.3719835	Grape
4.905154	6.262367	5.4926643	Grape
5.6260595	6.939264	5.3139725	Grape
4.898697	6.5818076	4.084599	Grape
5.2450733	5.989716	5.588208	Grape
5.626611	5.256318	6.2892866	Grape
5.7804017	6.5116057	5.2756457	Grape
5.3298926	5.9667563	5.6137257	Grape
5.500864	6.4078774	5.7073507	Grape
5.383918	5.7726083	5.715766	Grape
5.4102106	5.839567	5.728002	Grape
5.5117736	6.3378115	5.7829046	Grape
3.9790173	6.3487396	4.8942018	Grape
4.2172084	6.7840114	4.846136	Grape
5.773903	8.028554	3.9165099	Prometaphase
5.4795003	6.9591002	5.344996	Grape
5.728877	6.989181	5.2773547	Grape
5.667188	6.9697385	5.3001184	Grape
5.7880735	7.0047293	5.1386433	Grape
5.6733937	6.9691114	5.28731	Grape
5.2648115	6.6944804	4.423559	Grape
6.5476913	6.9538264	4.36102	Prometaphase
5.128792	7.7397084	4.880111	Grape
6.6709228	7.095732	4.2283273	Apoptosis
4.4676356	6.870731	5.1455073	Grape
4.5427155	6.2102547	4.6105995	Grape
4.3347917	6.7191334	5.0954843	Grape
4.4470396	6.4181905	4.6643977	Grape
4.573027	6.418009	4.5852847	Grape
5.9423814	6.9414673	5.1802306	Grape
6.0007052	7.057287	5.1820283	Grape
7.733007	6.797286	4.10128	Prometaphase
7.894977	6.266594	3.8114378	Apoptosis
8.416685	6.41823	3.7193365	Apoptosis
5.4303527	7.0878386	4.9880996	Grape
7.9780574	6.371398	3.783527	Apoptosis
4.920149	5.5092163	6.1920366	Grape
4.6334033	5.359045	6.4242024	Grape
5.9423504	5.1599956	6.480917	Apoptosis
4.955379	5.53107	6.2650323	Grape
4.6014867	5.3533206	6.3815236	Grape
5.2096243	5.7916007	6.0413165	Grape
4.6633205	5.3588896	6.4355474	Grape
5.3070836	5.7920985	5.8864064	Grape
5.942621	7.096928	5.2294035	Grape
5.9838796	5.147577	6.4941435	Apoptosis
4.6230264	5.36641	6.4137087	Grape
4.9228106	5.7044926	6.1636915	Grape
4.6372867	5.3789697	6.4245553	Grape
5.896597	7.074219	5.219488	Grape
5.94972	7.0807157	5.226303	Grape
4.606081	5.4849057	6.321879	Grape
4.5898542	5.39169	6.4148154	Grape
5.951296	7.1003146	5.2111654	Grape
4.606045	5.3885593	6.437645	Grape
5.096143	5.341741	5.931322	Grape
7.8204074	6.7803235	3.90275	Prometaphase
4.5829	5.3802457	6.423832	Grape
5.9621143	5.1499553	6.4984026	Grape
6.028339	7.041004	5.1392856	Grape
4.5437436	5.4147925	6.3852525	Grape
7.3152556	7.008916	4.1245356	Prometaphase
5.883581	5.2030373	6.4624934	Grape
4.6249604	5.44306	6.379277	Grape
4.596677	5.438741	6.3863435	Grape
6.244976	6.976441	4.9961724	Grape
5.963872	5.161272	6.5044208	Grape
5.9471064	5.1618466	6.483772	Grape
4.204144	4.863908	5.537639	Grape
4.28276	4.88372	5.53547	Grape
4.198899	4.860123	5.5429153	Grape
4.2479844	4.848786	5.557035	Grape
4.200304	4.8564363	5.5388927	Grape
4.1710224	4.874633	5.5170207	Grape
4.1800528	4.8760467	5.5229316	Grape
4.3007236	4.8862753	5.543674	Grape
5.066304	6.2828255	5.013024	Grape
5.497618	6.558083	5.1354585	Grape
5.112486	6.378453	5.0097933	Grape
4.962804	6.4796414	4.85112	Grape
4.736073	6.130989	5.4000797	Grape
7.0741434	6.839298	3.001802	Apoptosis
5.472879	6.3279276	3.9579723	Grape
4.804689	6.0581517	5.4778376	Grape
4.9697056	6.2410283	5.5346136	Grape
5.1992955	6.385805	5.4967847	Grape
5.299811	7.1203456	5.2860117	Grape
5.321152	7.198209	5.2287774	Grape
5.3273315	7.08088	5.2966075	Grape
5.3291397	7.085727	5.263474	Grape
5.254773	7.1581626	5.2084703	Grape
5.300106	7.2159796	5.1827273	Grape
5.5314584	7.344872	4.937364	Grape
5.48392	7.3659205	4.9894753	Grape
5.438842	6.187551	5.5332994	Grape
5.170819	6.349607	5.59126	Grape
5.169562	6.345272	5.570865	Grape
5.2408996	6.454572	5.6368394	Grape
5.325772	6.4219217	5.7017517	Grape
5.2357078	6.4277773	5.618105	Grape
5.2354584	6.580626	5.61232	Grape
5.06695	6.959494	5.63746	Grape
5.7525573	7.046047	5.3036056	Grape
5.778111	7.0670357	5.264454	Grape
4.680351	7.1999063	5.588427	Grape
4.847566	7.237544	5.679493	Grape
5.4410563	6.788722	5.670665	Grape
5.7687545	7.089321	5.285154	Grape
4.3686333	7.703314	5.0422525	Grape
4.7549925	7.2588434	5.676217	Grape
4.7164187	7.7397165	5.233054	Grape
4.747104	7.246739	5.6863327	Grape
4.324926	7.6646466	5.0523033	Grape
4.57569	7.5888486	5.290739	Grape
4.3268623	7.6000533	5.0504284	Grape
5.654441	6.596681	5.5677094	Grape
5.5533385	6.4859757	6.0361357	Grape
5.5767236	6.5041842	6.028581	Grape
5.556778	6.570004	6.0150313	Grape
5.653283	6.7142954	5.6068735	Grape
5.511202	6.706331	5.647876	Grape
5.5477653	6.5616446	6.013234	Grape
5.5648856	6.464932	6.0272813	Grape
5.5336785	6.5334816	6.03804	Grape
5.246131	7.091803	5.5660286	Grape
4.9554605	7.696202	5.117424	Grape
4.291829	7.6865673	5.399025	Grape
4.330862	7.5730753	5.367503	Grape
4.293196	7.640476	5.391778	Grape
4.276496	7.6904626	5.3938875	Grape
4.2782545	7.7154517	5.389715	Grape
5.604542	6.9687977	5.498877	Grape
5.121675	7.603483	5.384357	Grape
5.557989	7.235907	5.410824	Grape
4.8408146	6.37612	5.5301685	Grape
4.334516	7.415345	5.319945	Grape
5.6583304	7.024281	5.430559	Grape
4.4271216	7.48918	5.3908124	Grape
4.830811	6.197626	5.4581623	Grape
5.2080493	6.663801	5.987155	Grape
4.7976637	6.215567	5.315984	Grape
4.825584	6.336956	5.513231	Grape
5.3480687	6.6764154	5.9811754	Grape
5.358475	6.700272	5.931792	Grape
5.359852	6.7213755	5.9615245	Grape
5.3258667	6.7776637	5.9496913	Grape
5.3380923	6.320745	5.569245	Grape
5.4126897	6.9201603	5.7766943	Grape
5.321149	5.7684836	6.091228	Grape
5.3034706	6.8466544	5.855195	Grape
4.9917054	5.4582105	6.2873554	Grape
5.2811136	5.4822154	6.2271557	Grape
5.361857	5.339024	6.291409	Grape
5.137058	5.3940024	6.3561845	Grape
5.0056868	5.367193	6.424852	Grape
5.147629	5.451792	6.335252	Grape
5.0942864	5.4400654	6.3313947	Grape
5.7356215	6.513822	5.046907	Grape
3.8927197	8.739551	5.2019353	Grape
3.8852031	8.705043	5.2255087	Grape
4.2218256	5.9119725	5.2110934	Grape
3.9315019	8.744933	5.1950345	Grape
5.61134	6.3949337	5.147254	Grape
3.9061394	8.739762	5.1758394	Grape
4.2200446	6.0529504	5.249016	Grape
3.9149625	8.673948	5.184658	Grape
3.9629285	8.709546	5.1889143	Grape
3.8651392	8.602477	5.124292	Grape
5.516685	6.187471	5.2028637	Grape
4.0271297	8.729489	5.1402507	Grape
5.52842	6.4086795	5.039525	Grape
5.550188	6.4581547	5.034758	Polylobed
5.4731503	6.472635	4.8356085	Polylobed
4.7346606	6.002071	6.1284585	Grape
4.630596	6.0243993	6.1725736	Grape
4.5877614	5.996302	6.1029544	Grape
4.7023335	6.0508556	6.1215897	Grape
4.7205515	6.09052	6.1174335	Grape
4.681684	6.048165	6.12072	Grape
7.8193655	6.8419943	4.124294	Prometaphase
7.547916	6.7282534	3.8739595	Prometaphase
8.53548	6.396453	3.9013362	Prometaphase
7.7937403	6.9516916	4.157885	Prometaphase
7.7650247	6.826992	4.0536733	Prometaphase
7.5596356	6.514436	3.9430342	Prometaphase
7.3015084	6.4802895	4.050475	Prometaphase
8.711447	5.779143	3.7264981	Prometaphase
9.0399065	6.0450077	3.9092836	Prometaphase
9.140559	5.9374413	3.7070289	Prometaphase
9.0812435	5.9544315	3.7786438	Prometaphase
8.485582	6.4386578	4.056366	Prometaphase
7.5597935	6.576633	4.08633	Prometaphase
8.27823	6.325505	3.96363	Prometaphase
8.301424	5.9361706	2.488426	MetaphaseAlignment
7.7093935	5.7705474	3.0933046	Artefact
7.6851935	5.7630515	3.0360727	Artefact
7.774431	5.8192625	2.9532976	Artefact
8.195122	5.8262877	3.4779758	MetaphaseAlignment
7.8681974	6.3982487	3.692875	Prometaphase
8.056526	5.810812	2.8312204	MetaphaseAlignment
7.3099785	6.4393215	4.01212	Prometaphase
7.756082	6.4898844	2.9283867	MetaphaseAlignment
8.208446	6.5303774	3.7931511	Prometaphase
7.7594533	6.876991	4.123617	Prometaphase
8.140172	6.576613	3.6720982	Prometaphase
5.3849683	7.650604	4.4135065	Prometaphase
8.345977	6.2868853	2.828032	MetaphaseAlignment
8.328118	6.5423036	3.8025992	Prometaphase
7.4556723	6.6864567	4.2650895	Prometaphase
8.616251	6.005965	2.2472575	MetaphaseAlignment
8.739745	6.134109	3.7541966	Prometaphase
8.492068	6.47834	3.8990066	Prometaphase
8.425968	6.5138984	3.905391	Prometaphase
7.309124	7.28805	4.053595	MetaphaseAlignment
7.8963394	6.850307	3.993448	MetaphaseAlignment
8.47227	6.1700983	3.7589161	Prometaphase
8.39837	5.9972157	3.333696	MetaphaseAlignment
7.4101176	6.532666	3.6212935	Prometaphase
8.361806	6.049035	3.3280416	MetaphaseAlignment
9.076228	5.954845	3.6609106	MetaphaseAlignment
8.304292	6.6309476	4.0192027	Prometaphase
8.508543	6.5050716	3.9920688	Prometaphase
9.119733	5.930342	3.687101	Prometaphase
5.6254063	7.783068	4.4457088	Prometaphase
6.9895124	7.3259206	4.2067156	Prometaphase
8.124518	6.2535324	4.0166545	Prometaphase
7.3212285	6.565199	4.072848	Prometaphase
4.701028	6.974111	5.723469	Grape
4.7354784	6.9348254	5.624739	Grape
4.282186	5.9938765	5.6278625	Grape
4.7242794	6.913625	5.6906085	Grape
4.7572	6.8384337	5.465195	Grape
4.773887	6.6236887	5.8636045	Grape
5.5934534	5.3958077	4.9617486	Grape
4.935041	6.8945675	5.2741313	Polylobed
4.4935255	6.998691	5.096464	Polylobed
5.487982	5.3710694	4.9909987	Grape
4.745988	6.4806314	5.566217	Grape
4.8207736	6.9704742	5.449043	Polylobed
5.5113044	5.40563	5.0115433	Grape
4.7822833	6.5168443	5.544106	Grape
4.169658	6.7787843	4.982295	Polylobed
5.407858	5.313788	4.963708	Grape
4.087233	6.5455537	4.8872395	Polylobed
4.7430468	6.4323244	5.5487103	Grape
7.94157	5.9652286	3.8833382	Grape
4.5692058	6.130232	5.645403	Grape
4.8149204	6.340299	5.7735724	Grape
4.705025	6.317238	5.6311393	Grape
4.862702	6.3405876	5.7578487	Grape
4.930727	6.3466945	5.7521577	Grape
4.9549475	5.987516	6.008343	Grape
5.167284	6.5803237	5.6754074	Grape
5.1904655	6.102519	5.974821	Grape
5.2704496	5.6804824	6.1669846	Grape
5.30736	5.546648	5.870242	Grape
5.326424	5.339804	6.35368	Grape
5.2255282	5.41977	5.89243	Grape
5.214655	5.3971486	6.017116	Grape
5.121703	5.478791	6.299605	Grape
5.1219583	5.3403845	6.3988237	Grape
4.954861	5.40215	6.405094	Grape
5.0856223	5.3931227	6.382147	Grape
4.9778194	5.4496856	6.390957	Grape
5.018341	5.4152226	6.3497376	Grape
4.957585	5.4509416	6.3560743	Grape
4.894224	5.8208203	5.4873943	Grape
4.788046	5.947549	5.557859	Grape
4.7715025	5.9121714	5.544645	Grape
4.9990735	5.509975	6.296083	Grape
4.76135	5.9785247	5.5350986	Grape
5.539921	5.3872085	6.345343	Grape
5.548317	5.3872285	6.345978	Grape
5.489214	5.426043	6.359877	Grape
5.542698	5.465491	6.2883368	Grape
5.2890244	5.9959493	4.696311	Grape
5.5898194	5.3376894	6.3673067	Grape
5.6000576	5.312823	6.3520007	Grape
5.262611	5.3698497	5.8482184	Grape
8.311519	6.2462273	3.1054711	Apoptosis
5.2571883	5.3717256	5.814893	Grape
3.8182075	8.658165	5.266634	Grape
3.829509	8.749477	5.28381	Grape
3.795848	8.755057	5.277985	Grape
3.7884007	8.753429	5.2830267	Grape
3.8202865	8.721801	5.1511936	Grape
8.295079	5.7422223	3.5650258	Apoptosis
3.8253026	8.746411	5.2639832	Grape
3.7910051	8.720539	5.093376	Grape
3.7826266	8.769773	5.149979	Grape
4.932283	5.3613234	5.3522625	Grape
3.916647	8.638335	5.057086	Grape
3.7787886	8.755113	5.092831	Grape
4.842789	5.304612	5.3264976	Grape
4.8990054	5.3610234	5.3840165	Grape
5.0747027	5.3432	5.490537	Grape
4.9857383	5.354191	5.5101476	Grape
4.77712	5.2624774	5.4501934	Grape
4.8101907	5.358976	5.40337	Grape
8.0507145	6.188007	3.780581	Apoptosis
4.327551	7.0868673	5.8054147	Grape
4.299099	7.127273	5.7801495	Grape
4.315353	7.098755	5.8019466	Grape
4.251504	7.159965	5.778967	Grape
4.289532	7.1259685	5.770739	Grape
5.299289	5.7877064	5.886598	Grape
4.2694764	7.1660748	5.7245097	Grape
5.3335342	5.713405	5.9260807	Grape
5.3638673	5.644779	5.9046516	Grape
5.512643	5.4800825	6.1933255	Grape
5.4054995	5.5040197	6.1628504	Grape
4.8884397	6.0075836	5.941785	Grape
4.927877	6.0525093	5.909682	Grape
4.9266357	6.0272064	5.9320254	Grape
5.006285	5.8017964	5.823222	Grape
4.8767033	6.062485	5.968526	Grape
4.988042	5.9495387	5.8753595	Grape
5.0076346	5.8137836	5.86248	Grape
5.037914	5.782873	5.872415	Grape
5.1433263	5.4902644	5.639136	Grape
4.9560556	6.0073633	5.851454	Grape
4.9305205	5.9064255	5.85149	Grape
5.0882754	5.604124	5.6432185	Grape
5.041921	5.646362	5.66627	Grape
4.0461626	4.9979706	5.443432	Polylobed
4.8932343	5.1240993	6.5502152	Polylobed
4.05009	5.061475	5.4157505	Polylobed
3.961283	5.037588	5.454572	Polylobed
4.8153706	5.136261	6.4334927	Polylobed
5.213597	7.450287	5.5114126	Grape
5.2416286	7.422001	5.538453	Grape
4.641542	7.3304315	5.3156195	Grape
5.277844	7.3357286	5.4936795	Grape
5.08501	7.5484133	5.443895	Grape
5.195093	7.439044	5.533469	Grape
5.6748643	6.6522236	5.5472302	Grape
4.1510024	7.2869477	4.8281484	Grape
5.799655	6.725188	5.4760036	Grape
5.6227884	6.6524744	5.6101766	Grape
4.106425	7.2231045	4.8221436	Grape
5.5117507	7.172526	5.467739	Grape
4.8629217	6.364321	4.453231	Grape
5.442818	6.8421025	5.6198487	Grape
5.054336	5.97269	4.264448	Grape
5.4768834	6.8600464	5.5688972	Grape
4.90353	6.2465334	4.4800105	Grape
4.5248427	7.5925426	5.233626	Grape
5.1454296	6.838261	5.6493464	Grape
5.4180665	5.898725	5.694057	Grape
5.6026444	6.167272	5.729449	Grape
4.818835	6.180318	5.2812676	Grape
4.915862	6.172935	5.3917255	Grape
5.4115434	6.4378405	5.7530127	Grape
4.885074	7.0765243	5.681602	Grape
4.742056	6.2057157	5.131875	Grape
5.386292	6.5911846	5.806344	Grape
5.3211246	6.842966	5.73835	Grape
5.578957	6.3841324	5.6126676	Grape
5.3702292	6.829494	5.7212424	Grape
5.399021	6.767662	5.723657	Grape
5.5543747	6.3984337	5.665129	Grape
5.382148	6.9265385	5.7036624	Grape
5.408478	6.9856296	5.650503	Grape
5.310158	5.949771	5.9509025	Grape
5.2813044	5.802135	6.1276574	Grape
5.339183	6.991219	5.623421	Grape
4.0543675	6.0790544	5.365855	Grape
5.3463106	5.360406	6.331311	Grape
5.267798	5.3729925	6.267297	Grape
4.1950345	6.2866726	5.452628	Grape
5.3535247	5.392917	6.2850995	Grape
5.2937684	5.3514123	6.342276	Grape
4.373639	5.415867	6.4234505	Grape
5.3258176	5.56336	6.225802	Grape
4.359615	5.399733	6.432809	Grape
5.144858	5.6494446	6.2110267	Grape
4.3567724	5.416733	6.422382	Grape
5.094091	5.7790294	6.176931	Grape
5.0493307	5.4141035	6.3751764	Grape
4.328381	5.401881	6.428654	Grape
5.065198	5.7896447	6.178065	Grape
5.1160054	5.678113	6.2544327	Grape
5.163331	5.495416	6.320815	Grape
6.4798903	6.511527	4.563122	Grape
6.3261294	6.65989	4.767865	Grape
8.37736	6.3113413	2.4540396	Apoptosis
8.388579	6.2535086	2.4219668	Apoptosis
4.9277267	5.5165424	5.3546243	Grape
4.9939847	5.401438	5.1174526	Grape
4.7640243	6.4474955	5.0839877	Grape
8.25316	6.2999234	3.0333877	Apoptosis
4.8163996	6.577471	5.0808506	Grape
8.051318	6.279918	3.0317404	Apoptosis
4.987765	5.945781	4.7779465	Grape
4.97953	6.0258856	4.7976217	Grape
7.7794266	6.514002	4.032092	Apoptosis
7.742442	6.655238	4.1501274	Apoptosis
4.936958	5.6518993	4.1784143	Grape
4.9664245	5.6028547	4.1713223	Grape
7.782552	6.6029587	4.0935726	Apoptosis
7.6786294	6.595956	4.127271	Apoptosis
4.992628	5.480905	4.0633516	Grape
5.074999	8.80131	4.1384206	Grape
5.1232295	8.78174	4.152039	Grape
5.093929	8.821883	4.072659	Grape
4.895084	5.8802795	5.724831	Grape
4.805869	5.991891	5.7737775	Grape
4.8366446	5.919721	5.6806054	Grape
4.9241176	5.1485	6.7068458	Grape
4.758642	6.003984	6.011525	Grape
4.808617	5.972007	5.701072	Grape
4.94485	5.1706157	6.678277	Grape
4.6870246	5.960502	6.0923233	Grape
4.9434447	5.1636868	6.673951	Grape
4.6098943	5.905459	6.045544	Grape
4.5648937	5.974981	6.0578284	Grape
4.9390464	5.1514916	6.686582	Grape
4.970912	5.1471677	6.662564	Grape
4.542357	6.0375943	5.947337	Grape
4.6089864	6.063587	6.0677996	Grape
4.640644	6.0597177	6.080231	Grape
4.620471	6.047061	6.0344415	Grape
4.9746194	5.1667943	6.650821	Grape
4.93581	5.1260853	6.677681	Grape
4.987771	5.186682	6.604762	Grape
4.962032	5.174623	6.6350927	Grape
4.929304	5.197946	6.611409	Grape
5.083282	5.291489	6.0383472	Grape
5.499792	5.859001	5.6995378	Grape
5.393167	5.9065156	5.6073856	Grape
5.417953	5.8735147	5.643798	Grape
6.129069	7.664071	3.2866764	Interphase
6.241322	7.794779	3.1394994	Interphase
8.269271	6.234782	2.593211	Prometaphase
6.10572	7.9313965	3.034628	Interphase
6.088174	6.7473574	2.9144044	Interphase
6.3511395	6.683481	3.0109391	Interphase
5.192845	7.2418237	2.8728416	Interphase
4.720346	7.5215178	3.1561384	Interphase
7.393913	6.41445	3.2202432	Prometaphase
4.4240775	7.8113027	2.4341555	Interphase
6.620411	6.8024874	3.2326748	Interphase
5.412718	6.531982	1.76625	Interphase
6.2733064	7.6877084	3.773304	Interphase
6.6487727	7.219416	3.8435457	Interphase
5.6098714	6.791683	2.077031	Interphase
6.154458	7.6382604	4.0308924	MetaphaseAlignment
7.5384655	6.4316716	3.4299357	MetaphaseAlignment
7.8994794	6.8639784	4.0814075	Prometaphase
4.600319	7.0798497	2.1494052	Interphase
4.3470416	7.077689	2.1967373	Interphase
4.802247	7.1043887	2.3621109	Interphase
7.676781	6.6513667	3.7906206	MetaphaseAlignment
7.694876	6.541056	3.1790795	MetaphaseAlignment
2.2376356	5.7603526	4.398957	Polylobed
2.353778	5.7151165	4.4163985	Polylobed
2.367445	5.655774	4.5859923	Polylobed
4.0664053	6.4723477	4.182008	Polylobed
6.747343	6.3995643	3.0897052	MetaphaseAlignment
3.4692588	5.271267	5.232739	Polylobed
3.3488603	5.3571053	5.198196	Polylobed
4.129888	5.706023	4.023006	Binuclear
4.780284	5.5837483	5.0789585	Binuclear
3.5271485	5.2303	5.2632723	Polylobed
3.610937	5.3268566	5.1621814	Polylobed
4.4691625	5.6503687	4.0875072	Binuclear
3.4816313	5.27063	5.2436585	Polylobed
3.5118864	5.2504754	5.2500277	Polylobed
3.476777	5.3407106	5.2027645	Polylobed
3.4740772	5.302499	5.2315364	Polylobed
3.6789613	7.078894	3.8477263	Polylobed
3.541205	5.282879	3.2701116	Polylobed
3.5089252	5.284973	3.2453856	Polylobed
2.6648793	5.2804046	3.1621642	Polylobed
3.5925004	5.2802486	3.2930312	Polylobed
3.5150099	5.3144183	3.2865846	Polylobed
2.637672	5.358482	3.147941	Polylobed
2.590655	5.3124757	3.1037912	Polylobed
2.6888802	5.2829614	3.1865935	Polylobed
7.9301414	5.7744374	3.307455	MetaphaseAlignment
3.0064971	5.6983156	4.4720798	Polylobed
2.8515904	5.9008517	4.4732237	Polylobed
2.207623	7.0912323	5.0795593	Polylobed
5.216087	6.759767	3.5312574	Artefact
2.242978	7.240793	5.1285043	Polylobed
4.985135	6.305588	2.9462345	Artefact
5.0533123	6.378965	3.012421	Artefact
2.5617955	5.4965873	5.6672573	Polylobed
2.541114	5.516424	5.668546	Polylobed
2.5718384	5.485114	5.6718326	Polylobed
2.608832	5.49991	5.5943336	Polylobed
2.5665455	5.486559	5.67033	Polylobed
2.5735962	5.5069246	5.634584	Polylobed
2.567749	5.4836144	5.654988	Polylobed
2.5803976	5.4808874	5.6578984	Polylobed
5.599987	6.519996	3.554552	Polylobed
5.398405	6.5546775	3.3974042	Polylobed
2.9515688	6.5161676	3.5616548	Polylobed
2.9239187	6.399642	3.4299586	Polylobed
3.109026	5.9436474	4.616329	Polylobed
3.0568426	5.7656436	4.669277	Polylobed
2.9513118	5.7808957	4.5277534	Polylobed
2.9908278	5.7403936	4.441052	Polylobed
3.0019739	5.670986	4.6613116	Polylobed
2.6946306	5.7425857	5.129991	Polylobed
2.6854968	5.843239	5.0600023	Polylobed
2.7083738	5.826031	5.0096917	Polylobed
2.8126943	5.9398108	4.7845488	Polylobed
2.726044	5.8451834	4.969162	Polylobed
3.3880868	5.930967	4.837434	Polylobed
3.9663048	5.547969	3.8811312	Polylobed
3.971958	5.4790645	3.7555745	Polylobed
4.903581	5.5140734	5.329231	Polylobed
3.8846374	5.9477015	3.2135367	Binuclear
3.9071543	5.935404	3.2331598	Binuclear
3.8396199	5.9342127	3.222291	Binuclear
3.8938859	5.964513	3.2110543	Binuclear
4.6524234	5.800979	6.152864	Polylobed
4.9696236	5.30429	6.4577227	Polylobed
4.6361346	5.866177	6.149377	Polylobed
4.624045	5.8460445	6.1209593	Polylobed
2.0484297	7.3720627	4.761347	Polylobed
1.8865012	7.237576	4.8744135	Polylobed
1.9179485	7.1080747	4.847251	Polylobed
3.1474946	6.2636013	4.12118	Polylobed
3.6881356	6.1128163	4.291571	Polylobed
3.8478146	5.8816295	4.3847404	Polylobed
3.8420658	5.788398	4.3237424	Polylobed
3.7762067	9.382492	2.9949512	Interphase
3.6388953	5.216147	3.9160674	Polylobed
3.5952036	5.2650704	3.9009366	Polylobed
3.2862267	5.515823	3.7891805	Polylobed
2.6267912	5.9446807	3.060791	Polylobed
2.6218915	5.955934	2.9871912	Polylobed
2.601931	5.9665484	2.985885	Polylobed
2.5948884	5.9426303	2.9956865	Polylobed
2.632556	5.9561963	3.00161	Polylobed
6.2897224	7.626293	3.2447383	Artefact
6.3213053	6.868011	3.5435243	Artefact
6.191453	6.745983	3.4490983	Artefact
2.3247108	6.894175	4.9880505	Artefact
4.261004	6.492182	4.2253594	Artefact
2.8926437	5.905043	4.475512	Polylobed
2.993716	5.9386444	4.401525	Polylobed
4.6808553	7.294785	2.2392821	Binuclear
3.917319	9.038761	3.2128408	Binuclear
2.8475177	5.3789034	5.2350397	Binuclear
2.619193	5.3766994	5.2276077	Binuclear
3.669972	5.1926017	3.954858	Binuclear
3.635779	5.191367	3.9276137	Binuclear
1.6699005	7.2496758	5.0234838	Polylobed
1.6911685	7.2034483	5.056015	Polylobed
5.2977858	6.159559	3.900134	MetaphaseAlignment
1.6741518	7.2091002	5.019078	Polylobed
1.6537763	7.23835	5.03492	Polylobed
1.750212	7.118676	5.01609	Polylobed
1.6531868	7.137208	5.047442	Polylobed
2.8671803	5.8239217	4.6331897	Binuclear
1.6974378	7.1695814	5.012462	Polylobed
2.8412013	5.840141	4.594398	Binuclear
2.8286073	5.840188	4.570851	Polylobed
2.7877238	5.8775396	4.6038957	Polylobed
2.8279328	5.8311963	4.601072	Polylobed
5.660398	5.896437	5.5369115	Polylobed
2.8335135	5.876004	4.6417675	Polylobed
2.443153	5.9503145	5.179842	Polylobed
2.4364686	6.0172057	5.2702003	Polylobed
2.4699206	6.0611286	5.387977	Polylobed
2.515528	5.973658	5.4266953	Polylobed
2.4843545	6.010808	5.4082656	Polylobed
2.3280869	7.5628185	5.0715966	Polylobed
2.486753	6.1455407	5.418871	Polylobed
2.2626538	7.49903	5.0452437	Polylobed
2.31981	7.5772963	5.0787683	Polylobed
3.9274302	6.656241	4.4337263	Polylobed
2.265408	8.349282	4.353964	Polylobed
4.2916026	6.5659556	4.294166	Polylobed
2.3142018	8.218964	4.3901978	Polylobed
1.5239803	5.47687	4.9322586	Polylobed
1.999898	7.055265	4.774024	Polylobed
2.7592254	7.8426995	4.4245706	Polylobed
2.2933679	8.398173	4.2915835	Polylobed
2.3552327	8.761842	4.2380567	Polylobed
4.202616	6.2842193	4.4282722	Polylobed
2.3486266	8.305482	4.3469334	Polylobed
1.5676382	5.467103	4.9287596	Polylobed
3.0208545	5.8011208	4.87734	Polylobed
2.8026972	7.905884	4.396874	Polylobed
5.869868	6.9693227	4.2828197	Polylobed
2.3112667	8.388641	4.342974	Polylobed
3.2698123	5.846305	4.7917128	Polylobed
1.55675	5.492901	4.9317484	Polylobed
2.8092897	7.9049115	4.389815	Polylobed
2.8067393	7.9371715	4.330481	Polylobed
1.5697687	5.4832845	4.9300475	Polylobed
2.4367688	8.4925165	4.2706003	Polylobed
2.8322144	7.9381933	4.4049597	Polylobed
2.8714764	5.9168835	4.522174	Polylobed
2.8396864	5.9339533	4.454862	Polylobed
3.2917383	6.927785	4.354456	Polylobed
4.058801	6.5898733	4.3619685	Polylobed
4.337275	7.1160984	3.938523	Polylobed
2.3726606	6.7839246	4.2104526	Polylobed
