UMAP1	UMAP2	Mitocheck_Phenotypic_Class
3.8645003	4.2652955	Grape
8.190456	5.5481186	Apoptosis
4.563274	3.9947722	Grape
4.6094394	3.926569	Grape
7.5746837	4.6789784	Apoptosis
7.409362	4.595326	Apoptosis
4.398092	4.31498	Grape
4.4528112	4.346953	Grape
7.4612684	4.6329722	Apoptosis
7.4150615	4.663931	Apoptosis
4.454386	4.30052	Grape
4.728458	8.461339	Grape
4.78712	8.433149	Grape
4.7736454	8.426999	Grape
4.2844906	3.0452142	Grape
4.293764	3.0402803	Grape
4.228994	3.151313	Grape
4.0289125	1.7566286	Grape
4.2078223	2.7870326	Grape
4.328888	3.079312	Grape
4.036042	1.786739	Grape
4.0118933	2.6753376	Grape
4.0181284	1.7513115	Grape
3.963619	2.6445417	Grape
3.9047744	2.6798759	Grape
4.027804	1.7407479	Grape
4.0362225	1.7726741	Grape
3.9807856	2.7693043	Grape
3.9692388	2.749537	Grape
4.0262146	2.7024856	Grape
4.0299926	2.6764452	Grape
4.0527897	1.769724	Grape
4.0307775	1.7746264	Grape
4.08955	1.8755985	Grape
4.037672	1.7915454	Grape
4.0333104	1.858223	Grape
4.298438	2.4247954	Grape
4.8250327	2.878749	Grape
4.7477126	3.0671365	Grape
4.745991	2.972636	Grape
6.0644665	6.8681464	Interphase
6.2470903	6.9578485	Interphase
8.651149	5.88116	Prometaphase
6.0695443	7.165336	Interphase
5.9617877	6.096204	Interphase
6.2418194	5.8978405	Interphase
5.029166	6.5423007	Interphase
4.4464507	7.0709496	Interphase
7.1750555	5.18578	Prometaphase
4.008955	7.221967	Interphase
6.451029	6.0214653	Interphase
5.2696857	6.234508	Interphase
5.6012526	7.073655	Interphase
6.880288	5.217497	Interphase
5.4222775	6.4687796	Interphase
5.3553376	7.2126646	MetaphaseAlignment
7.4112883	5.3949585	MetaphaseAlignment
7.505732	4.437004	Prometaphase
4.348354	6.553274	Interphase
4.1308117	6.7859097	Interphase
4.4668374	6.499263	Interphase
7.387092	4.891072	MetaphaseAlignment
7.6368303	5.523076	MetaphaseAlignment
1.5079592	4.759656	Polylobed
1.6179197	4.6509542	Polylobed
1.5697572	4.422447	Polylobed
3.3546364	5.388728	Polylobed
6.684104	5.6201315	MetaphaseAlignment
2.451967	3.5371783	Polylobed
2.4263928	3.5679142	Polylobed
3.3116844	4.7466373	Binuclear
4.060706	3.6674085	Binuclear
2.4887507	3.5035856	Polylobed
2.6182082	3.6846552	Polylobed
3.8984978	4.382459	Binuclear
2.4722807	3.5370064	Polylobed
2.477115	3.5501978	Polylobed
2.5138896	3.59846	Polylobed
2.4460266	3.5593472	Polylobed
2.8519015	6.2255697	Polylobed
3.9128344	4.5473046	Polylobed
3.9767783	4.5641456	Polylobed
0.9575129	4.887009	Polylobed
4.0545287	4.505062	Polylobed
3.8566065	4.5674677	Polylobed
0.9744642	4.8924217	Polylobed
0.86950505	4.889696	Polylobed
0.98161834	4.815392	Polylobed
8.335242	5.256297	MetaphaseAlignment
2.0722408	4.510359	Polylobed
1.9016708	4.595995	Polylobed
0.7029076	6.5084305	Polylobed
4.820893	5.939889	Artefact
0.72083944	6.8836775	Polylobed
4.8922157	5.6529694	Artefact
4.9207892	5.6826477	Artefact
1.6078589	3.368923	Polylobed
1.6198835	3.3967628	Polylobed
1.6398445	3.400144	Polylobed
1.6890414	3.4691522	Polylobed
1.6332129	3.390838	Polylobed
1.6537071	3.4379687	Polylobed
1.6511612	3.423217	Polylobed
1.6470503	3.3992722	Polylobed
4.9291596	5.599688	Polylobed
4.869437	5.588301	Polylobed
1.9779574	5.7918067	Polylobed
1.8210176	5.718697	Polylobed
2.1832201	4.5263815	Polylobed
2.2224534	4.345256	Polylobed
2.135827	4.442591	Polylobed
2.0982504	4.460037	Polylobed
2.1716459	4.223987	Polylobed
1.7605234	3.854556	Polylobed
1.774124	4.021656	Polylobed
1.7892495	4.02441	Polylobed
1.8860105	4.26759	Polylobed
1.8531517	4.124043	Polylobed
2.4132214	4.164016	Polylobed
3.195122	4.5290685	Polylobed
3.1699734	4.580944	Polylobed
4.1392007	3.1773417	Polylobed
3.3638532	5.2083254	Binuclear
3.4996982	5.283329	Binuclear
3.3841465	5.217438	Binuclear
3.4396515	5.2325625	Binuclear
4.075247	2.338762	Polylobed
4.1344995	1.9717337	Polylobed
4.1587415	2.3669279	Polylobed
4.1099787	2.3943503	Polylobed
0.8514562	6.629213	Polylobed
0.5928721	6.4659877	Polylobed
0.6082493	6.261476	Polylobed
2.3237314	5.196762	Polylobed
2.7464101	4.9217043	Polylobed
2.9146326	4.5867815	Polylobed
2.987763	4.620791	Polylobed
3.203564	9.141763	Interphase
2.9964132	4.367516	Polylobed
2.829245	4.4177904	Polylobed
2.4977593	4.737507	Polylobed
0.986952	5.57841	Polylobed
0.93669397	5.6292067	Polylobed
0.98721015	5.60824	Polylobed
0.9654643	5.6023064	Polylobed
0.9899138	5.5894666	Polylobed
6.3829446	6.877879	Artefact
6.530995	6.2764883	Artefact
6.3948445	6.0830994	Artefact
0.8461386	6.3106704	Artefact
3.4022136	5.25192	Artefact
2.0621424	4.4811945	Polylobed
2.1074505	4.526633	Polylobed
4.5827246	6.78162	Binuclear
3.2903407	8.764097	Binuclear
2.0359302	3.6858258	Binuclear
1.8062932	3.6873896	Binuclear
3.0124288	4.393805	Binuclear
2.9183562	4.395947	Binuclear
0.35354337	6.5457473	Polylobed
0.41648477	6.4294724	Polylobed
4.746399	4.9757695	MetaphaseAlignment
0.32840717	6.476787	Polylobed
0.37622535	6.5170507	Polylobed
0.39337626	6.4418387	Polylobed
0.33419028	6.4149394	Polylobed
1.9216089	4.4469914	Binuclear
0.3704649	6.4402976	Polylobed
1.9581012	4.4663806	Binuclear
1.9172549	4.4712048	Polylobed
1.9112393	4.445066	Polylobed
1.9736955	4.444289	Polylobed
4.9899173	2.8521209	Polylobed
1.9213811	4.476646	Polylobed
1.4432611	4.017546	Polylobed
1.5631434	3.9034662	Polylobed
1.5814487	3.8063736	Polylobed
1.6401186	3.733226	Polylobed
1.6026444	3.7239087	Polylobed
0.86470914	7.4012027	Polylobed
1.6023878	3.7735248	Polylobed
0.8621329	7.338846	Polylobed
0.87067205	7.420138	Polylobed
2.9506328	5.36752	Polylobed
1.2111032	7.760814	Polylobed
3.329256	5.264128	Polylobed
1.2314624	7.7125726	Polylobed
0.6559492	3.8759305	Polylobed
0.7005907	6.20184	Polylobed
1.750811	6.9487224	Polylobed
1.2849916	7.8239226	Polylobed
1.2953718	8.202838	Polylobed
3.2790017	5.024261	Polylobed
1.3193588	7.789621	Polylobed
0.70137507	3.8959162	Polylobed
2.1113672	4.2410955	Polylobed
1.7819356	7.0275397	Polylobed
6.053551	5.428429	Polylobed
1.2449981	7.8446245	Polylobed
2.310355	4.1482363	Polylobed
0.7105615	3.9078488	Polylobed
1.7689668	6.961663	Polylobed
1.8306352	7.0717254	Polylobed
0.7014866	3.892574	Polylobed
1.3728392	7.973279	Polylobed
1.779021	7.0498924	Polylobed
1.9808537	4.590725	Polylobed
1.9529895	4.5922866	Polylobed
2.3976996	5.9280715	Polylobed
3.097216	5.1702733	Polylobed
3.330915	6.0141816	Polylobed
0.9895072	6.044673	Polylobed
3.192132	5.301411	Polylobed
1.6365849	3.5075111	Polylobed
6.1031437	6.035744	Binuclear
1.1645874	5.6998587	Polylobed
1.6108745	3.5002663	Polylobed
5.6167145	5.686918	Binuclear
1.3670453	5.6776857	Polylobed
1.4617623	5.441077	Polylobed
1.623619	3.563344	Polylobed
1.7514565	3.7722995	Polylobed
6.1928253	6.454573	Binuclear
1.6561053	3.554471	Polylobed
3.0337105	5.866363	Polylobed
1.9197099	3.8774896	Polylobed
2.8591728	5.3459034	Polylobed
1.8597164	5.8617887	Polylobed
1.6539696	3.600828	Polylobed
1.712858	5.7937803	Polylobed
1.7800113	5.8518925	Polylobed
2.2129393	4.357425	Polylobed
2.1113098	4.2920375	Polylobed
4.8126736	5.0377727	Polylobed
2.1165788	4.308441	Polylobed
1.3145524	2.963295	Polylobed
1.3102957	2.9738653	Polylobed
1.3263268	2.9991982	Polylobed
1.3267851	2.9789283	Polylobed
1.313277	2.969996	Polylobed
1.3160232	2.97568	Polylobed
1.3320156	2.996973	Polylobed
1.9489455	4.4388876	Polylobed
1.8884361	4.7032266	Polylobed
1.9312682	4.408268	Polylobed
1.9030566	4.6935735	Polylobed
3.949583	6.4100866	Hole
8.661387	6.754222	Hole
4.623149	5.286523	Polylobed
4.3948436	4.809343	Polylobed
4.375028	4.7707505	Polylobed
7.3544993	6.019578	Hole
7.28205	6.4439816	SmallIrregular
7.2650685	5.898282	UndefinedCondensed
8.850147	6.370615	UndefinedCondensed
5.3405657	4.8183136	Polylobed
5.310534	4.803451	Polylobed
5.30141	4.7636714	Polylobed
5.317814	4.8128314	Polylobed
4.591369	5.94563	Elongated
4.5605726	5.98506	Elongated
7.0391197	6.4627404	Hole
3.2136662	4.6981354	Polylobed
5.127683	5.707271	Polylobed
4.978263	5.7142158	Polylobed
5.074086	5.7442694	Polylobed
6.4106975	6.348066	SmallIrregular
4.308387	5.3670235	Polylobed
4.313475	5.25699	Polylobed
8.100229	7.318536	UndefinedCondensed
4.344586	5.3035765	Polylobed
8.530013	7.120507	SmallIrregular
7.4085064	5.980641	Hole
5.311038	4.765662	Polylobed
2.3857067	5.9312105	Polylobed
5.30335	4.777768	Polylobed
5.3252473	4.7735724	Polylobed
2.9435518	5.859611	Polylobed
5.331514	4.7938027	Polylobed
5.3147507	4.8295016	Polylobed
5.288664	4.8055444	Polylobed
7.7031794	7.3936753	Hole
7.0397906	8.153277	SmallIrregular
4.630545	5.9547625	Elongated
4.587941	5.978824	Elongated
3.217609	4.656864	Large
6.272958	6.589019	SmallIrregular
4.7760205	6.023275	Polylobed
4.8054614	6.1246843	Polylobed
4.7185016	6.10477	Polylobed
5.1207924	4.9422336	Polylobed
2.2361536	6.175113	Polylobed
2.2342896	6.245451	Polylobed
2.1538599	6.26727	Polylobed
8.081245	7.5552607	SmallIrregular
4.0637655	4.237097	Polylobed
3.993628	3.65503	Polylobed
7.4453874	5.744152	Folded
7.4668465	5.7028236	Hole
4.839859	6.3123198	Hole
4.5129	5.840173	Hole
6.6375217	7.9043436	SmallIrregular
4.840767	5.6334743	Folded
7.0643697	5.8028307	Hole
3.9870348	6.136028	Folded
4.234745	5.611277	Folded
4.261317	5.5854936	Folded
7.0570364	6.300441	UndefinedCondensed
4.302467	5.630256	Folded
7.7410264	7.6828914	UndefinedCondensed
2.6575556	4.602594	Polylobed
2.6506007	4.773895	Polylobed
2.778971	4.6443243	Polylobed
2.7785404	4.689135	Polylobed
3.422358	4.153632	Polylobed
3.4732378	4.208905	Polylobed
8.3095255	7.3859625	UndefinedCondensed
3.5301316	4.2564397	Polylobed
7.269248	5.779671	Artefact
7.239815	5.7963076	Artefact
6.0642548	5.7250853	Elongated
8.844251	6.345317	UndefinedCondensed
6.4512324	6.0342517	UndefinedCondensed
8.659367	6.596661	Hole
3.8409991	6.1879654	Hole
4.39915	5.8576784	Elongated
8.198925	7.4545608	SmallIrregular
8.219362	7.431948	SmallIrregular
5.117184	5.731912	Polylobed
8.153454	7.514295	SmallIrregular
5.033661	5.716876	Polylobed
5.0319843	5.7996144	Polylobed
8.809145	6.4571376	UndefinedCondensed
8.566445	7.0519795	Hole
7.5230784	6.3410654	UndefinedCondensed
5.261045	4.7302113	Polylobed
3.460098	5.416473	Polylobed
5.397029	5.5224156	UndefinedCondensed
5.1273284	5.5348654	UndefinedCondensed
5.2681384	4.812591	Polylobed
5.2916903	4.8051257	Polylobed
2.4379587	5.689409	Polylobed
3.2627897	5.8511033	Polylobed
4.6201925	5.9581523	Elongated
3.173219	4.6761575	Large
6.063392	6.435281	Polylobed
5.999982	6.472242	Polylobed
2.3548875	6.248891	Polylobed
6.3434706	8.797472	SmallIrregular
2.190487	6.2525144	Polylobed
2.2297344	6.317567	Polylobed
2.219442	6.2518573	Polylobed
8.394853	5.2368636	MetaphaseAlignment
4.0118985	6.021489	Binuclear
3.7506983	6.3289804	Binuclear
3.884639	4.6761594	Binuclear
3.7089725	4.750013	Binuclear
3.5028949	6.1186113	Binuclear
3.6946876	6.182108	Binuclear
3.7020266	4.9074154	Binuclear
4.3313375	5.576185	Binuclear
2.9243755	4.5151486	Artefact
3.2265065	6.58771	Binuclear
3.0329573	4.219334	Artefact
2.9635313	4.580441	Artefact
3.0112338	6.5544333	Binuclear
3.1272094	6.512045	Binuclear
5.889528	6.6138163	Binuclear
5.8768425	6.386009	Binuclear
1.7732184	7.2160974	Binuclear
2.0369427	6.2814693	Binuclear
2.9797053	4.1516657	Polylobed
2.9204125	4.1125383	Polylobed
2.701623	4.2345295	Polylobed
2.7523918	4.283174	Polylobed
2.9826362	4.0661445	Polylobed
2.7648978	4.2134438	Polylobed
4.16161	3.5467725	Polylobed
4.126434	3.597457	Polylobed
4.061195	3.7396984	Polylobed
4.2046194	3.8027914	Polylobed
2.9391856	6.8950906	Polylobed
2.9879358	6.748459	Polylobed
2.9405255	6.7988358	Polylobed
2.9853015	6.842374	Polylobed
3.060205	4.190968	Polylobed
2.6058836	3.9261453	Polylobed
3.0207055	4.156711	Polylobed
2.6965387	3.9751563	Polylobed
3.1457376	4.2298765	Polylobed
2.6179523	3.9028587	Polylobed
2.2801921	3.6784854	Polylobed
3.6222982	4.9757485	Polylobed
3.6002584	5.068237	Polylobed
2.0492446	3.9942033	Polylobed
1.9766381	4.0689673	Polylobed
3.0299535	4.3336453	Polylobed
2.1704853	4.0089874	Binuclear
2.8381147	4.4336057	Polylobed
2.0870697	4.1533527	Binuclear
2.9416423	4.392269	Polylobed
2.1371903	3.899592	Binuclear
2.0935848	4.0367584	Binuclear
3.3956125	4.65871	Polylobed
2.9240744	4.442074	Polylobed
2.8997247	4.1020236	Polylobed
2.1906247	3.9148457	Binuclear
3.2426255	4.290776	Binuclear
3.269174	4.3946095	Binuclear
3.373233	4.440163	Polylobed
3.4014182	4.4754486	Polylobed
4.0900655	3.5080085	Polylobed
3.3143167	4.624137	Polylobed
3.2878294	3.9011176	Polylobed
2.883263	4.304329	Polylobed
3.0644324	4.368629	Polylobed
3.4268644	3.365726	Polylobed
3.5755575	3.4860454	Polylobed
3.5667083	3.7757642	Polylobed
2.9875295	4.3417954	Polylobed
2.7952795	5.556379	Polylobed
2.7240133	4.5478973	Polylobed
6.466845	5.987308	Artefact
2.7801378	4.514256	Polylobed
6.4653788	5.915211	Artefact
2.7640917	4.442291	Polylobed
2.6430573	4.5309806	Polylobed
6.786877	6.1859107	Artefact
3.0739908	4.2598267	Polylobed
3.0415213	4.266774	Polylobed
3.0647304	4.2898283	Polylobed
3.612418	5.0986876	Polylobed
3.69531	5.1966476	Polylobed
1.9597288	4.075534	Polylobed
1.9194412	3.990437	Polylobed
1.9741144	4.149781	Polylobed
3.0354526	5.5682087	Polylobed
2.499568	6.04957	Polylobed
2.6890342	5.74223	Polylobed
3.526381	5.039964	Binuclear
3.7284706	5.0564475	Binuclear
3.5199826	5.162506	Binuclear
2.316696	7.5348816	Binuclear
2.3024054	5.3962293	Binuclear
4.3959446	5.676923	Binuclear
2.1687174	5.480357	Binuclear
3.360652	5.0026503	Binuclear
3.630184	5.657907	Binuclear
3.3621519	5.2872458	Binuclear
3.1893945	5.2462354	Binuclear
3.9041197	5.4431405	Binuclear
2.3237243	6.1647305	Binuclear
3.5055723	5.1734605	Binuclear
2.986973	6.79769	Binuclear
3.7323704	6.655708	Binuclear
2.5614235	7.463634	Binuclear
2.9009438	5.718331	Binuclear
3.2384272	6.5837765	Binuclear
4.6030717	6.6974125	Binuclear
3.1035333	6.9866962	Binuclear
2.7999656	6.579948	Binuclear
3.0722668	6.7600036	Binuclear
2.767004	6.5541844	Binuclear
3.5014079	4.6083384	Binuclear
3.605402	4.7712874	Binuclear
5.7963147	5.864153	Binuclear
3.9966252	4.700204	Binuclear
6.2802615	5.849209	Binuclear
4.018571	4.673045	Binuclear
6.12506	5.787679	Binuclear
6.027328	5.7769585	Binuclear
2.5949352	4.011511	Binuclear
2.5408316	6.350958	Binuclear
2.8418894	4.3829794	Binuclear
1.6944597	6.619589	Binuclear
2.7590733	4.6852303	Binuclear
3.2064998	4.5416446	Polylobed
3.945744	6.0171304	Binuclear
3.4976306	5.7990413	Binuclear
2.3078253	5.655059	Polylobed
3.9940703	6.067415	Binuclear
3.443697	5.420504	Binuclear
2.8919735	7.029441	Binuclear
3.563638	4.845368	Polylobed
3.9453006	6.072378	Binuclear
2.9044158	7.0463953	Binuclear
3.9756465	6.034343	Binuclear
3.695983	4.399952	Binuclear
3.6499403	4.1508245	Binuclear
3.4521253	4.3305244	Binuclear
3.042291	6.843865	Binuclear
2.925035	6.956199	Binuclear
3.7431087	7.267657	Binuclear
4.3293824	7.5647125	Binuclear
2.9234614	5.1471715	Binuclear
3.2540736	6.0315604	Binuclear
3.5857773	5.0540566	Binuclear
3.6508033	4.78689	Binuclear
3.4993677	5.986053	Binuclear
3.2331967	5.976881	Binuclear
7.36385	5.15783	MetaphaseAlignment
2.3207643	7.4245024	Polylobed
2.241427	7.463161	Polylobed
2.3279707	7.5230517	Polylobed
2.2898488	7.487716	Polylobed
5.856888	7.4729686	MetaphaseAlignment
1.6655126	7.830274	Polylobed
1.6459702	7.7971344	Polylobed
1.593643	7.666172	Polylobed
2.9190438	5.579156	Polylobed
3.0434723	5.858696	Polylobed
1.736832	7.3736014	Polylobed
3.0867102	5.620877	Polylobed
1.9310675	6.395039	Polylobed
1.9390943	6.375307	Polylobed
1.9355583	6.3989177	Polylobed
1.9377133	6.434762	Polylobed
7.784819	5.26591	MetaphaseAlignment
4.1721897	3.153987	MetaphaseAlignment
4.0919104	3.3044178	MetaphaseAlignment
7.882504	5.312875	MetaphaseAlignment
8.471203	5.0608897	MetaphaseAlignment
6.957714	5.787745	MetaphaseAlignment
4.4296727	6.81289	Interphase
7.110125	6.0157948	Interphase
5.169223	6.242528	Interphase
7.419106	5.764676	Interphase
5.5413814	6.3750496	Interphase
2.554676	4.415683	Large
3.0429256	4.9101877	Large
7.548325	5.8646693	Interphase
4.9655557	6.376575	Interphase
5.35383	5.9341583	Binuclear
5.1489487	5.8113613	Binuclear
6.4679623	5.8704114	Interphase
4.495359	2.2969446	Polylobed
4.4375696	2.1164865	Polylobed
4.392986	2.053649	Polylobed
2.7667034	2.5369625	Polylobed
2.72456	2.5361004	Polylobed
2.7158625	2.529643	Polylobed
2.7464068	2.5437024	Polylobed
2.7084546	2.5296302	Polylobed
1.0941626	4.3262544	Polylobed
1.1140126	4.371494	Polylobed
1.0954735	4.338939	Polylobed
2.1566536	7.7054067	Artefact
2.1040034	7.779014	Artefact
2.165216	7.6148295	Artefact
2.169536	7.699687	Artefact
3.6071863	6.825303	Polylobed
3.5263739	6.3516073	Polylobed
3.1340773	7.405899	Polylobed
3.1954424	7.4122295	Polylobed
3.2505274	7.420313	Polylobed
5.978804	9.126582	Polylobed
5.980887	9.13192	Polylobed
5.908568	9.130491	Polylobed
5.9563346	9.192311	Polylobed
6.8888936	8.4431	Binuclear
6.841149	8.374809	Binuclear
6.5360694	6.3071895	Polylobed
6.016365	9.0056	Polylobed
6.267	6.3870187	Polylobed
6.3648405	6.281976	Polylobed
6.687757	6.2729287	Binuclear
6.3329253	6.0332026	Binuclear
6.8888135	6.6331267	Artefact
3.8399854	7.6212783	Polylobed
6.7846203	6.6308923	Artefact
3.932645	7.627336	Polylobed
6.4362807	5.1354117	Artefact
4.036941	7.6013308	Polylobed
6.533512	5.145099	Apoptosis
6.993948	6.488254	Apoptosis
7.034678	8.017878	Artefact
3.7238219	5.3619065	Binuclear
4.593395	5.5003376	Binuclear
3.8068583	7.807999	Polylobed
3.9653833	7.623669	Polylobed
5.3654504	6.4059772	Artefact
3.863232	7.767019	Polylobed
4.1986923	7.2774205	Polylobed
5.55478	6.5482664	Artefact
5.863013	8.531866	Artefact
5.167901	9.363359	Binuclear
5.2751226	9.310688	Binuclear
7.161667	9.355218	Artefact
7.149903	9.279579	Artefact
7.182563	9.371893	Artefact
7.178369	9.359759	Artefact
7.168008	9.358233	Artefact
6.059269	8.925472	Binuclear
6.0184503	9.008263	Binuclear
7.1721535	9.359514	Artefact
7.1364	9.317068	Artefact
7.1715994	9.369675	Artefact
4.117866	7.228837	Polylobed
6.2544804	4.7367086	Artefact
4.0051036	7.4111595	Polylobed
6.2609863	4.7727046	Artefact
3.771759	7.3803997	Polylobed
4.053528	7.453197	Polylobed
6.258447	4.7342024	Artefact
6.2585273	4.7784677	Artefact
4.099649	6.3506646	Binuclear
4.03274	6.2200933	Binuclear
7.5539794	6.5992665	Apoptosis
7.6261134	7.353331	Apoptosis
7.510888	6.7279487	Apoptosis
6.307269	9.358049	Binuclear
6.20227	9.314366	Binuclear
4.0632796	7.593855	Polylobed
3.8888116	7.6819367	Polylobed
4.852278	6.1521206	Polylobed
5.5427723	6.8196855	Artefact
5.267861	6.9718184	Artefact
6.040472	6.5032053	Polylobed
5.51859	6.862229	Artefact
5.1283064	9.127396	Artefact
5.8172884	9.056542	Artefact
7.110493	6.1832547	Apoptosis
4.8935957	7.0036488	Artefact
4.9361243	7.059921	Artefact
4.8830094	7.122653	Artefact
4.978285	7.0882983	Artefact
4.969793	7.180649	Artefact
5.2931437	9.315973	Binuclear
5.052019	9.353167	Binuclear
7.446951	7.089235	Apoptosis
5.9778543	9.072993	Binuclear
6.0011015	9.126998	Binuclear
6.242398	6.489255	Polylobed
5.9991474	6.548383	Polylobed
6.484686	6.165368	Polylobed
4.2607055	4.824073	Polylobed
6.5404177	6.2757916	Polylobed
7.1229935	6.336881	Binuclear
7.2013464	6.336821	Binuclear
7.1278887	6.5176797	Binuclear
7.3450727	6.73695	Binuclear
7.235661	7.942204	Binuclear
6.2904906	8.886183	Binuclear
5.5749207	8.889038	Binuclear
5.670325	8.548168	Binuclear
6.5162177	9.153993	UndefinedCondensed
3.720312	7.799817	Binuclear
3.7002506	7.7022033	Binuclear
5.6681094	5.824396	Binuclear
5.793418	5.799181	Binuclear
6.0449386	6.0109205	Artefact
6.4073014	6.3808036	Artefact
5.0307937	7.2578692	Binuclear
5.0572753	7.2719727	Binuclear
3.8125813	6.913132	Interphase
4.062098	6.6753564	Interphase
3.9075782	6.988754	Interphase
5.162225	6.906052	Interphase
7.8691363	5.4722934	Prometaphase
9.155003	5.902283	Apoptosis
7.9422765	4.297815	Prometaphase
9.099813	5.9339523	Apoptosis
8.21221	5.0281754	Apoptosis
6.140688	7.1084223	Interphase
9.106818	5.877411	Interphase
6.2343097	6.845946	Interphase
6.077264	7.1380196	Interphase
6.8922586	6.1893206	Interphase
3.899196	7.192041	Interphase
6.073989	6.1762633	Interphase
5.4976854	8.357408	Interphase
6.2702174	7.3447266	Interphase
4.847495	6.9395547	Binuclear
4.809945	6.86854	Binuclear
7.395521	5.6807046	Apoptosis
5.7321153	5.779826	Binuclear
5.8349395	5.816569	Binuclear
7.4539437	4.4220366	Prometaphase
7.6854415	4.3180404	Prometaphase
4.2078185	3.1725533	Polylobed
3.926332	3.1592383	Polylobed
3.120671	3.335838	Polylobed
7.846468	5.4099646	Prometaphase
9.011344	5.6974564	Apoptosis
8.698639	6.1529145	Apoptosis
2.6142387	6.306788	Polylobed
2.7247224	6.0096054	Polylobed
3.337542	5.662731	Polylobed
5.378863	6.3969707	Interphase
4.291868	4.249776	Polylobed
4.7703385	5.5195537	Large
4.0912843	4.2586775	Polylobed
5.9714293	6.13309	Interphase
6.4980364	4.56817	Prometaphase
7.4231462	7.3943033	Prometaphase
6.2372246	5.5726	Large
8.835792	6.006784	Prometaphase
7.8321414	4.606119	Prometaphase
7.9102616	4.6072135	Prometaphase
8.916249	4.3086305	Prometaphase
8.80977	5.118848	Apoptosis
9.006451	5.287563	Apoptosis
5.8502326	5.563456	Elongated
4.4650373	7.9094415	Interphase
7.5619497	5.4483933	Interphase
6.3453135	7.0887036	Interphase
8.433803	5.920928	Apoptosis
8.260786	5.607105	Prometaphase
5.130645	3.5723572	Apoptosis
9.067705	5.8197527	Apoptosis
9.003037	5.93975	Apoptosis
9.08893	5.844455	Apoptosis
9.087183	5.920222	Apoptosis
5.953698	6.774292	Interphase
5.6526937	6.1001196	Interphase
3.0279603	6.217967	Polylobed
3.1393676	5.4921904	Polylobed
3.2442095	6.0341506	Polylobed
3.782282	5.220809	Polylobed
8.707864	4.7491775	Prometaphase
8.579184	4.7568135	Prometaphase
8.4668	5.629955	Prometaphase
5.4177713	6.354349	Interphase
6.7575684	6.1010394	Interphase
5.421292	6.3663106	Interphase
4.473652	6.4455476	Interphase
4.47853	6.4762926	Interphase
4.996978	6.329704	Interphase
4.851395	6.4026756	Interphase
7.4352417	5.237026	Prometaphase
5.454652	6.6547723	Interphase
6.0748262	6.84471	Interphase
9.082834	5.797656	Prometaphase
5.1334505	6.2439275	Interphase
5.114983	6.267995	Interphase
4.3270817	5.551617	Elongated
4.8696523	6.4085035	Interphase
7.4775953	5.403494	Prometaphase
5.310542	6.336125	Interphase
2.4889436	7.1855826	Interphase
8.825581	4.3662486	Prometaphase
2.3293798	7.1608377	Interphase
5.2017293	6.456385	Interphase
4.9661727	7.764365	Interphase
2.3613348	7.242229	Interphase
8.532698	5.3476467	Apoptosis
5.70996	7.508014	Interphase
5.243849	6.6600733	Interphase
2.2953844	9.061275	Interphase
7.2919	5.2231684	Prometaphase
6.447515	6.111877	Interphase
8.139611	4.7525983	Prometaphase
7.456794	4.4260187	Prometaphase
8.619569	4.199571	Prometaphase
8.264272	4.63566	Prometaphase
9.084096	5.486589	Prometaphase
4.033398	7.0464253	Interphase
8.929867	4.594204	Prometaphase
7.2026763	4.9136333	Prometaphase
8.827983	4.4270535	Prometaphase
5.1879764	7.2799435	Interphase
8.836038	4.367711	Prometaphase
7.603504	4.4387116	Prometaphase
8.381339	4.9505677	Prometaphase
5.2311635	6.492987	Interphase
4.4314866	7.5176525	Interphase
2.848139	8.11236	Interphase
6.1619754	7.007087	Interphase
2.4263728	6.0342355	Polylobed
4.3062143	4.475692	Polylobed
7.661739	5.836938	Interphase
7.0409174	5.4185815	Prometaphase
8.765999	5.9505963	Prometaphase
5.1873507	6.2674785	Interphase
5.295865	6.2871833	Interphase
5.25884	7.3832893	Prometaphase
6.342232	7.116248	Interphase
6.3956885	6.9833646	Interphase
4.6603904	7.172171	Interphase
7.783345	4.349016	Prometaphase
5.2065864	6.230627	Interphase
8.670879	4.3434253	Prometaphase
5.493112	6.435449	Interphase
8.879148	4.395173	Prometaphase
8.947547	4.531209	Prometaphase
8.096752	4.775263	Prometaphase
8.054857	4.9373426	Prometaphase
8.494247	4.3987455	Prometaphase
8.081077	4.8735414	Prometaphase
8.863547	4.359298	Prometaphase
6.0561643	6.3491793	Interphase
8.862582	4.3306894	Prometaphase
5.11104	6.2720075	Interphase
4.640589	7.744584	Interphase
2.760095	8.144084	Interphase
7.3066063	4.9763813	Prometaphase
5.263194	6.2501183	Interphase
5.2416463	6.34681	Interphase
7.316209	4.8075657	Prometaphase
3.980246	8.102211	Interphase
4.138101	7.5131955	Interphase
4.1887927	7.3335114	Interphase
6.005852	6.9475183	Interphase
8.708595	6.1788697	Apoptosis
7.5081606	7.489722	Apoptosis
8.710405	6.2016797	Apoptosis
7.6074896	7.4282646	Apoptosis
7.420701	7.509421	Apoptosis
7.414743	7.5109925	Apoptosis
7.456542	7.471362	Apoptosis
7.5147386	7.499737	Apoptosis
6.9030924	6.969431	Apoptosis
5.996948	9.336435	Interphase
3.8241394	9.39926	Interphase
6.883994	7.017603	Apoptosis
3.7582448	9.337109	Interphase
7.214735	5.619088	Apoptosis
7.445741	5.696041	Apoptosis
