UMAP1	UMAP2	Mitocheck_Phenotypic_Class
1.701344	7.3030663	Polylobed
1.5785698	7.405097	Polylobed
1.5676123	7.484229	Polylobed
1.8866788	9.139208	Polylobed
1.9021876	9.084459	Polylobed
8.700194	6.7160783	Hole
5.6107187	8.044486	Hole
8.279479	6.457001	UndefinedCondensed
7.9915924	7.650008	Apoptosis
5.3881483	6.7575603	Elongated
5.5645976	7.6314473	Hole
5.530485	6.43045	Hole
4.0480947	6.8642306	Hole
4.9458704	6.0272145	Elongated
6.834675	7.81164	Hole
6.501145	5.599944	Metaphase
8.981553	6.086382	Apoptosis
7.365227	7.125175	Hole
5.053195	6.33893	Hole
6.6783648	8.053423	Hole
6.5569596	8.042011	Hole
5.317745	8.322402	Hole
6.9828544	5.559009	Hole
4.4645905	7.2000003	Hole
7.757717	4.863619	Hole
3.723173	8.429907	Hole
6.9219265	8.068513	Hole
6.595052	7.928763	Hole
6.3612323	7.9384284	Hole
6.408712	7.944627	Hole
4.5789533	6.9910154	Hole
4.5013824	8.096504	Hole
4.3532357	7.4458685	Hole
7.804039	4.87182	Hole
7.6071296	7.1274967	Hole
7.511755	5.832918	Elongated
7.345198	8.159066	Hole
7.6609573	7.507739	Hole
8.563477	6.491204	UndefinedCondensed
5.1122923	6.2118163	Elongated
5.6877017	7.6830783	Hole
7.64502	7.323975	UndefinedCondensed
7.0001454	7.770648	Hole
7.240624	7.5978985	Hole
5.6515193	8.056956	SmallIrregular
7.636522	7.1114697	UndefinedCondensed
7.5060225	7.006394	Hole
5.3164463	6.9503527	Artefact
5.5852423	6.821633	Artefact
4.9443336	6.6986794	Artefact
6.927458	8.526808	Interphase
6.480098	8.076911	Interphase
6.054673	9.39526	Interphase
6.9555693	8.443648	SmallIrregular
6.35958	9.021864	Interphase
6.406352	9.152043	Interphase
4.169659	8.935458	SmallIrregular
6.0877542	9.497968	SmallIrregular
6.457689	8.390594	Interphase
2.9213603	4.954099	SmallIrregular
6.4026613	8.852445	SmallIrregular
6.0978394	9.210783	SmallIrregular
5.9003873	9.3699	SmallIrregular
5.8855867	9.769086	SmallIrregular
5.84488	9.444148	SmallIrregular
5.794326	9.500288	SmallIrregular
5.9972887	9.070578	SmallIrregular
4.1184254	7.5484314	Polylobed
4.2977734	7.8153973	Polylobed
6.992923	8.0508585	SmallIrregular
4.203187	7.714992	Polylobed
3.470257	6.7449436	Polylobed
3.9379804	6.8840256	Polylobed
4.1623983	7.116035	Polylobed
3.3639975	7.4076443	Polylobed
6.9425883	8.659183	Interphase
6.958224	8.740267	Interphase
6.420046	8.221635	Interphase
6.9422336	8.344615	Interphase
6.469951	8.281633	Interphase
6.912484	8.746697	Interphase
7.0337496	8.637889	Interphase
6.176706	9.270512	Interphase
6.0430017	9.138569	SmallIrregular
1.4602095	6.1619835	Polylobed
1.4608034	6.178517	Polylobed
1.4363488	6.1927786	Polylobed
1.4860172	6.202138	Polylobed
1.544701	6.065694	Polylobed
1.2104453	6.372834	Polylobed
1.4224029	6.199114	Polylobed
1.5163332	6.094404	Polylobed
1.2471355	6.373911	Polylobed
1.3139135	6.376704	Polylobed
1.5133028	6.0919423	Polylobed
6.282654	6.717109	SmallIrregular
3.8683395	6.0357275	Polylobed
3.8536844	6.0095487	Polylobed
3.915961	6.0155015	Polylobed
3.3703306	8.324039	Polylobed
3.8845727	6.0318327	Polylobed
3.9346986	6.092871	Polylobed
4.0959225	5.899471	Polylobed
4.7094064	8.798654	Polylobed
4.6776223	8.88112	Polylobed
5.991139	9.509018	Polylobed
6.063195	6.676621	Polylobed
6.0621066	9.719064	Polylobed
6.006137	9.688594	Polylobed
6.0048547	9.556911	SmallIrregular
5.888691	7.1912546	SmallIrregular
6.1838713	6.6794252	Polylobed
6.3060136	6.9108386	Polylobed
5.934184	9.767821	SmallIrregular
7.1589117	8.520278	SmallIrregular
6.4414434	8.389746	SmallIrregular
7.111786	8.509428	SmallIrregular
7.13612	8.493352	Interphase
7.1201315	8.556264	Interphase
7.615589	7.7110543	Interphase
3.981628	8.171242	Interphase
6.2703667	8.65722	Interphase
6.939568	8.650179	Interphase
7.034125	8.574518	Interphase
7.0339174	8.504111	Interphase
3.6666663	8.333282	Interphase
5.861481	7.3068566	Interphase
6.131137	9.352264	SmallIrregular
6.9067717	8.756029	SmallIrregular
7.202376	8.448134	Interphase
6.0081434	9.516885	SmallIrregular
5.883067	9.424349	Interphase
5.980416	9.384761	Interphase
6.2658215	8.530718	Interphase
6.066281	9.17398	SmallIrregular
5.94259	7.90265	SmallIrregular
7.6196876	6.6512012	SmallIrregular
5.903582	9.774616	SmallIrregular
5.9055967	9.765506	SmallIrregular
7.094535	8.530745	SmallIrregular
7.1179194	8.485032	SmallIrregular
6.983486	8.291285	SmallIrregular
5.8990335	9.362935	SmallIrregular
7.4150767	7.7138715	SmallIrregular
7.6350565	7.713303	SmallIrregular
7.280484	7.914586	SmallIrregular
6.053608	9.740412	Folded
6.9795423	8.231553	Interphase
6.0766606	9.7623205	SmallIrregular
6.1005816	9.570008	SmallIrregular
4.995538	8.992536	SmallIrregular
6.2500277	6.736237	SmallIrregular
6.7688665	8.127965	SmallIrregular
7.1364794	5.8733253	SmallIrregular
5.084658	9.727256	Binuclear
5.047284	9.764366	Binuclear
5.0326405	9.752936	Binuclear
4.9633846	9.694872	Binuclear
2.8658066	9.119066	Polylobed
3.3208392	8.373264	Polylobed
3.5580504	8.360062	Polylobed
3.5910523	8.323038	Polylobed
3.413535	8.263455	Polylobed
3.443093	8.370881	Polylobed
3.3340218	8.159602	Polylobed
4.937532	6.482364	Polylobed
4.8476505	6.5971694	Polylobed
4.2116957	6.5472507	Binuclear
4.230781	6.5075936	Binuclear
4.2655234	6.5153737	Binuclear
3.9688303	7.28872	Interphase
5.6841955	9.2172365	Polylobed
5.676204	9.2016945	Polylobed
5.629532	9.240787	Polylobed
5.65926	9.221792	Polylobed
5.70679	7.253618	Binuclear
5.4383135	9.011026	Binuclear
5.810319	9.236803	Polylobed
4.144692	6.334767	Polylobed
2.7010806	9.032083	Binuclear
5.11629	9.209783	Binuclear
4.1524606	6.1466775	Polylobed
4.373457	5.9689775	Binuclear
4.1375046	6.267992	Polylobed
4.1717057	6.26803	Polylobed
5.0848207	9.329122	Binuclear
3.8204584	5.734525	Binuclear
2.7208648	6.405279	Polylobed
5.9715557	7.1019664	Polylobed
4.9631763	9.436122	Binuclear
3.3678117	8.283039	Polylobed
3.3615797	8.284045	Polylobed
4.043465	8.284231	Polylobed
5.3807325	9.249513	Polylobed
5.599582	9.198814	Polylobed
3.9521437	7.3790545	Polylobed
5.404629	9.178845	Polylobed
4.1043077	7.677059	Binuclear
3.6078246	8.059325	Binuclear
2.8612418	6.220876	Polylobed
1.8791988	6.7584133	Polylobed
3.099286	7.763587	Polylobed
1.8484279	6.8550086	Polylobed
3.4919872	5.523573	Binuclear
1.7685082	6.9191203	Polylobed
2.3756428	6.4459043	Binuclear
1.8388075	6.9496713	Polylobed
3.2133102	8.748319	Binuclear
2.6915076	8.285191	Binuclear
3.602361	6.2649746	Binuclear
3.5564692	6.3127236	Binuclear
3.3954911	6.542053	Binuclear
3.199742	7.37553	Binuclear
2.9151752	9.054288	Binuclear
2.7424767	7.7600694	Binuclear
2.7695048	8.041334	Binuclear
2.7645059	8.961437	Binuclear
4.208714	6.990951	Binuclear
3.4776142	5.83436	Binuclear
3.3698509	7.8149962	Polylobed
3.3798738	7.711565	Polylobed
3.3500664	7.9726324	Polylobed
3.2314065	8.005497	Polylobed
3.2747405	8.1336155	Polylobed
5.0683756	9.769765	Binuclear
5.056817	9.737693	Binuclear
4.9733424	9.709112	Binuclear
4.9233375	9.67379	Polylobed
4.8482423	9.584919	Polylobed
3.7300348	6.7428885	Binuclear
4.1261854	5.857041	Binuclear
3.971809	6.4771047	Binuclear
3.9364164	6.4678903	Binuclear
4.61259	9.174041	Polylobed
5.129293	9.117267	Polylobed
4.833452	7.324401	Polylobed
3.2321832	8.71683	Polylobed
4.763457	7.038618	Polylobed
4.562017	7.3128657	Polylobed
4.050876	4.5668526	Binuclear
4.091296	6.1535034	Artefact
4.1657424	4.6002064	Binuclear
4.158258	6.082905	Artefact
4.226581	6.104245	Artefact
4.114672	6.1220293	Artefact
2.8172534	8.109694	Binuclear
2.9158766	8.110887	Binuclear
4.1950464	5.990715	Artefact
3.7121205	6.5471835	Binuclear
5.2242947	5.828767	Artefact
3.8163838	6.276033	Binuclear
3.8543534	6.4807878	Binuclear
6.14295	7.3425975	Artefact
6.1714745	7.6923065	Artefact
4.795471	6.8569393	Artefact
6.27103	7.144314	Artefact
4.1502542	6.5188766	Binuclear
4.19777	7.0127645	Binuclear
2.533722	4.9485507	Polylobed
2.4929583	5.1492987	Polylobed
2.4858525	5.1654735	Polylobed
3.3909404	3.1740618	Polylobed
4.240248	3.7984874	Polylobed
4.0359483	3.195899	Polylobed
3.5031068	3.0556662	Polylobed
4.468086	2.753362	Polylobed
4.221176	3.7911425	Polylobed
3.3340132	3.0979128	Polylobed
4.185052	3.8503609	Polylobed
2.9988759	3.090865	Polylobed
4.415729	2.8062315	Polylobed
3.931042	3.249807	Polylobed
3.944234	3.2872708	Polylobed
3.8561504	3.2844865	Polylobed
3.9510036	3.2091634	Polylobed
4.1996045	2.6243823	Polylobed
1.0867895	4.410538	Polylobed
1.049902	4.4381185	Polylobed
1.1996686	4.8347664	Polylobed
1.0813447	4.49808	Polylobed
1.1879691	4.848753	Polylobed
1.0822456	4.6644497	Polylobed
1.1495057	4.6565566	Polylobed
1.4986736	7.876436	Polylobed
1.8301338	7.7102857	Polylobed
1.5686173	8.098256	Polylobed
1.1069092	4.5283504	Polylobed
1.5076439	8.151743	Polylobed
1.8895154	7.7134027	Polylobed
1.6242732	8.086312	Polylobed
2.230737	7.320689	Polylobed
1.9885283	7.5243063	Polylobed
1.8729032	8.462595	Polylobed
1.6954559	8.440941	Polylobed
1.4358869	3.9010544	Polylobed
1.7361449	8.3255415	Polylobed
1.8022016	8.198001	Polylobed
1.445574	3.8960454	Polylobed
1.4730599	3.8416166	Polylobed
1.1057283	4.08296	Polylobed
0.5429081	3.7862792	Polylobed
1.2223933	4.02362	Polylobed
1.1902841	4.120367	Polylobed
1.2126923	4.0584693	Polylobed
0.5369367	3.798613	Polylobed
0.6112126	5.22177	Polylobed
0.55499065	3.8159137	Polylobed
0.6179564	5.2236767	Polylobed
1.2043061	4.3941293	Polylobed
0.5768477	3.8215287	Polylobed
0.62658787	5.2224884	Polylobed
1.2841337	4.293833	Polylobed
1.3353128	4.423274	Polylobed
3.4814079	3.9478285	Polylobed
3.9531791	2.084177	Polylobed
3.9837818	2.0792742	Polylobed
4.236931	4.205504	Polylobed
4.261132	4.2304926	Polylobed
4.2770395	4.2549624	Polylobed
4.24294	4.2776833	Polylobed
4.2386374	4.2222605	Polylobed
0.45228308	3.7009823	Polylobed
0.52250206	3.7667177	Polylobed
0.51536393	3.7632675	Polylobed
0.53975356	3.7827141	Polylobed
2.9015453	4.8289804	Polylobed
5.0127716	3.1070848	Polylobed
5.0847816	5.102446	Polylobed
8.00789	5.4661374	Polylobed
1.2180117	4.247663	Polylobed
1.3854208	4.2737722	Polylobed
1.4118333	4.1842704	Polylobed
5.36834	7.891092	Polylobed
5.340369	7.8692436	Polylobed
5.3168836	7.79734	Polylobed
5.4261146	7.8182635	Polylobed
5.475125	7.775935	Polylobed
4.3434877	2.6506467	Polylobed
4.3890967	2.193613	Polylobed
4.3889174	2.609144	Polylobed
4.493605	2.3182707	Polylobed
4.0653815	4.103341	Binuclear
3.9889894	4.0095754	Binuclear
4.0304136	3.8904514	Binuclear
4.241907	3.8828297	Polylobed
2.2657776	9.568409	Binuclear
2.2940116	9.523331	Binuclear
3.4394896	3.2246125	Polylobed
3.6674786	3.2219493	Polylobed
3.7409925	8.909746	Polylobed
3.7541676	8.882689	Polylobed
4.1008744	3.197375	Polylobed
3.493863	3.1636746	Polylobed
3.3050416	3.0952146	Polylobed
4.1320963	3.1696076	Polylobed
2.9582274	3.1250167	Polylobed
3.6339166	8.718548	Polylobed
3.42949	3.1676064	Polylobed
3.7017975	8.668841	Polylobed
3.8482513	8.942173	Polylobed
1.3294781	4.99561	Polylobed
1.2382494	5.0380297	Polylobed
1.2221117	4.9752555	Polylobed
1.1932664	5.0900707	Polylobed
1.0751234	4.6487026	Polylobed
1.0949341	4.482249	Polylobed
1.7799407	8.74605	Polylobed
1.4966432	8.630785	Polylobed
1.8430958	7.7489944	Polylobed
1.1370727	4.4620805	Polylobed
1.7699645	8.5620575	Polylobed
1.8225808	7.9205494	Polylobed
1.7441356	7.8294563	Polylobed
1.8656822	8.429706	Polylobed
1.7417374	8.508457	Polylobed
1.7806134	8.46534	Polylobed
1.7579879	8.54191	Polylobed
2.237175	9.254563	Polylobed
2.3012488	9.286538	Polylobed
2.174489	9.193564	Polylobed
2.257126	9.146024	Polylobed
1.004426	4.107469	Polylobed
0.9955629	4.146312	Polylobed
0.5584512	3.8000019	Polylobed
1.1199937	4.091804	Polylobed
2.1122108	9.236944	Polylobed
2.077193	9.196693	Polylobed
0.6375924	3.8895748	Polylobed
0.72848	5.033392	Polylobed
2.1416266	9.249234	Polylobed
0.9950229	4.147093	Polylobed
2.0836039	9.250358	Polylobed
2.087911	9.212605	Polylobed
0.61756146	3.8584566	Polylobed
0.7824227	4.8479505	Polylobed
0.6372656	3.814247	Polylobed
0.7430932	3.9851563	Polylobed
0.74802923	3.9183137	Polylobed
0.88724947	3.972566	Polylobed
2.2569494	7.194484	Polylobed
2.1368327	7.1168404	Polylobed
2.027417	7.3792934	Polylobed
2.151398	7.0611844	Polylobed
0.5169161	3.7653582	Polylobed
0.5130258	3.7538893	Polylobed
0.53433615	3.766561	Polylobed
0.5698957	3.7965364	Polylobed
0.57827944	3.7861137	Polylobed
2.1937444	5.248876	Binuclear
2.1488054	5.199482	Binuclear
0.54017454	3.765888	Polylobed
3.445511	3.9244993	Polylobed
2.2962859	5.144287	Polylobed
2.1304562	5.2231975	Polylobed
2.3492835	5.324536	Polylobed
2.3220978	3.5401368	Polylobed
2.2319167	3.5636647	Polylobed
2.2808554	3.6807587	Polylobed
1.9375165	7.425461	Polylobed
1.9365795	7.4571433	Polylobed
2.017946	7.3037815	Polylobed
2.2421734	6.683618	Polylobed
1.2497749	4.2031813	Polylobed
1.2809855	4.221452	Polylobed
1.2766734	4.216802	Polylobed
3.2764738	6.6837683	Binuclear
2.3457196	8.079334	Binuclear
2.6031976	5.5583415	Binuclear
3.686404	5.475348	Binuclear
2.159011	5.7284117	Binuclear
2.490051	5.747126	Binuclear
2.1975617	6.337466	Polylobed
2.352478	6.034574	Polylobed
2.5662823	5.477976	Polylobed
2.863879	4.3684444	Binuclear
3.1540449	4.5907855	Polylobed
1.4667995	4.370484	Binuclear
1.5507597	4.3130445	Binuclear
1.735437	3.6964002	Binuclear
3.1791077	5.9880376	Binuclear
1.9432639	7.403005	Binuclear
1.7677895	3.670104	Binuclear
1.6891875	3.6933184	Binuclear
3.058975	6.266619	Binuclear
2.112651	7.6537213	Binuclear
1.6914526	3.745641	Binuclear
4.49683	6.5793886	Grape
4.555802	6.769467	Grape
4.360969	8.560695	Grape
5.3142853	3.1185079	Grape
4.5544453	7.091723	Grape
5.639401	3.7357314	Grape
5.627689	3.722093	Grape
5.559412	3.6689792	Grape
4.1628757	8.627733	Grape
5.5147796	3.6524518	Grape
4.667716	3.4036286	Grape
5.537129	3.6403744	Grape
4.0040627	5.307707	Grape
4.634324	3.0970922	Grape
4.8196545	1.9712363	Grape
5.4976873	3.6056118	Grape
4.811374	2.995155	Grape
5.2830524	3.1521244	Grape
4.6048837	2.8853333	Grape
4.8075724	2.7888398	Grape
5.2455997	3.0082357	Grape
2.5966473	4.847534	Grape
2.5590596	5.165198	Grape
5.201686	7.407224	Prometaphase
5.5435553	3.7247136	Grape
5.695631	3.768831	Grape
5.607363	3.6713862	Grape
5.6989994	3.8672276	Grape
5.592465	3.7456834	Grape
4.94191	4.1330047	Grape
6.2679753	4.6696925	Prometaphase
4.8692374	7.711482	Grape
6.4059954	4.8592167	Apoptosis
4.2318063	4.0273123	Grape
4.111582	4.1572495	Grape
4.025469	4.0445046	Grape
3.7995512	4.2083797	Grape
3.9521513	4.338678	Grape
5.9335127	3.9677124	Grape
5.9733143	3.9957833	Grape
7.384091	4.5366077	Prometaphase
7.602047	4.79644	Apoptosis
8.220775	4.6181564	Apoptosis
5.695012	4.0526414	Grape
7.732376	4.7504983	Apoptosis
4.180667	2.316689	Grape
3.851795	2.0873566	Grape
5.0424185	1.7971466	Apoptosis
4.226714	2.2698002	Grape
3.7971509	2.1634684	Grape
4.691277	2.4837022	Grape
3.9028	2.0937774	Grape
4.63259	2.6461406	Grape
5.9120984	3.9108393	Grape
5.0765843	1.7769423	Apoptosis
3.806206	2.1317854	Grape
4.1395307	2.4128594	Grape
3.8477323	2.1342447	Grape
5.952356	3.930602	Grape
5.9587545	3.9249434	Grape
3.8133452	2.3063734	Grape
3.8087018	2.1367707	Grape
5.958394	3.9359803	Grape
3.8079028	2.1442914	Grape
4.1926417	2.5782697	Grape
7.5664506	4.67556	Prometaphase
3.8052495	2.1486797	Grape
5.0535884	1.7820535	Grape
6.0212727	4.0064335	Grape
3.7501698	2.1898339	Grape
7.04973	4.6023016	Prometaphase
5.0062246	1.8215553	Grape
3.841472	2.174375	Grape
3.8260837	2.2128804	Grape
6.134909	4.013303	Grape
5.040737	1.783417	Grape
5.0430894	1.7949914	Grape
3.1337905	2.8738375	Grape
3.2107415	2.915641	Grape
3.1498332	2.8558674	Grape
3.174785	2.8970823	Grape
3.1429448	2.8823473	Grape
3.140258	2.8958824	Grape
3.1219766	2.8805022	Grape
3.228903	2.9124794	Grape
4.8538733	3.8313615	Grape
5.3021894	3.7802887	Grape
5.021129	3.771297	Grape
4.8233666	3.9976323	Grape
4.4589295	3.4254534	Grape
7.1413226	6.191083	Apoptosis
4.984313	5.069771	Grape
4.4139595	3.2766485	Grape
4.709308	3.344874	Grape
4.8655815	3.469317	Grape
5.373302	3.749016	Grape
5.44744	3.8490894	Grape
5.3686485	3.7775745	Grape
5.445014	3.7880301	Grape
5.442019	3.8299847	Grape
5.3936157	3.8942342	Grape
5.487453	4.066205	Grape
5.537512	4.0951552	Grape
4.9471865	3.2698615	Grape
4.897756	3.3740122	Grape
4.908032	3.3616383	Grape
4.997875	3.33921	Grape
5.089955	3.2072892	Grape
4.9304595	3.3816545	Grape
5.045867	3.3891172	Grape
5.314884	3.2975192	Grape
5.7598176	3.8174496	Grape
5.8188734	3.853868	Grape
5.2139077	3.4381132	Grape
5.336877	3.357828	Grape
5.4073024	3.3098693	Grape
5.8307166	3.8342884	Grape
2.6882184	7.044622	Grape
5.3575783	3.3587244	Grape
2.8625321	7.1296268	Grape
5.3456187	3.3436399	Grape
2.627669	6.9401493	Grape
2.7526598	7.0023904	Grape
2.6377764	6.8899302	Grape
5.7328763	3.3601005	Grape
5.1850634	2.7551658	Grape
5.1905956	2.7576392	Grape
5.2886887	2.7918158	Grape
5.7645254	3.3464432	Grape
5.7036304	3.4269016	Grape
5.2198453	2.8133328	Grape
5.183701	2.7306674	Grape
5.2218437	2.8194306	Grape
5.7069416	3.4326298	Grape
4.818318	7.742898	Grape
2.4220748	7.6228123	Grape
2.440414	7.4640684	Grape
2.3801548	7.5755568	Grape
2.4374547	7.587764	Grape
2.4352694	7.661608	Grape
5.741781	3.4925818	Grape
5.7871385	3.6803246	Grape
5.8193393	3.6340556	Grape
4.528639	3.4461205	Grape
2.4290843	7.2687197	Grape
5.9079103	3.6265998	Grape
2.5381167	7.4674754	Grape
4.59446	3.4357948	Grape
5.3863053	2.957455	Grape
4.4991875	3.5213795	Grape
4.6204786	3.41385	Grape
5.449547	2.9167295	Grape
5.463375	2.9715652	Grape
5.4756703	2.9306126	Grape
5.4948425	2.978654	Grape
5.2394285	3.382276	Grape
5.6061325	3.1138504	Grape
4.743201	2.378525	Grape
5.5416207	3.110827	Grape
4.3101444	2.1447942	Grape
4.595489	2.2792425	Grape
4.5486307	2.182591	Grape
4.3515325	2.1160724	Grape
4.2192664	2.014712	Grape
4.427082	2.157824	Grape
4.3963337	2.1532645	Grape
5.145861	3.8659914	Grape
3.0887156	8.464925	Grape
3.108362	8.46819	Grape
3.337689	3.713786	Grape
3.0991075	8.458595	Grape
5.026722	3.8403482	Grape
3.1099396	8.411166	Grape
3.2846966	3.7954285	Grape
3.048619	8.287942	Grape
3.1461685	8.394573	Grape
3.0164661	8.291021	Grape
4.9049573	3.772308	Grape
3.1898026	8.429075	Grape
4.9334335	3.8601224	Grape
5.0120845	3.865198	Polylobed
4.8939524	4.0495815	Polylobed
4.075534	2.6758373	Grape
4.0228357	2.6650023	Grape
3.9621587	2.6600773	Grape
4.111527	2.6332684	Grape
4.103978	2.6775854	Grape
4.051503	2.6180513	Grape
7.4068465	4.4297237	Prometaphase
7.246577	4.7997127	Prometaphase
8.131692	4.3586626	Prometaphase
7.4207225	4.485434	Prometaphase
7.388383	4.5815415	Prometaphase
7.2100406	4.7320395	Prometaphase
6.988402	4.6596446	Prometaphase
8.721134	4.5837145	Prometaphase
8.7235365	4.1815457	Prometaphase
8.979441	4.2500415	Prometaphase
8.92753	4.239575	Prometaphase
8.152905	4.2784886	Prometaphase
7.2722206	4.6063504	Prometaphase
8.085919	4.4415684	Prometaphase
8.741706	5.750706	MetaphaseAlignment
8.154783	5.5168	Artefact
8.180492	5.490272	Artefact
8.264175	5.537407	Artefact
8.404272	4.9945593	MetaphaseAlignment
7.766849	4.8564773	Prometaphase
8.489952	5.597673	MetaphaseAlignment
7.0315747	4.6725526	Prometaphase
8.000883	5.8183913	MetaphaseAlignment
7.8641615	4.587531	Prometaphase
7.419238	4.473271	Prometaphase
7.865577	4.578528	Prometaphase
4.9711947	7.222336	Prometaphase
8.629471	5.7987523	MetaphaseAlignment
8.013818	4.549716	Prometaphase
7.1588054	4.4384527	Prometaphase
9.13695	5.900663	MetaphaseAlignment
8.57225	4.424921	Prometaphase
8.147309	4.3534665	Prometaphase
8.02757	4.374397	Prometaphase
5.6298103	7.4873276	MetaphaseAlignment
7.5088043	4.5629606	MetaphaseAlignment
8.221734	4.5566683	Prometaphase
8.562803	5.0518303	MetaphaseAlignment
7.225388	5.1997795	Prometaphase
8.472773	5.078388	MetaphaseAlignment
9.018363	4.3403325	MetaphaseAlignment
7.8181877	4.3533506	Prometaphase
8.118251	4.2961383	Prometaphase
8.960875	4.304108	Prometaphase
5.2359476	7.4378324	Prometaphase
5.4348936	7.4274483	Prometaphase
7.993311	4.4684157	Prometaphase
7.0744534	4.6135674	Prometaphase
5.1793904	3.272728	Grape
5.1851807	3.2979069	Grape
3.4901006	3.3308978	Grape
5.1711073	3.285933	Grape
5.12531	3.3490512	Grape
5.0430055	3.0667298	Grape
4.601463	3.4685833	Grape
5.1508293	3.7096589	Polylobed
4.112906	4.0328145	Polylobed
4.5128465	3.5176756	Grape
4.719609	3.3698456	Grape
5.2658615	3.5004249	Polylobed
4.544058	3.4892728	Grape
4.7935224	3.379773	Grape
3.8446174	4.0993786	Polylobed
4.401219	3.5432162	Grape
3.6529708	4.1264586	Polylobed
4.673386	3.3667564	Grape
7.915481	4.581059	Grape
4.216913	3.0871572	Grape
4.4497995	3.0488765	Grape
4.3022094	3.1317847	Grape
4.463633	3.0856118	Grape
4.5558567	3.0404015	Grape
4.4722934	2.80956	Grape
5.077651	3.241841	Grape
4.775076	2.6528873	Grape
4.6731153	2.342281	Grape
4.493155	2.579738	Grape
4.5695806	2.0395083	Grape
4.403018	2.5327942	Grape
4.431941	2.498798	Grape
4.4840436	2.2138338	Grape
4.3288226	2.0260775	Grape
4.2667274	2.1208806	Grape
4.31949	2.0652153	Grape
4.340151	2.122347	Grape
4.3081346	2.1511352	Grape
4.2486258	2.167044	Grape
4.3724184	3.2572145	Grape
4.432441	3.2677891	Grape
4.35528	3.2720602	Grape
4.3419614	2.1912568	Grape
4.422359	3.2424881	Grape
4.7717056	2.03235	Grape
4.7273083	2.0750062	Grape
4.6879253	2.0931141	Grape
4.740085	2.1446927	Grape
4.6199346	3.816881	Grape
4.7939053	1.9821118	Grape
4.782825	1.9823868	Grape
4.376133	2.5682235	Grape
8.437605	5.3280034	Apoptosis
4.3698926	2.5774379	Grape
3.0339	8.463674	Grape
2.9755905	8.494538	Grape
2.9766138	8.517359	Grape
2.980108	8.534791	Grape
2.9969819	8.399559	Grape
8.542301	4.916175	Apoptosis
2.9921553	8.5045595	Grape
3.000531	8.423313	Grape
2.9689221	8.470535	Grape
3.9725752	3.2436213	Grape
3.1795998	8.25941	Grape
2.97526	8.444744	Grape
3.9604619	3.1701443	Grape
3.9485564	3.1699367	Grape
4.022591	2.9867928	Grape
3.9585934	2.9830759	Grape
3.8325243	3.082473	Grape
3.9185934	3.1402235	Grape
7.914622	4.763402	Apoptosis
4.9783792	3.3783507	Grape
4.9773097	3.435299	Grape
4.936713	3.4594002	Grape
5.009258	3.5126872	Grape
4.972721	3.5148273	Grape
4.71463	2.6810908	Grape
4.982755	3.5935817	Grape
4.725471	2.5136206	Grape
4.649153	2.5569913	Grape
4.7059865	2.2295043	Grape
4.6717234	2.3290467	Grape
4.2970805	2.9050236	Grape
4.3927207	2.9655452	Grape
4.387556	2.938428	Grape
4.3586545	2.9249067	Grape
4.338267	2.9072845	Grape
4.4057827	2.9582179	Grape
4.321347	2.817477	Grape
4.393668	2.7900097	Grape
4.3047166	2.8167713	Grape
4.39052	2.9659667	Grape
4.344784	2.8539734	Grape
4.313801	2.8172386	Grape
4.305588	2.861667	Grape
3.013222	3.102256	Polylobed
4.034198	1.9093764	Polylobed
3.0059693	3.132531	Polylobed
2.941759	3.1560411	Polylobed
3.9587631	1.9495986	Polylobed
5.7677054	3.551232	Grape
5.745075	3.5724876	Grape
5.2532525	3.69462	Grape
5.697201	3.5099416	Grape
5.710368	3.5790257	Grape
5.739921	3.5423906	Grape
5.7757273	3.4387238	Grape
2.6720176	6.372416	Grape
5.928198	3.5601013	Grape
5.751633	3.3660924	Grape
2.651171	6.3631115	Grape
5.754513	3.5714884	Grape
4.5689774	4.490255	Grape
5.66478	3.341108	Grape
4.596975	4.5068755	Grape
5.7050977	3.421451	Grape
4.5810647	4.374194	Grape
2.865561	7.556766	Grape
5.3401194	3.2947233	Grape
4.8049517	2.82951	Grape
5.3099656	3.0616682	Grape
4.5223336	3.5429852	Grape
4.6388636	3.410072	Grape
5.294034	3.0806751	Grape
5.323773	3.3044648	Grape
4.4071374	3.7252324	Grape
5.378277	3.0552664	Grape
5.4380565	3.066552	Grape
5.3018565	3.2645786	Grape
5.499301	3.1235182	Grape
5.437269	3.092177	Grape
5.3329234	3.1292534	Grape
5.506785	3.181696	Grape
5.539392	3.249938	Grape
4.7886724	2.614747	Grape
4.7170086	2.4628544	Grape
5.519259	3.2313497	Grape
3.0887702	3.773284	Grape
4.5607505	2.1234767	Grape
4.5007205	2.193083	Grape
3.2488654	3.7492545	Grape
4.623223	2.1298656	Grape
4.5843697	2.1313317	Grape
3.515916	2.239919	Grape
4.6460977	2.3046668	Grape
3.5069783	2.2106607	Grape
4.5804443	2.3931994	Grape
3.5170631	2.2382255	Grape
4.5486026	2.5228043	Grape
4.3332086	2.103248	Grape
3.4960113	2.231705	Grape
4.4933805	2.5542777	Grape
4.529646	2.3781855	Grape
4.4855638	2.2230563	Grape
6.325983	4.253891	Grape
6.138497	4.1668983	Grape
8.685077	5.965897	Apoptosis
8.655562	5.920773	Apoptosis
4.062141	3.1638224	Grape
4.095272	3.4135737	Grape
3.7986097	4.1916656	Grape
8.357899	5.5294185	Apoptosis
