	Apoptosis	Artefact	Binuclear	Elongated	Folded	Grape	Hole	Interphase	Large	Metaphase	MetaphaseAlignment	Polylobed	Prometaphase	SmallIrregular	UndefinedCondensed
0	0.8181818181818182	0.7550200803212851	0.777988614800759	0.6666666666666666	0.7142857142857143	0.9212962962962963	0.6774193548387096	0.7310126582278481	0.8333333333333334	0.6842105263157895	0.6993464052287581	0.8728129205921938	0.8379204892966361	0.5730337078651685	0.375
