	Apoptosis	Artefact	Binuclear	Elongated	Folded	Grape	Hole	Interphase	Large	Metaphase	MetaphaseAlignment	Polylobed	Prometaphase	SmallIrregular	UndefinedCondensed
0	0.0	0.08570626591347022	0.04035447368728509	0.0	0.0	0.10648745159622909	0.014849830655031426	0.06761432615664263	0.04729178116272373	0.007983445413624689	0.06239101602978366	0.07427237406187638	0.014960854863443568	0.01998587671688771	0.0
1	0.04228481972209331	0.007112231802574169	0.06519196968815039	0.05888313511791157	0.00038939849684300185	0.08805276493327932	0.04421399575121601	0.08534681765345714	0.06590914018162147	0.05825838871521621	0.10010162185136896	0.0038038152178861335	0.0009888981856360623	0.0729299075411867	0.0
2	0.0	0.07332125174847781	0.06251624292260824	0.004380121609161269	0.016930800853113978	0.030657366121201415	0.06212454384692387	0.007597979486636437	0.01748515917040527	0.0439592158155823	0.0869916273042957	0.05009798065726638	0.03391295397544222	0.005083853523142392	0.019376933457529617
3	0.023637104072577797	0.02463834189019219	0.030292827288361898	0.015767658062135762	0.025320042949400417	0.009240573741128381	0.05166422994507389	0.09375060825647147	0.0	0.0	0.03906737839639839	0.12586630533223592	0.13897868663282228	0.03964314951302906	0.0
4	0.09365651260920047	0.0893476140653979	0.036489251072196235	0.007905669725404218	0.0015781081534273257	0.04286866718753086	0.026045113993690444	0.012338423946058323	0.054521799005838756	0.06384672473512382	0.0031890452006117062	0.08116984270741366	0.14980791786422426	0.058069516042978414	0.0365445785914419
5	0.12835865411031003	0.05064966878096811	0.12822578406837457	0.0338769628298028	0.05012026787194612	0.03448575774205458	0.025562088028464294	0.012216837099207116	0.010922087219492999	0.09204575045318317	0.05529754495065405	2.1199292096352283e-06	0.06115933470871537	0.0	0.0
6	0.08043942985380884	0.010045431523929848	0.06977826433153207	3.1173357510616594e-07	0.0023163956168495304	0.14970202249715378	0.05361235029551655	0.06541802361280585	0.06744958923859005	0.046422241447455034	2.3659230666065622e-07	0.060211291813792096	0.16848135693821537	0.018578660691157954	0.0016602265656099288
7	0.03210678572238795	0.0010575272762217837	0.05741393051128169	0.010467059872411944	0.016522882903170923	0.11448111046059288	0.012909953248297353	0.07983580576876749	0.04670693746799536	0.0	0.04845002265071415	0.05986964709950309	0.05035445689122825	0.05430670541081518	0.0070912783895218205
8	0.043560539026106265	0.1198960888826233	0.015330692727642883	0.0	0.032881499710079386	0.12113097739748732	0.0007299995221098749	8.670088187546915e-10	0.006697555772400009	0.01911193281691894	0.12427026666326654	0.07144433441270678	0.06993732815923687	0.09749734277589447	0.0310471717123306
9	0.0	0.12292121385916847	0.06456871041424497	0.0	0.0	0.03606869793935534	0.05850949766869298	0.03033822287058367	0.0010699204389428003	0.03530278295703513	0.11673327459193894	0.06128387718320831	0.009271965191444164	0.01265703479105321	0.0018921484140340858
10	0.030775889544312277	0.03252129596145544	0.00591057728147851	0.013222494968560258	0.04020738777138731	0.0	0.06613580271642178	0.08774866329680286	0.08898999991850377	0.03326680625707201	0.026172082677393953	0.02480700902461308	0.027157894452906974	0.031116512579491083	0.016542141501166056
11	0.039420273400164824	0.030257396916747177	0.06324272818361591	0.00997362355081824	0.07822871063054078	0.12136927590714376	0.10221219758798303	0.24357500635291876	0.013865337983483118	0.001577396917823105	0.0022587319396004894	0.07431903182709605	0.005921754364654927	0.00838269418449787	0.01712894603738014
12	0.027526394096622983	0.053113951347554006	0.02976731780044501	0.035181392532890175	0.06701302769199212	0.014716314722934625	0.01870687017663518	0.08567503407377994	0.015274230302603031	0.04001532780663329	0.09285149121462993	0.04644271267939141	0.1969466340770965	0.0007524063521111031	0.0
13	0.12905159554729406	4.1400805554474314e-08	0.18281641519050845	0.0	0.021317142041744903	0.05112520350029426	0.07573004782175677	0.08285208146563544	0.030616866286952867	0.02624058538328749	0.09316094960784703	0.059787746441062516	0.108697425683299	0.0038965763843443243	0.0028281862578108507
14	0.0016322999704330877	0.0002052651390832262	0.013180392477012436	0.013060847231934318	0.05652644560994955	0.06068693215731249	8.853650687091924e-08	0.03542047799039506	0.008570940974933298	0.0	0.0008201853890031485	0.055078440497832684	0.062339108432273284	0.1172311123884519	0.03670826835626734
15	0.13254501978313854	0.011724588275775107	0.08039109563047918	0.0	0.0	0.028548613260779957	0.024367558057608773	0.014587866273073668	0.0	0.0	0.10737888842464835	0.07187575046044586	0.1368605714275442	0.03573959218922904	0.006842416738210941
16	0.009189889349499847	0.08820363197727778	0.019214247323843088	0.0	0.0	0.10126178829602014	0.0417079976332465	0.05821444103176134	0.0	0.044359175465942965	0.030412107650137955	0.014858966169254827	0.06883972680032772	0.12093767911483692	0.024384730500662415
17	0.04281441744787137	0.09276834619462267	0.032794572138613455	0.0177399600510195	0.070592774259785	0.04009845981336425	0.04595587231879911	0.17882571814298298	0.028255867875649713	0.00878223088201091	0.03165099568397558	0.021091605317004204	0.013949400776705876	0.011644134948368244	0.0032172528179681896
18	0.0	0.12301026703865416	0.09968638427563391	0.0	0.04046551946649725	0.054192917638931616	0.009715727821221367	0.1502577865586311	0.014319730397733817	0.0	0.013800321423295809	0.017763963841978286	0.02416006830604681	0.15452922687553033	0.0
19	0.004818755602033872	0.08938435167983472	0.018756196744552537	0.021621293139516953	0.0016417271915036198	0.055540425253090955	0.028516793530648503	0.08468167132993146	0.011692916007547528	0.04878576976547066	0.06122801380094592	0.07963257791902963	0.07450916541225397	0.11751183365640992	0.011819460703674714
20	0.041520098721543164	0.11671018280663484	0.011981889124275983	0.04807608874034975	0.0	0.015895370998398602	8.150894383798044e-08	0.029796651815161848	0.0	0.011178381382407381	0.09231718706207385	0.13710832088877611	0.06029852679043363	0.0011792199419219387	0.003346158006561104
21	0.10145151181074209	0.01827016129940912	0.0881727520114647	0.0	0.016459808907556838	0.07500793072228899	0.03942779087219757	0.19234407068071757	0.011250129047995239	0.054671580080813444	0.06396087720575197	0.00924187126869912	0.05419915414229366	0.05881844042745058	0.0
22	0.06461569799659851	0.03930702692059238	0.05723116802907592	0.0	0.07895587742179226	0.04258723458207597	0.00016305705514627278	0.02599848606384913	0.010167266212100456	0.019565483453646688	0.1642928171038841	0.027417262339507992	0.019452597140028925	0.0	0.0
23	0.0012131069050757865	0.0984686482672684	0.020975075868654033	0.04221545780388986	0.0	0.1113274844128938	0.052857616009390596	0.10162315101296075	0.009123046359627107	0.0	0.006463162947188119	0.06992039254981389	0.06201096364304484	0.0378294549437448	0.0
24	0.19563625105237456	0.0	0.06990153042337338	0.08139432807386224	0.03146438596719956	0.0	0.0	0.01656225526978469	0.0628293781520206	0.03862519864909311	0.0	0.02955780463432541	0.08119664257701188	0.015938885429182058	0.0
25	0.05873544258881616	0.0	0.021669035447636657	0.007679404723702115	0.01584812939671347	0.005840017365079564	0.023140466581214054	0.011489398892022109	0.0035042532751196473	0.10618927912029964	0.1603478110932675	0.0844437052889098	0.04526365790808245	0.12197957787666835	0.0269620603206886
26	0.06879327942704401	0.051149052967909975	0.07089585555088991	0.08960212015530987	0.0	0.03901996949783137	2.489284762517265e-06	0.0478606569849439	4.0787226630811633e-08	4.154854699235624e-08	0.010137426966018546	0.029106047081340628	0.03417588037499811	0.041944105344663724	0.0014220901034530445
27	0.004609803263383815	0.007222747639814894	0.03908498096316614	0.00911133752762688	0.0	0.027419006920601056	0.0011163852511121718	0.11460993682344577	0.025778442333347498	0.043778306190409344	0.10315484082602099	0.03971935811825343	2.9986824324078847e-07	3.251699119832344e-07	0.04440260894599364
28	0.02938461367431349	0.05785836552756331	0.047708373475507236	0.024441517916979412	2.267790879420744e-08	0.11003754990951928	1.1718994742494808e-06	0.06525191131516517	0.0018419810410363498	0.09444626987741575	0.01994008197153526	0.07394167245617797	0.07351841661522372	0.07067368152707444	0.0
29	0.01211696606328637	7.763404242117848e-08	0.007277457941483417	0.013060833597245023	0.0	0.09911650724052205	0.035265825838147455	0.09232854040329572	0.06671026439570285	0.0	0.03427578204857311	0.09001962990425692	0.020217796620815156	0.06642443558090527	0.009669019780633724
30	0.02693601713961045	0.10052049418413836	0.09345266989481854	0.0	0.0	0.1195371798597038	0.03320071637943161	0.03633591376582407	0.0	0.08069140275797025	0.0014259296500148747	0.01694259184494655	0.04647009185393206	0.0019900198140765	0.009309960077666858
31	0.06689381786454413	0.12453810357067158	0.0241393320451412	0.0	0.014012986555317759	0.03853215089987478	0.034847218061042684	0.1540206498270944	0.05452833133981195	0.017610703894063995	0.09734465135957407	0.13441915453828598	0.10407767420462725	0.11545071446037668	0.017313629796495797
32	0.1152348744509828	0.04817010641028276	0.010659958380553104	0.004184263066852204	0.019959249606990127	0.02733940939183888	0.0	0.08154254432564913	0.0	0.0166353217607032	0.006275445469824006	0.04150290309185972	0.053980311560393554	0.0002360507999976322	0.001501168687798014
33	0.0066446925403567	0.009633967924375804	0.08695871341349051	0.02545904221899181	0.0066736053179423625	0.0821759888564209	0.00408611092195351	0.03243290667015069	0.06983762792610161	0.03482618038293102	0.024483612436288563	1.2172489187619366e-06	0.08979033291342617	0.006976392969163043	0.08972253163439091
34	0.014692781331245953	0.021869736758650782	0.039564914218441584	0.022797542874242793	0.02884563662041227	0.1593538758736777	0.1424649262950857	0.17972670415620773	0.06579054389655607	0.09060083514323469	0.1740967274974044	0.019545794157593506	0.02207222534298498	0.002183825225707738	0.011732154342777378
35	0.05504751058317989	0.022806102713356327	0.0004909073210236967	0.0	0.04428361142829186	0.072306779139863	0.006633722578216304	0.02022244759462392	0.04017885733057586	0.057645273979043204	0.031213898514574078	0.02479490278394541	1.3561630772547992e-07	0.009994111554879557	0.06430455377585727
36	0.10132343358502531	0.14932496246218777	0.11303778063789627	0.015812729851795455	0.03601771171147781	0.08970310574693037	0.0	0.03935849753272953	0.04315592177239795	0.01889956141703951	0.08913491361216215	0.012488916353410484	0.05095450043649629	0.007721305519266855	0.0
37	0.0183208833016061	0.010629226658888453	0.02729714533535063	0.0	0.0	0.1768316107447055	0.05983517752081533	0.031955033326205244	0.026353935608652054	0.07680672457385869	0.12542363952904256	0.04164545083779965	0.06662970468744688	0.1117851011177636	0.00311501868883573
38	0.12364640000259758	0.02819528036517763	0.04929304400865364	0.03232077820088707	0.01441443594160396	0.026331614417531624	0.034237699903041	0.0361520601401124	0.047399159454711126	0.030115354634969106	0.020992064814264185	0.04832301259778929	0.03636896145607146	0.0	0.050602687954048785
39	0.14266954512708174	0.012682191935240582	0.01659296486416676	0.002211490843620906	0.06888203154563305	0.23850032999311999	0.041348820642572594	0.05567133680982679	0.006203313415855662	0.005815128541345258	0.03479365682380502	0.03809481550118537	0.1555338606240877	1.4987761002357335e-07	0.021012827542866215
40	0.0125146159419783	0.024982473778140796	0.027448469531086084	0.002565630540650672	0.0	0.006110478883343875	0.04360523374568932	0.03402890261624611	0.007847927981230466	0.0766877050286949	0.09836711578898708	0.09916814185061305	0.059179523138057716	0.025290200886353326	0.0
41	0.0	0.053814429981581764	0.015541553971056301	0.0	0.06026892351179204	0.03285703741124395	0.07189329864653847	0.004536726045766162	0.06136522808832619	0.0	0.05598767731179173	0.007662936855230907	0.04356994670905757	0.06777658794106958	0.07050239247388516
42	0.07699592596600084	0.04803174421467654	0.019931883043528262	2.6473438214308013e-08	0.0	0.0	0.09290661575436844	0.015453756855509586	0.0	0.0	0.12342827125079792	0.0555919108497713	0.05304314983254248	0.054836888955507375	0.0
43	0.0003341308715521532	0.08688249438315981	0.02100913660993271	0.049525280908861845	0.010250420781662162	0.05247085284341746	0.0016492274520804046	0.008483444637549156	1.1934661147146261e-08	0.04404385687513021	0.035652097544393864	0.0006889097811506488	0.03392317248084083	0.10042600048890357	0.026601726310490324
44	0.0	0.06272721858887688	0.0356918000533581	1.3330262600532305e-07	0.007423094938136994	0.03772542231709007	1.1222907046855863e-06	0.0184736012218218	0.007719109173759686	0.0026185021082479583	3.2670706755615e-07	0.09883852922014488	0.03233296515358563	0.058420554721378415	0.029008371271475847
45	0.11412299783259472	0.0014401166880374375	0.04759482115834276	0.03686962399185027	0.006213709993860883	0.14143882878317743	0.09215746279224003	0.06699844661223532	0.07639296422255273	0.027586967980188466	0.13755940881165069	0.07827001942928154	0.054388743897376426	0.1737856468353034	0.0
46	0.015350124949423373	0.07227743092150636	0.019679376519521345	0.02211690589649533	0.007140346517947991	0.06246892354180208	0.04617055857787	0.026861371062639583	0.0	0.05530741740533247	0.06846639738783683	0.03271419719476702	0.02828709425648778	0.07692609764925386	0.0
47	0.0	0.0339470038859849	0.033829313783378806	0.024114377113271575	0.030363180746269997	0.040716680027068644	0.004373716788211497	0.013976403363177431	0.010427869291211577	0.05438586612624965	0.021968738168148205	0.03246021172549557	0.0937653775843283	0.04566350978063928	0.008855333521564751
48	0.010143223467884576	0.009192106875721808	0.07624932239452663	0.027691151325980077	0.004615832844087039	0.04039143891882766	0.02439306038090725	0.039358308956009364	0.015397373643912344	0.017230529689861388	0.08842424284622433	0.020585330476421172	0.020990038852966558	0.06753756612914248	0.024360357235915134
49	0.0700935541992597	0.06975585568918045	0.04451362095767675	0.026048850069709154	0.02250729356911337	0.001300744976388485	0.020968351157950323	0.04937559414626333	0.01774978691344691	0.011644462784588194	0.09071224137408741	0.018986276288717636	0.009488224676751093	3.1114967474100835e-08	0.0
