Model_Type	Mitocheck_Phenotypic_Class	Model_Feature_Type	Model_Balance_Type	Average_Rank	Average_P_Value	Min_IQR_Rank	Max_IQR_Rank	Min_IQR_P_Value	Max_IQR_P_Value	Count
shuffled_baseline	Grape	CP_zernike_only	unbalanced	13.108108108108109	0.021576115509932037	12.0	15.0	0.010811699199142499	0.026043780737836975	74
shuffled_baseline	Grape	DP	balanced	9.91891891891892	0.025793487081957278	7.25	13.0	0.0007157943468736	0.013412008862324125	74
shuffled_baseline	Grape	DP	unbalanced	8.972972972972974	0.010403783462707665	6.25	11.75	0.000139657158887525	0.008356106435976476	74
shuffled_baseline	Hole	CP	balanced	8.74561403508772	0.057130423696888574	5.0	12.0	0.018085953617737224	0.07247787795501161	114
shuffled_baseline	Hole	CP	unbalanced	10.666666666666666	0.03749024748617166	9.0	13.0	0.02051125123318305	0.0466498281316531	114
shuffled_baseline	Hole	CP_and_DP	balanced	8.74561403508772	0.03874463805570448	5.0	12.0	0.00051503778775915	0.014686534754219676	114
shuffled_baseline	Hole	CP_and_DP	unbalanced	8.93859649122807	0.03811174651526596	6.0	12.0	0.00401712994103005	0.04586778389643512	114
shuffled_baseline	Hole	CP_areashape_only	balanced	8.736842105263158	0.06295365809274366	4.0	13.0	0.03328139327641332	0.080255584628237	114
shuffled_baseline	Hole	CP_areashape_only	unbalanced	9.929824561403509	0.03959104798022914	8.0	12.0	0.0232115065879644	0.0464064559439792	114
shuffled_baseline	Hole	CP_zernike_only	balanced	8.789473684210526	0.06452726191588098	5.0	13.0	0.04779803638859477	0.07499049406774633	114
shuffled_baseline	Hole	CP_zernike_only	unbalanced	10.464912280701755	0.038373012709728906	9.0	12.0	0.027980335471526726	0.046571147590971	114
shuffled_baseline	Hole	DP	balanced	9.175438596491228	0.05665301752370391	5.25	13.0	0.0008516338030081501	0.031468861049571924	114
shuffled_baseline	Hole	DP	unbalanced	8.798245614035087	0.02597134186070981	5.0	12.0	8.977303250920634e-05	0.005781689987563799	114
shuffled_baseline	Interphase	CP	balanced	7.011904761904762	0.06435086173199081	5.0	9.0	0.03852367553318635	0.07806334657420272	420
shuffled_baseline	Interphase	CP	unbalanced	3.8261904761904764	0.130674220070134	1.0	5.0	0.0808461876606971	0.16379079680232367	420
shuffled_baseline	Interphase	CP_and_DP	balanced	6.4	0.1252578565888664	2.0	10.0	0.0043946748747309755	0.15288786039034688	420
shuffled_baseline	Interphase	CP_and_DP	unbalanced	5.864285714285714	0.14367898093217754	2.0	9.0	0.024224241562765224	0.1822117894696857	420
shuffled_baseline	Interphase	CP_areashape_only	balanced	7.3	0.0662954205965295	4.0	10.0	0.04891334665563875	0.08242407754328145	420
shuffled_baseline	Interphase	CP_areashape_only	unbalanced	2.530952380952381	0.14603382720752728	1.0	3.0	0.11549270792744662	0.17081458513202116	420
shuffled_baseline	Interphase	CP_zernike_only	balanced	7.79047619047619	0.06603733281388244	5.0	10.0	0.056844053964164545	0.07445041431122723	420
shuffled_baseline	Interphase	CP_zernike_only	unbalanced	2.242857142857143	0.13923200816500286	1.0	3.0	0.11891000812105035	0.15766876093001084	420
shuffled_baseline	Interphase	DP	balanced	5.985714285714286	0.13578111391849215	2.0	10.0	0.0080133085233027	0.1702557802904328	420
shuffled_baseline	Interphase	DP	unbalanced	6.359523809523809	0.16677809343159355	2.0	11.0	0.001294719317887125	0.17303887017841202	420
shuffled_baseline	Large	CP	balanced	8.329113924050633	0.07702243234119399	4.0	12.5	0.0186801239439292	0.08531406603876635	79
shuffled_baseline	Large	CP	unbalanced	10.20253164556962	0.049166696163256855	7.5	14.0	0.01302584114917165	0.061705214304743405	79
shuffled_baseline	Large	CP_and_DP	balanced	8.822784810126583	0.03792488563991983	6.0	12.0	0.0005479353327001	0.0314826228551282	79
shuffled_baseline	Large	CP_and_DP	unbalanced	8.354430379746836	0.04813416608042404	5.5	11.5	0.007058170531854899	0.05836484168204925	79
shuffled_baseline	Large	CP_areashape_only	balanced	7.2405063291139244	0.11150191281088495	2.0	13.0	0.031673025518468054	0.11876392748214254	79
shuffled_baseline	Large	CP_areashape_only	unbalanced	11.810126582278482	0.02626150720736538	10.0	14.0	0.009816325831434599	0.03603615494330025	79
shuffled_baseline	Large	CP_zernike_only	balanced	8.405063291139241	0.06670688171846012	4.0	13.0	0.04801361100780985	0.0781378907163129	79
shuffled_baseline	Large	CP_zernike_only	unbalanced	12.189873417721518	0.02685521226835467	11.0	14.0	0.019363253398618052	0.03096815318176245	79
shuffled_baseline	Large	DP	balanced	9.025316455696203	0.025988673294616384	6.0	12.0	0.00105322601695835	0.02770807968517745	79
shuffled_baseline	Large	DP	unbalanced	8.734177215189874	0.013881932108776758	6.0	12.0	0.00019790534772505	0.01043907957245415	79
shuffled_baseline	Metaphase	CP	balanced	10.31081081081081	0.06039106814195782	7.25	14.0	0.008877251069015001	0.046097017059649976	74
shuffled_baseline	Metaphase	CP	unbalanced	12.283783783783784	0.02386767593267124	10.25	15.0	0.00789785132913535	0.0363902891194251	74
shuffled_baseline	Metaphase	CP_and_DP	balanced	9.58108108108108	0.026982322408220193	7.25	13.0	0.000372787379128175	0.016163367445178625	74
shuffled_baseline	Metaphase	CP_and_DP	unbalanced	10.662162162162161	0.0231196648746769	9.0	14.0	0.0038446052037687996	0.0223100702268043	74
shuffled_baseline	Metaphase	CP_areashape_only	balanced	9.95945945945946	0.05703000156903444	6.0	15.0	0.021095584550673473	0.07351957040479812	74
shuffled_baseline	Metaphase	CP_areashape_only	unbalanced	12.202702702702704	0.023966602831131105	11.0	14.0	0.009395584764692474	0.032752603858463	74
shuffled_baseline	Metaphase	CP_zernike_only	balanced	7.513513513513513	0.06922782134707124	3.25	12.75	0.053612461217323576	0.08121705762990168	74
shuffled_baseline	Metaphase	CP_zernike_only	unbalanced	12.472972972972974	0.029761223045299844	11.0	15.0	0.017238768979896874	0.03577831694667765	74
shuffled_baseline	Metaphase	DP	balanced	8.77027027027027	0.04894679179196715	5.0	13.0	0.001638724279524325	0.02842386556996595	74
shuffled_baseline	Metaphase	DP	unbalanced	8.81081081081081	0.019906610266343314	6.0	12.0	0.00031110917185525	0.008049587278352624	74
shuffled_baseline	MetaphaseAlignment	CP	balanced	7.377142857142857	0.06666470437036112	4.5	10.0	0.03028900942159715	0.08868427808705055	175
shuffled_baseline	MetaphaseAlignment	CP	unbalanced	7.491428571428571	0.05600592388090559	6.0	9.0	0.033798725807074756	0.0731299201171121	175
shuffled_baseline	MetaphaseAlignment	CP_and_DP	balanced	7.394285714285714	0.07168547955557214	3.5	11.0	0.0014769168495749	0.06523886283367936	175
shuffled_baseline	MetaphaseAlignment	CP_and_DP	unbalanced	8.154285714285715	0.03729291556381713	5.0	11.0	0.00823229728046135	0.04901647243098545	175
shuffled_baseline	MetaphaseAlignment	CP_areashape_only	balanced	7.525714285714286	0.0725850668960379	4.0	11.0	0.0408789305764686	0.08651517176505599	175
shuffled_baseline	MetaphaseAlignment	CP_areashape_only	unbalanced	7.017142857142857	0.06939726106137013	5.5	9.0	0.0392348802809638	0.08563329664077071	175
shuffled_baseline	MetaphaseAlignment	CP_zernike_only	balanced	8.17142857142857	0.0659381606930119	4.0	12.0	0.05007530875181675	0.08026538271730746	175
shuffled_baseline	MetaphaseAlignment	CP_zernike_only	unbalanced	7.308571428571429	0.06350293728379014	6.0	9.0	0.047807443728413	0.07576455374826216	175
shuffled_baseline	MetaphaseAlignment	DP	balanced	8.714285714285714	0.05090004846711908	5.0	13.0	0.00179554774327965	0.0392908697497457	175
shuffled_baseline	MetaphaseAlignment	DP	unbalanced	8.725714285714286	0.029101147679542787	5.0	13.0	0.00013726998666905	0.01390644497085745	175
shuffled_baseline	OutOfFocus	CP	balanced	8.223684210526315	0.04123374498266942	6.0	10.0	0.0249484592935314	0.0522322734893051	304
shuffled_baseline	OutOfFocus	CP	unbalanced	6.358552631578948	0.0828611309407392	3.0	9.0	0.04162959598119262	0.10173560271532364	304
shuffled_baseline	OutOfFocus	CP_and_DP	balanced	9.549342105263158	0.017509031026356366	7.0	13.0	5.854943318626713e-05	0.004956778577291825	304
shuffled_baseline	OutOfFocus	CP_and_DP	unbalanced	5.8881578947368425	0.054930615216887684	3.0	8.0	0.01015969280349915	0.06134385564454275	304
shuffled_baseline	OutOfFocus	CP_areashape_only	balanced	7.5756578947368425	0.06598047133246333	4.0	11.0	0.0341243970952191	0.08811307141182295	304
shuffled_baseline	OutOfFocus	CP_areashape_only	unbalanced	5.720394736842105	0.0961672994731499	4.0	8.0	0.04645114113290497	0.11196387636002625	304
shuffled_baseline	OutOfFocus	CP_zernike_only	balanced	7.6743421052631575	0.06733609676656381	4.0	11.0	0.0555894654302141	0.07790878843402216	304
shuffled_baseline	OutOfFocus	CP_zernike_only	unbalanced	5.016447368421052	0.0878980443691079	4.0	6.0	0.07299384541646357	0.09873845747415888	304
shuffled_baseline	OutOfFocus	DP	balanced	5.828947368421052	0.13263670638750116	2.0	9.0	0.00181189477496635	0.09623933034805662	304
shuffled_baseline	OutOfFocus	DP	unbalanced	8.24671052631579	0.10968764045474266	4.75	12.0	4.134196045568695e-05	0.012276722631670576	304
shuffled_baseline	Polylobed	CP	balanced	6.422343324250681	0.07656247271216805	4.0	9.0	0.0382389555177585	0.089880188474632	367
shuffled_baseline	Polylobed	CP	unbalanced	3.88283378746594	0.12454735637368873	2.0	5.0	0.0798623976392442	0.15125352839776365	367
shuffled_baseline	Polylobed	CP_and_DP	balanced	6.392370572207084	0.11925757974026739	3.0	10.0	0.0036499023917403997	0.108338964933146	367
shuffled_baseline	Polylobed	CP_and_DP	unbalanced	6.389645776566757	0.12163170871169407	3.0	10.0	0.01421916156443185	0.13001284747009856	367
shuffled_baseline	Polylobed	CP_areashape_only	balanced	6.940054495912807	0.06860893908808978	4.0	10.0	0.0468176263336827	0.0833671480523845	367
shuffled_baseline	Polylobed	CP_areashape_only	unbalanced	3.1444141689373297	0.1338019962320466	2.0	4.0	0.09643831929318386	0.159942890954905	367
shuffled_baseline	Polylobed	CP_zernike_only	balanced	7.547683923705722	0.06711147988060805	5.0	10.0	0.0584454162814394	0.0750043647611334	367
shuffled_baseline	Polylobed	CP_zernike_only	unbalanced	2.760217983651226	0.1274142262921332	2.0	4.0	0.10788302019009045	0.14393095869364175	367
shuffled_baseline	Polylobed	DP	balanced	6.490463215258855	0.10757044931728338	3.0	10.0	0.0038801327081007496	0.11039665326419575	367
shuffled_baseline	Polylobed	DP	unbalanced	6.632152588555858	0.16772647877302657	2.0	11.0	0.0005880974206731999	0.1633575558273278	367
shuffled_baseline	Prometaphase	CP	balanced	6.956521739130435	0.06982959402124372	4.0	9.0	0.0395540208545063	0.0835910982601572	345
shuffled_baseline	Prometaphase	CP	unbalanced	4.072463768115942	0.12238004701755756	2.0	5.0	0.0780623702827991	0.150717360326724	345
shuffled_baseline	Prometaphase	CP_and_DP	balanced	5.171014492753623	0.12283358464892088	2.0	7.0	0.0086772862483668	0.1455135398917194	345
shuffled_baseline	Prometaphase	CP_and_DP	unbalanced	5.231884057971015	0.11352640850450726	2.0	7.0	0.0200567753059708	0.1478118392839754	345
shuffled_baseline	Prometaphase	CP_areashape_only	balanced	7.310144927536232	0.06686142878372978	5.0	10.0	0.0500736982490136	0.0820901246567536	345
shuffled_baseline	Prometaphase	CP_areashape_only	unbalanced	3.782608695652174	0.11443883004682857	2.0	5.0	0.0864282717312212	0.1372319563955562	345
shuffled_baseline	Prometaphase	CP_zernike_only	balanced	7.220289855072464	0.06888985929195234	4.0	10.0	0.0583881528653068	0.0773715560622717	345
shuffled_baseline	Prometaphase	CP_zernike_only	unbalanced	3.1623188405797102	0.11803804819094556	2.0	4.0	0.1027155764665666	0.132918691625565	345
shuffled_baseline	Prometaphase	DP	balanced	5.959420289855072	0.13227288433308326	3.0	9.0	0.0067524625957608	0.1521143275886713	345
shuffled_baseline	Prometaphase	DP	unbalanced	5.846376811594203	0.14628488877490595	2.0	9.0	0.0009352075759626	0.1261508778563972	345
shuffled_baseline	SmallIrregular	CP	balanced	8.146341463414634	0.0592466694698445	5.0	11.0	0.0257833821197755	0.08053256949251933	164
shuffled_baseline	SmallIrregular	CP	unbalanced	8.457317073170731	0.04213078862962046	7.0	10.0	0.02523799745924645	0.05306623795079595	164
shuffled_baseline	SmallIrregular	CP_and_DP	balanced	7.829268292682927	0.05234987284546568	4.0	12.0	0.001331381979420875	0.04284588811912407	164
shuffled_baseline	SmallIrregular	CP_and_DP	unbalanced	8.713414634146341	0.04716025563502621	5.0	12.0	0.006471874069553375	0.060953151397739824	164
shuffled_baseline	SmallIrregular	CP_areashape_only	balanced	7.579268292682927	0.07087139592390179	4.0	11.0	0.04466021196194697	0.08233320257664355	164
shuffled_baseline	SmallIrregular	CP_areashape_only	unbalanced	8.207317073170731	0.05638178344728376	6.0	10.0	0.036031624432446875	0.07077700225431052	164
shuffled_baseline	SmallIrregular	CP_zernike_only	balanced	7.554878048780488	0.07024492214350199	3.0	11.0	0.055888465882515476	0.0834211126777781	164
shuffled_baseline	SmallIrregular	CP_zernike_only	unbalanced	8.00609756097561	0.054656512846889146	6.0	9.0	0.040443169765385326	0.06508662611804003	164
shuffled_baseline	SmallIrregular	DP	balanced	6.774390243902439	0.0776010940517604	3.75	10.0	0.0052168088338041	0.08359221457130232	164
shuffled_baseline	SmallIrregular	DP	unbalanced	8.121951219512194	0.027106350847130686	4.0	12.0	0.00024159233711469998	0.0200587118481002	164
