Metadata_DNA	Model_Type	Mitocheck_Phenotypic_Class	Model_Feature_Type	Model_Balance_Type	Average_Rank	Average_P_Value	Min_IQR_Rank	Max_IQR_Rank	Min_IQR_P_Value	Max_IQR_P_Value	Count
LT0030_17/LT0030_17_184_36.tif	final	ADCCM	CP_areashape_only	balanced	6.0	0.0887336557292938	3.5	8.0	0.036956485840477546	0.1314243586668566	3
LT0030_17/LT0030_17_184_36.tif	final	ADCCM	CP_areashape_only	unbalanced	7.666666666666667	0.05950727827506857	5.5	10.0	0.01667412160812545	0.0883827464176603	3
LT0030_17/LT0030_17_184_36.tif	final	ADCCM	CP_zernike_only	balanced	8.0	0.06447083595742893	6.0	10.5	0.02286002349267155	0.09467211359459811	3
LT0030_17/LT0030_17_184_36.tif	final	ADCCM	CP_zernike_only	unbalanced	9.333333333333334	0.045425311653001475	8.0	11.5	0.00825020916118395	0.06750104934873495	3
LT0030_17/LT0030_17_184_36.tif	final	ADCCM	DP	balanced	7.333333333333333	0.0012438591428807	7.0	7.5	0.00044002405456185	0.0017631126820326498	3
LT0030_17/LT0030_17_184_36.tif	final	ADCCM	DP	unbalanced	7.333333333333333	0.002136418363535133	7.0	7.5	0.001079863615808	0.0027359105654231	3
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	CP	balanced	3.6363636363636362	0.5478359088157232	1.0	4.5	0.22637141222673102	0.838338914604411	11
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	CP	unbalanced	3.6363636363636362	0.4978216230240133	1.0	4.5	0.1915306232559778	0.7304446526078009	11
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	CP_and_DP	balanced	3.272727272727273	0.5905018250917583	1.0	3.0	0.34374391813243566	0.8468980741602719	11
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	CP_and_DP	unbalanced	3.1818181818181817	0.5563536641399417	1.0	3.0	0.2948853854460509	0.7921516039080714	11
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	CP_areashape_only	balanced	6.818181818181818	0.07559193581864511	5.0	9.0	0.01941730777717715	0.07591848694812076	11
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	CP_areashape_only	unbalanced	7.636363636363637	0.05263521511007254	5.5	10.0	0.01098706444394305	0.045076203915787996	11
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	CP_zernike_only	balanced	7.2727272727272725	0.06575911933265154	5.5	10.5	0.01446935206700345	0.07423486170943255	11
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	CP_zernike_only	unbalanced	7.7272727272727275	0.049936705581379706	6.0	10.5	0.00928746439711735	0.05469211569264505	11
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	DP	balanced	2.5454545454545454	0.5466478627090608	1.0	2.0	0.24545436802243137	0.7856247668694056	11
LT0030_17/LT0030_17_184_36.tif	final	SmallIrregular	DP	unbalanced	2.6363636363636362	0.49197455153052017	1.0	2.0	0.2733830755145847	0.6808922683698431	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	CP	balanced	7.0	0.08969583326682666	3.0	10.0	0.04924206440311905	0.12694738700168584	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	CP	unbalanced	12.0	0.012333251345853433	11.0	12.5	0.010977330770881	0.01450238691841995	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	CP_and_DP	balanced	5.333333333333333	0.10915398329410202	2.0	7.5	0.02110966732460985	0.16351838221336962	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	CP_and_DP	unbalanced	7.333333333333333	0.08238364649722127	4.5	10.5	0.015475560522415301	0.1218250165151597	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	CP_areashape_only	balanced	9.333333333333334	0.058398580541548235	7.5	11.5	0.0478883388150837	0.06812723687304065	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	CP_areashape_only	unbalanced	10.333333333333334	0.037308641108780106	10.0	10.5	0.036367374456887355	0.039168754145598755	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	CP_zernike_only	balanced	6.333333333333333	0.07528072374457054	5.0	8.5	0.0631849822048218	0.0819280698392422	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	CP_zernike_only	unbalanced	12.666666666666666	0.02383283932769707	12.0	13.0	0.02058377356827385	0.0259425852767892	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	DP	balanced	6.333333333333333	0.02937595650290753	6.0	6.5	0.019801396727179302	0.0405666367707666	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	ADCCM	DP	unbalanced	12.666666666666666	0.00046015719867986774	12.0	13.5	1.9689741450001572e-05	0.0006880374021633026	3
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	CP	balanced	8.0	0.0855598995642364	3.0	12.0	0.03330925851487855	0.1167344183949536	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	CP	unbalanced	9.636363636363637	0.033008670617573684	7.0	12.5	0.01943331119785205	0.042935669061502854	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	CP_and_DP	balanced	8.090909090909092	0.04291436410732414	4.0	13.0	0.00116711164372235	0.06657594228721214	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	CP_and_DP	unbalanced	8.272727272727273	0.03593494539213422	6.5	10.5	0.020261210107164702	0.04562301453642855	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	CP_areashape_only	balanced	5.636363636363637	0.07401366825330828	3.5	8.0	0.058141820698038804	0.0874928515053212	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	CP_areashape_only	unbalanced	8.272727272727273	0.04886809262665879	7.0	9.0	0.0352351305030606	0.0635256691066795	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	CP_zernike_only	balanced	6.7272727272727275	0.07365906699275424	2.5	11.0	0.0581956388073222	0.08920772919764525	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	CP_zernike_only	unbalanced	8.181818181818182	0.051883568162633904	7.0	9.5	0.0387613797713681	0.0578474850953725	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	DP	balanced	7.0	0.04920795948641552	5.0	8.0	0.0111337016760822	0.06916589016808494	11
LT0030_17/LT0030_17_184_36.tif	shuffled_baseline	SmallIrregular	DP	unbalanced	10.272727272727273	0.005661163579809791	7.0	13.5	6.459655971984517e-05	0.0067186494209731	11
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	CP	balanced	3.8	0.15273679764211961	4.0	4.0	0.0020518964992177	0.0156016271643716	5
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	CP	unbalanced	4.4	0.13617126513104236	4.0	6.0	0.0026183043538523	0.0134211874410056	5
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	CP_and_DP	balanced	4.8	0.19053073834890596	5.0	6.0	0.0055368175327224	0.0105972715494205	5
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	CP_and_DP	unbalanced	4.8	0.18027384783271266	5.0	6.0	0.0068707906414114	0.0153254289769126	5
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	CP_areashape_only	balanced	7.0	0.11197182634356465	5.0	9.0	0.0070905731468637	0.0895997459626045	5
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	CP_areashape_only	unbalanced	8.4	0.08000324424520962	8.0	10.0	0.0043498141862054	0.0405637713048764	5
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	CP_zernike_only	balanced	7.4	0.06938092742094804	7.0	10.0	0.0333495410153297	0.0787350165254738	5
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	CP_zernike_only	unbalanced	9.0	0.04010466417018474	9.0	11.0	0.0156596479321471	0.0378131491162795	5
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	DP	balanced	6.2	0.18316935575415225	2.0	10.0	0.0045294371166399	0.1925792016032142	5
LT0030_17/LT0030_17_184_39.tif	final	ADCCM	DP	unbalanced	6.2	0.1615333919289449	2.0	10.0	0.0094699691517868	0.1266116550672739	5
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	CP	balanced	4.2727272727272725	0.4452024089683698	1.0	8.0	0.0022060111357275498	0.8600998620715501	11
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	CP	unbalanced	4.181818181818182	0.44333555742093717	1.0	8.0	0.0045264234906225	0.8265825168214076	11
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	CP_and_DP	balanced	3.3636363636363638	0.4602560582626116	1.0	5.5	0.0046899829955601	0.7773190370683012	11
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	CP_and_DP	unbalanced	3.3636363636363638	0.4495480550304201	1.0	5.5	0.0080459773464343	0.7465497853665612	11
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	CP_areashape_only	balanced	7.909090909090909	0.07195481547186654	3.5	12.5	0.0037114302066536997	0.1330315252749166	11
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	CP_areashape_only	unbalanced	8.090909090909092	0.04498791264213896	3.5	13.0	0.0017614356746387	0.07945432783931869	11
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	CP_zernike_only	balanced	7.454545454545454	0.07060046708268802	4.5	10.5	0.0150254187380566	0.1026575051348004	11
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	CP_zernike_only	unbalanced	7.636363636363637	0.04986974686064165	5.0	10.0	0.0100275218098932	0.067264995944524	11
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	DP	balanced	3.3636363636363638	0.3929005438126454	1.0	4.5	0.005729249590463501	0.6676806644225336	11
LT0030_17/LT0030_17_184_39.tif	final	SmallIrregular	DP	unbalanced	3.4545454545454546	0.3160193659492898	1.0	4.5	0.011846647189724049	0.4584953138530117	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	CP	balanced	7.0	0.10040415423179791	2.0	9.0	0.0518458336859555	0.1795629816828371	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	CP	unbalanced	12.4	0.01576545482789778	10.0	15.0	0.0073040596960062	0.026936645509384	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	CP_and_DP	balanced	8.4	0.00580035250786332	7.0	8.0	0.0010120621803059	0.0021981085793506	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	CP_and_DP	unbalanced	3.8	0.042538369736063716	3.0	5.0	0.0122188091508634	0.0729406400120699	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	CP_areashape_only	balanced	6.2	0.08830611652644553	1.0	11.0	0.0389241579706655	0.1352884745826857	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	CP_areashape_only	unbalanced	10.2	0.051662469717585854	11.0	13.0	0.0127977916430455	0.0308365090837251	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	CP_zernike_only	balanced	7.0	0.07028812276341115	7.0	9.0	0.0632310146146053	0.0760236468727314	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	CP_zernike_only	unbalanced	11.8	0.03224159259131952	12.0	13.0	0.0205347375007027	0.0357891576151252	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	DP	balanced	12.0	0.00553471058198292	9.0	15.0	0.0003743217731941	0.0120819722509695	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	ADCCM	DP	unbalanced	8.2	0.00984314703496868	7.0	9.0	0.002425281715845	0.0059729755714039	5
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	CP	balanced	8.818181818181818	0.05889490059572764	9.0	10.0	0.03269107113150145	0.055239647557885505	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	CP	unbalanced	8.363636363636363	0.03938778435192835	7.0	9.5	0.02013863581875965	0.0533953841900755	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	CP_and_DP	balanced	7.0	0.048064878275347736	4.5	9.5	0.0022459634965951497	0.0395501992189952	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	CP_and_DP	unbalanced	10.090909090909092	0.01805135864850578	7.0	13.0	0.0062958662011798495	0.02182241867169655	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	CP_areashape_only	balanced	9.363636363636363	0.05107289121097818	7.0	12.5	0.04687085253097595	0.0594232104443307	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	CP_areashape_only	unbalanced	7.7272727272727275	0.06150123644796483	6.0	9.5	0.04134209957664145	0.07331373487597731	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	CP_zernike_only	balanced	8.090909090909092	0.07160365094950223	3.0	12.0	0.05270704852547055	0.09023656506902736	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	CP_zernike_only	unbalanced	8.636363636363637	0.04933626709752268	6.5	10.0	0.03839287967323285	0.060809899003208906	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	DP	balanced	7.0	0.0698537893415776	4.0	10.0	0.022766661722008003	0.0627654081096641	11
LT0030_17/LT0030_17_184_39.tif	shuffled_baseline	SmallIrregular	DP	unbalanced	8.363636363636363	0.011854934699295239	4.5	12.0	0.00087440652649385	0.020132581571506148	11
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	CP	balanced	3.0	0.2370707301525099	1.0	5.0	0.011355212982112875	0.3956412626107142	4
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	CP	unbalanced	3.5	0.18666403695875436	1.75	5.25	0.010368450962423675	0.2962750599090007	4
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	CP_and_DP	balanced	3.25	0.4371434069242673	1.0	4.25	0.09119242874241296	0.7292650472611741	4
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	CP_and_DP	unbalanced	3.25	0.3685173979359736	1.0	4.25	0.053979401250275796	0.5743570657772663	4
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	CP_areashape_only	balanced	6.25	0.1367986448631934	3.25	9.5	0.011540101822656149	0.16357812001178496	4
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	CP_areashape_only	unbalanced	7.75	0.07927939316100405	4.25	12.0	0.0059725260620001	0.090296601347943	4
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	CP_zernike_only	balanced	7.5	0.10042758015630705	4.75	11.25	0.012065357849454275	0.10315832518807294	4
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	CP_zernike_only	unbalanced	8.0	0.050749042492822576	5.0	12.0	0.004597097159024375	0.0523501629527361	4
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	DP	balanced	3.75	0.5353337186309187	1.0	3.75	0.20623733111590056	0.9114513556802394	4
LT0030_17/LT0030_17_184_41.tif	final	ADCCM	DP	unbalanced	3.75	0.44621970239771824	1.0	4.25	0.14944859685929268	0.7357893053684746	4
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	CP	balanced	6.0	0.0056329416628156	6.0	6.0	0.0056329416628156	0.0056329416628156	1
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	CP	unbalanced	7.0	0.0073730628563783	7.0	7.0	0.0073730628563783	0.0073730628563783	1
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	CP_and_DP	balanced	10.0	0.0021318105463023	10.0	10.0	0.0021318105463023	0.0021318105463023	1
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	CP_and_DP	unbalanced	10.0	0.0027136501884631	10.0	10.0	0.0027136501884631	0.0027136501884631	1
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	CP_areashape_only	balanced	6.0	0.0215605225559923	6.0	6.0	0.0215605225559923	0.0215605225559923	1
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	CP_areashape_only	unbalanced	5.0	0.0173375395711812	5.0	5.0	0.0173375395711812	0.0173375395711812	1
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	CP_zernike_only	balanced	4.0	0.0834192843778657	4.0	4.0	0.0834192843778657	0.0834192843778657	1
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	CP_zernike_only	unbalanced	2.0	0.1136088639433732	2.0	2.0	0.1136088639433732	0.1136088639433732	1
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	DP	balanced	4.0	0.0150071246971139	4.0	4.0	0.0150071246971139	0.0150071246971139	1
LT0030_17/LT0030_17_184_41.tif	final	Apoptosis	DP	unbalanced	5.0	0.020986489093342	5.0	5.0	0.020986489093342	0.020986489093342	1
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	CP	balanced	4.5	0.43578908395502397	1.0	8.75	3.3848867383111264e-05	0.9111711251063195	8
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	CP	unbalanced	4.5	0.4168101830875758	1.0	8.75	5.764038979352875e-05	0.8794800683904512	8
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	CP_and_DP	balanced	4.0	0.48892988926928915	1.0	6.25	0.007445173101867068	0.9276698567373205	8
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	CP_and_DP	unbalanced	4.125	0.48021335636035867	1.0	6.25	0.0091900240255047	0.9221913866876722	8
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	CP_areashape_only	balanced	6.5	0.1575539936216978	1.0	11.0	0.002662968683939025	0.28676897605325086	8
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	CP_areashape_only	unbalanced	7.0	0.15626585512195687	1.75	12.25	0.00100038816682432	0.27968009025157875	8
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	CP_zernike_only	balanced	7.75	0.08897495497721322	3.0	13.0	0.007797856998273125	0.12323325397544875	8
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	CP_zernike_only	unbalanced	8.0	0.08025114573369016	3.75	13.0	0.004931695053429925	0.10816589741339352	8
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	DP	balanced	3.75	0.514767807835666	1.0	6.25	0.014951290269304727	0.9734835223831373	8
LT0030_17/LT0030_17_184_41.tif	final	SmallIrregular	DP	unbalanced	3.875	0.5032373449621288	1.0	6.0	0.026594025333089445	0.9348448110054581	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	CP	balanced	9.25	0.04448302060386761	5.75	13.0	0.022190315533280623	0.06383982751904027	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	CP	unbalanced	10.75	0.032941477194070375	8.25	14.0	0.018052782674200102	0.04400058942353008	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	CP_and_DP	balanced	10.25	0.008051078361439326	7.5	13.25	0.00128586297089515	0.013509356386647976	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	CP_and_DP	unbalanced	9.75	0.016480798459902076	8.5	11.25	0.011151004156447899	0.018596325011906924	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	CP_areashape_only	balanced	14.25	0.0181466312235581	13.75	15.0	0.008688070064875875	0.025964802696686023	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	CP_areashape_only	unbalanced	12.75	0.019158152050960227	12.0	13.25	0.012449028877070726	0.024045628491233303	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	CP_zernike_only	balanced	9.75	0.08824740060999695	7.0	14.25	0.04413994380260815	0.09262319377714685	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	CP_zernike_only	unbalanced	11.25	0.030749757842255275	10.0	12.25	0.022631457249047676	0.03561212566277125	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	DP	balanced	8.0	0.05275343159910197	2.75	12.75	0.001252455429828325	0.07224849802644749	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	ADCCM	DP	unbalanced	9.25	0.002235066828796025	9.0	10.25	0.000583050925047475	0.0031042653599908	4
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	CP	balanced	2.0	0.1253968873325266	2.0	2.0	0.1253968873325266	0.1253968873325266	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	CP	unbalanced	1.0	0.2872601490496681	1.0	1.0	0.2872601490496681	0.2872601490496681	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	CP_and_DP	balanced	13.0	0.0005250694950963	13.0	13.0	0.0005250694950963	0.0005250694950963	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	CP_and_DP	unbalanced	6.0	0.0506120890151864	6.0	6.0	0.0506120890151864	0.0506120890151864	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	CP_areashape_only	balanced	5.0	0.065023271066809	5.0	5.0	0.065023271066809	0.065023271066809	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	CP_areashape_only	unbalanced	4.0	0.0964157566132802	4.0	4.0	0.0964157566132802	0.0964157566132802	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	CP_zernike_only	balanced	10.0	0.0487036726159588	10.0	10.0	0.0487036726159588	0.0487036726159588	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	CP_zernike_only	unbalanced	1.0	0.1853911491040152	1.0	1.0	0.1853911491040152	0.1853911491040152	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	DP	balanced	1.0	0.4953056693551639	1.0	1.0	0.4953056693551639	0.4953056693551639	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	Apoptosis	DP	unbalanced	14.0	9.237061393809653e-06	14.0	14.0	9.237061393809653e-06	9.237061393809653e-06	1
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	CP	balanced	8.75	0.04889006281796441	6.0	11.25	0.025982362442438872	0.06401439186378492	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	CP	unbalanced	7.625	0.044267390570724784	5.75	9.25	0.030784787729323998	0.04224640663532195	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	CP_and_DP	balanced	6.875	0.04022454932392397	3.75	9.0	0.007777869356870051	0.050517589015594624	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	CP_and_DP	unbalanced	10.25	0.035063737519179655	7.25	13.25	0.008025880815087826	0.02826572663919685	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	CP_areashape_only	balanced	5.375	0.07902403177201776	3.0	8.25	0.06099437906944592	0.09649466893158495	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	CP_areashape_only	unbalanced	8.375	0.05404793409332258	7.75	9.25	0.04093254474297603	0.0615989637161869	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	CP_zernike_only	balanced	6.125	0.07726326214228597	3.75	7.75	0.060921464420860924	0.0827118058651105	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	CP_zernike_only	unbalanced	6.875	0.06564754835264508	5.75	8.25	0.04189709902598138	0.07310650623526693	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	DP	balanced	9.5	0.012381920523001124	6.75	11.25	0.004437147444180275	0.01519607704005105	8
LT0030_17/LT0030_17_184_41.tif	shuffled_baseline	SmallIrregular	DP	unbalanced	7.5	0.05492194356641511	2.75	13.25	0.0009566597016088926	0.07397613407371631	8
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	CP	balanced	1.0	0.737995660835254	1.0	1.0	0.7197038932369775	0.879733617447753	4
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	CP	unbalanced	1.25	0.6454206452644041	1.0	1.25	0.6015791174065661	0.8140585990000015	4
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	CP_and_DP	balanced	1.5	0.6665515130868831	1.0	1.5	0.614273188597295	0.8824664744475382	4
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	CP_and_DP	unbalanced	1.5	0.6137925982454874	1.0	1.5	0.5508794328437295	0.8053408248243027	4
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	CP_areashape_only	balanced	3.0	0.4214800200460428	1.0	3.5	0.2588413308929744	0.5458368139265147	4
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	CP_areashape_only	unbalanced	3.75	0.3146741569384581	1.0	4.75	0.127845878019632	0.42218520314381974	4
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	CP_zernike_only	balanced	3.5	0.31044345078894836	1.0	4.0	0.19289086547734274	0.39868442498763346	4
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	CP_zernike_only	unbalanced	4.5	0.19848008104123957	1.75	5.25	0.08932065953396814	0.2598128963635362	4
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	DP	balanced	3.0	0.45910332928739905	1.0	3.0	0.27163330861530377	0.6229084098111595	4
LT0030_17/LT0030_17_184_46.tif	final	ADCCM	DP	unbalanced	3.5	0.38714173023329446	1.75	3.75	0.24821787210134857	0.47650692135223505	4
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	CP	balanced	5.0	0.3376713312216559	1.0	7.0	0.11478548365006284	0.506505519961695	3
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	CP	unbalanced	5.0	0.3295781086646697	1.5	7.0	0.11618523469835866	0.49436232643350864	3
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	CP_and_DP	balanced	4.333333333333333	0.45033937587284273	1.0	6.0	0.2047156418782661	0.6753527012173887	3
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	CP_and_DP	unbalanced	4.333333333333333	0.45142244123802927	1.0	6.0	0.20456235252388105	0.6767725701639489	3
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	CP_areashape_only	balanced	8.333333333333334	0.06363680566609477	6.0	11.0	0.02317499847660665	0.0951506862193619	3
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	CP_areashape_only	unbalanced	8.666666666666666	0.046152317225814365	6.5	11.0	0.0149283875585002	0.0691044392505622	3
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	CP_zernike_only	balanced	9.333333333333334	0.07369866717944856	6.5	13.0	0.01596256745267415	0.1096338519098737	3
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	CP_zernike_only	unbalanced	10.0	0.05809193805862257	7.5	13.0	0.0109796056013469	0.0866038519450711	3
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	DP	balanced	3.0	0.46414696692771934	1.0	4.0	0.32508294941088284	0.6924491554144996	3
LT0030_17/LT0030_17_184_46.tif	final	SmallIrregular	DP	unbalanced	3.3333333333333335	0.4761329770253357	1.0	4.5	0.3018876201379506	0.7065058390819925	3
LT0030_17/LT0030_17_184_46.tif	shuffled_baseline	ADCCM	CP	balanced	10.0	0.0644419732055045	7.75	14.25	0.0067251645293089	0.08926139261039465	4
LT0030_17/LT0030_17_184_46.tif	shuffled_baseline	ADCCM	CP	unbalanced	10.5	0.034463842128072575	8.5	12.0	0.0272133136038633	0.04382667366240803	4
LT0030_17/LT0030_17_184_46.tif	shuffled_baseline	ADCCM	CP_and_DP	balanced	10.75	0.002698063021911625	10.25	11.5	0.002375728160158925	0.003471338129036	4
